[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0     0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1     0x000000f0 0x000000f0 5   6            ascii   Rich'
2     0x000001f8 0x000001f8 5   6            ascii   .text
3     0x0000021f 0x0000021f 7   8            ascii   `.rdata
4     0x00000247 0x00000247 6   7            ascii   @.data
5     0x00000270 0x00000270 5   6            ascii   .rsrc
6     0x00000297 0x00000297 7   8            ascii   @.reloc
7     0x00000428 0x00401028 4   5    .text   ascii   U\bRh
8     0x00000458 0x00401058 4   5    .text   ascii   M\bQj
9     0x00000484 0x00401084 4   5    .text   ascii   U\bRj
10    0x00000539 0x00401139 4   6    .text   utf8    +Eܙ+ blocks=Basic Latin,Syriac
11    0x00000583 0x00401183 4   7    .text   utf8    3ɋEк blocks=Basic Latin,Latin Extended-B,Cyrillic
12    0x000005be 0x004011be 4   6    .text   utf8    MЋU\b blocks=Basic Latin,Cyrillic
13    0x000006a2 0x004012a2 4   5    .text   ascii   J\f+H
14    0x000006af 0x004012af 5   6    .text   ascii   J\b+\bQ
15    0x000009dc 0x004015dc 4   5    .text   ascii   U\fRj
16    0x000009fc 0x004015fc 4   5    .text   ascii   U\fRj
17    0x00000a40 0x00401640 5   6    .text   ascii   Q\fRh\b
18    0x00000a86 0x00401686 4   5    .text   ascii   Q\fRh
19    0x00000c60 0x00401860 4   5    .text   ascii   Q\fRh
20    0x00000f70 0x00401b70 4   5    .text   ascii   Q\fRh
21    0x00001130 0x00401d30 4   5    .text   ascii   Q\fRh
22    0x0000131b 0x00401f1b 4   5    .text   ascii   u h,
23    0x00001366 0x00401f66 5   6    .text   ascii   U\bRhP
24    0x000015a3 0x004021a3 4   5    .text   ascii   U\bRj
25    0x00001660 0x00402260 5   6    .text   ascii   Q\fRh,
26    0x000016a0 0x004022a0 4   5    .text   ascii   u h8
27    0x00001840 0x00402440 4   5    .text   ascii   Q\fRh
28    0x000018aa 0x004024aa 4   5    .text   ascii   E\bPh
29    0x000018c2 0x004024c2 4   5    .text   ascii   U\fRh
30    0x000019b0 0x004025b0 5   6    .text   ascii   Q\fRhl
31    0x00001b1b 0x0040271b 4   5    .text   ascii   u h\
32    0x00001b84 0x00402784 5   6    .text   ascii   E\bPhp
33    0x0000217c 0x00402d7c 7   11   .text   utf8    +EȉEċMă blocks=Basic Latin,Latin Extended-B,Latin Extended-A
34    0x000021a2 0x00402da2 8   13   .text   utf8    U؋E؉E\vMԊ blocks=Basic Latin,Arabic,Cyrillic Supplement
35    0x0000247a 0x0040307a 4   5    .text   ascii   :\nu.
36    0x00002524 0x00403124 7   11   .text   utf8    M܋U܉Uԃ} blocks=Basic Latin,Syriac,Cyrillic Supplement
37    0x000026cc 0x004032cc 4   5    .text   ascii   +M\fQ
38    0x00003a66 0x00404666 4   5    .text   ascii   Rj@h
39    0x00003a79 0x00404679 6   13   .text   utf16le Bjjjjj
40    0x00003deb 0x004049eb 4   6    .text   utf8    \b3\vM
41    0x00003eaa 0x00404aaa 6   7    .text   ascii   E\bPj@h
42    0x00003eb9 0x00404ab9 4   5    .text   ascii   j<h\v
43    0x00003eea 0x00404aea 6   7    .text   ascii   U\bRj@h
44    0x00003ef9 0x00404af9 4   5    .text   ascii   j<h\v
45    0x00003f28 0x00404b28 6   7    .text   ascii   M\bQj@h
46    0x00003f37 0x00404b37 4   5    .text   ascii   j<h\v
47    0x00003f68 0x00404b68 6   7    .text   ascii   E\bPj@h
48    0x00003fab 0x00404bab 6   7    .text   ascii   U\bRj@h
49    0x00003fba 0x00404bba 4   5    .text   ascii   jZh\v
50    0x00003fdf 0x00404bdf 4   5    .text   ascii   E\bPj
51    0x00003fee 0x00404bee 4   5    .text   ascii   j7h\t
52    0x00004013 0x00404c13 4   5    .text   ascii   M\bQj
53    0x00004022 0x00404c22 4   5    .text   ascii   j7h\t
54    0x00004047 0x00404c47 4   5    .text   ascii   U\bRj
55    0x00004056 0x00404c56 4   5    .text   ascii   j7h\t
56    0x0000407b 0x00404c7b 4   5    .text   ascii   E\bPj
57    0x0000411f 0x00404d1f 4   5    .text   ascii   u$kM
58    0x0000417b 0x00404d7b 9   10   .text   ascii   E\bPj^j|kM
59    0x0000424a 0x00404e4a 8   9    .text   ascii   E\bPjnjFh
60    0x000042da 0x00404eda 6   7    .text   ascii   E\bPj#h
61    0x00004330 0x00404f30 8   9    .text   ascii   E\bPj#jZh
62    0x0000435e 0x00404f5e 6   7    .text   ascii   M\bQj#h
63    0x0000438f 0x00404f8f 6   7    .text   ascii   U\bRj#h
64    0x000043c3 0x00404fc3 6   7    .text   ascii   E\bPj#h
65    0x000043f4 0x00404ff4 6   7    .text   ascii   M\bQj#h
66    0x000044ab 0x004050ab 7   8    .text   ascii   E\bPjnh@
67    0x00004613 0x00405213 4   9    .text   utf16le Bjjj
68    0x00004658 0x00405258 4   9    .text   utf16le Bjjj
69    0x000046a0 0x004052a0 4   9    .text   utf16le Bjjj
70    0x000046e8 0x004052e8 4   9    .text   utf16le Bjjj
71    0x000047ca 0x004053ca 4   5    .text   ascii   E\bPj
72    0x000047f5 0x004053f5 4   5    .text   ascii   M\bQj
73    0x0000485c 0x0040545c 4   5    .text   ascii   U\bRj
74    0x00004887 0x00405487 4   5    .text   ascii   E\bPj
75    0x00004a13 0x00405613 5   6    .text   ascii   B\fPhT
76    0x00004a62 0x00405662 10  21   .text   utf16le \tjjjjjjjjj
77    0x00004bd6 0x004057d6 7   9    .text   utf8    v\b3ҋE\bf blocks=Basic Latin,Cyrillic
78    0x00004c40 0x00405840 7   9    .text   utf8    U\b3\vM\bf
