Error parsing resource directory
[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0     0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1     0x000001e8 0x000001e8 5   6            ascii   .text
2     0x0000020f 0x0000020f 6   7            ascii   `.data
3     0x00000238 0x00000238 5   6            ascii   .rsrc
4     0x00000690 0x00401290 14  15   .text   ascii   bad allocation
5     0x000006a0 0x004012a0 52  106  .text   utf16le Yamohinifo bowi nenukodabebive goyigavu sofusixuyogo
6     0x0000070c 0x0040130c 14  15   .text   ascii   Megotuzoteneri
7     0x00000720 0x00401320 37  76   .text   utf16le Diyatekedame movugomikilihar sexecama
8     0x0000076c 0x0040136c 18  38   .text   utf16le budesorozefabijicu
9     0x00000794 0x00401394 16  34   .text   utf16le kojizarowicamupu
10    0x000007b8 0x004013b8 46  47   .text   ascii   Tiholavogi babacose jeyevaxpewune romipereveju
11    0x000007e8 0x004013e8 35  72   .text   utf16le Cafefawotiweh rexic sulorabasekibak
12    0x00000830 0x00401430 12  13   .text   ascii   Telica kirik
13    0x00000840 0x00401440 31  32   .text   ascii   Hofebohar kuba gozohodoro birob
14    0x00000860 0x00401460 32  33   .text   ascii   Roresijeciy loperev soligo sejih
15    0x00000884 0x00401484 12  13   .text   ascii   kernel32.dll
16    0x00000894 0x00401494 10  11   .text   ascii   LocalAlloc
17    0x000008a0 0x004014a0 14  15   .text   ascii   VirtualProtect
18    0x000008b0 0x004014b0 19  20   .text   ascii   Basiw cujadehocenis
19    0x000008c4 0x004014c4 7   8    .text   ascii   Yav fug
20    0x000008cc 0x004014cc 17  18   .text   ascii   Jab sofbisyfviudc
21    0x000008e0 0x004014e0 33  68   .text   utf16le Dedelawubuxu hopij sayubuxusahexa
22    0x00000928 0x00401528 8   9    .text   ascii   %s %f %c
23    0x00000a0c 0x0040160c 4   5    .text   ascii   modf
24    0x00000a14 0x00401614 5   6    .text   ascii   floor
25    0x00000a1c 0x0040161c 4   5    .text   ascii   ceil
26    0x00000a24 0x00401624 4   5    .text   ascii   atan
27    0x00000a2c 0x0040162c 5   6    .text   ascii   exp10
28    0x00000a3f 0x0040163f 5   6    .text   ascii   ?acos
29    0x00000a48 0x00401648 4   5    .text   ascii   asin
30    0x00000a54 0x00401654 5   6    .text   ascii   log10
31    0x00000a70 0x00401670 5   6    .text   ascii   e+000
32    0x00000a86 0x00401686 27  28   .text   ascii   GAIsProcessorFeaturePresent
33    0x00000aa4 0x004016a4 8   9    .text   ascii   KERNEL32
34    0x00000ab0 0x004016b0 13  14   .text   ascii   EncodePointer
35    0x00000ac0 0x004016c0 12  26   .text   utf16le KERNEL32.DLL
36    0x00000adc 0x004016dc 13  14   .text   ascii   DecodePointer
37    0x00000aec 0x004016ec 7   8    .text   ascii   FlsFree
38    0x00000af4 0x004016f4 11  12   .text   ascii   FlsSetValue
39    0x00000b00 0x00401700 11  12   .text   ascii   FlsGetValue
40    0x00000b0c 0x0040170c 8   9    .text   ascii   FlsAlloc
41    0x00000b18 0x00401718 14  15   .text   ascii   CorExitProcess
