[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000e8 0x000000e8 4   5            ascii   Rich
2    0x00000200 0x00000200 5   6            ascii   .text
3    0x00000227 0x00000227 7   8            ascii   `.rdata
4    0x0000024f 0x0000024f 6   7            ascii   @.data
5    0x00000278 0x00000278 5   6            ascii   .rsrc
6    0x0000029f 0x0000029f 7   8            ascii   @.reloc
7    0x0000045d 0x0040105d 5   6    .text   ascii   t\vj\fV
8    0x0000057e 0x0040117e 5   7    .text   utf8    3ĉD$l blocks=Basic Latin,Latin Extended-A
9    0x00000588 0x00401188 4   5    .text   ascii   L$PQ
10   0x00000591 0x00401191 4   5    .text   ascii   D$\fD
11   0x000005ae 0x004011ae 4   5    .text   ascii   D$4f
12   0x000005b4 0x004011b4 4   5    .text   ascii   D$<f
13   0x000005ba 0x004011ba 4   5    .text   ascii   D$Df
14   0x000005c0 0x004011c0 4   5    .text   ascii   D$Lf
15   0x000005c6 0x004011c6 4   5    .text   ascii   D$Tf
16   0x000005cc 0x004011cc 4   5    .text   ascii   D$\f
17   0x000005d2 0x004011d2 4   5    .text   ascii   D$df
18   0x000005dc 0x004011dc 4   5    .text   ascii   )D$x
19   0x000005eb 0x004011eb 4   5    .text   ascii   \r|0@
20   0x000005f6 0x004011f6 4   5    .text   ascii   L$l3
21   0x0000062e 0x0040122e 4   5    .text   ascii   SVWP
22   0x000006bf 0x004012bf 4   5    .text   ascii   PWSV
23   0x00000715 0x00401315 4   5    .text   ascii   h82@
24   0x00000729 0x00401329 4   5    .text   ascii   PWSV
25   0x0000077f 0x0040137f 4   5    .text   ascii   ht2@
26   0x00000793 0x00401393 4   5    .text   ascii   PWSV
27   0x000007ae 0x004013ae 5   6    .text   ascii   Ph82@
28   0x0000080a 0x0040140a 5   6    .text   ascii   Pht2@
29   0x0000090c 0x0040150c 4   6    .text   utf8    \b3\vM
30   0x00000919 0x00401519 4   5    .text   ascii   Y_^[
31   0x00000950 0x00401550 4   6    .text   utf8    N\b+ʃ blocks=Basic Latin,IPA Extensions
32   0x000009a5 0x004015a5 4   5    .text   ascii   he)@
33   0x00000a0a 0x0040160a 8   12   .text   utf8    E؋}܋u؋@8 blocks=Basic Latin,Arabic,Syriac
34   0x00000bb5 0x004017b5 4   5    .text   ascii   Y_^[
35   0x00000c19 0x00401819 5   6    .text   ascii   QhP\e@
36   0x00000df5 0x004019f5 4   6    .text   utf8    K\b+ʃ blocks=Basic Latin,IPA Extensions
37   0x00000f34 0x00401b34 5   6    .text   ascii   t\vj\fP
38   0x00000fd9 0x00401bd9 4   6    .text   utf8    ]Ã}\b blocks=Basic Latin,Latin-1 Supplement
39   0x00001008 0x00401c08 5   6    .text   ascii   t\nj\fV
40   0x00001052 0x00401c52 4   5    .text   ascii   h+%@
41   0x00001127 0x00401d27 4   5    .text   ascii   hT1@
42   0x0000112c 0x00401d2c 4   5    .text   ascii   hH1@
43   0x0000114d 0x00401d4d 4   5    .text   ascii   hD1@
44   0x00001152 0x00401d52 4   5    .text   ascii   h<1@
45   0x00001181 0x00401d81 5   6    .text   ascii   9>t\eV
46   0x00001218 0x00401e18 4   6    .text   utf8    YYËe blocks=Basic Latin,Latin-1 Supplement
47   0x00001246 0x00401e46 4   5    .text   ascii   Y_^[
48   0x000012cc 0x00401ecc 4   5    .text   ascii   =|Q@
49   0x000012ef 0x00401eef 4   5    .text   ascii   %pQ@
50   0x000012f6 0x00401ef6 4   5    .text   ascii   -lQ@
51   0x00001382 0x00401f82 4   5    .text   ascii   hp1@
52   0x000013eb 0x00401feb 7   8    .text   ascii   M\f;J\fr\n
53   0x0000158c 0x0040218c 4   5    .text   ascii   Y_^[
54   0x000015a2 0x004021a2 4   6    .text   utf8    u\t39
55   0x000015e2 0x004021e2 4   5    .text   ascii   u\bu\a
56   0x000015ff 0x004021ff 4   5    .text   ascii   #E\b]
57   0x00001863 0x00402463 5   6    .text   ascii   f9\bu*
58   0x0000186c 0x0040246c 4   6    .text   utf8    ȁ9PE blocks=Latin Extended-B,Basic Latin
59   0x000018ac 0x004024ac 4   5    .text   ascii   >csm
60   0x000018d6 0x004024d6 4   5    .text   ascii   t\b_3
61   0x000019bc 0x004025bc 4   5    .text   ascii   u\fVh
62   0x000019fe 0x004025fe 6   8    .text   utf8    SVW3ɍ} blocks=Basic Latin,Latin Extended-B
63   0x00001a12 0x00402612 6   8    .text   utf8    O\b3ɉW\f blocks=Basic Latin,Latin Extended-B
64   0x00001a24 0x00402624 4   5    .text   ascii   ntel
65   0x00001a2b 0x0040262b 5   6    .text   ascii   5ineI
66   0x00001a36 0x00402636 5   6    .text   ascii   5Genu
67   0x00001a5b 0x0040265b 4   5    .text   ascii   S\fuC
68   0x00001a6c 0x0040266c 4   5    .text   ascii   t#=`
69   0x00001a88 0x00402688 4   5    .text   ascii   t\a=p
70   0x00001b9e 0x0040279e 4   5    .text   ascii   _^[3
71   0x00001bee 0x004027ee 4   5    .text   ascii   %$1@
72   0x00001bf4 0x004027f4 4   5    .text   ascii   % 1@
73   0x00001c18 0x00402818 4   5    .text   ascii   %\f1@
74   0x00001c1e 0x0040281e 4   5    .text   ascii   %\b1@
75   0x00001c2a 0x0040282a 4   5    .text   ascii   %01@
76   0x00001c5a 0x0040285a 4   5    .text   ascii   %,1@
77   0x00002190 0x00403190 14  15   .rdata  ascii   bad allocation
78   0x000021ac 0x004031ac 17  18   .rdata  ascii   Unknown exception
79   0x000021c0 0x004031c0 20  21   .rdata  ascii   bad array new length
80   0x000021d8 0x004031d8 6   14   .rdata  utf16le BINARY
81   0x000021e8 0x004031e8 18  19   .rdata  ascii   Unable to execute.
82   0x000021fc 0x004031fc 29  60   .rdata  utf16le c:\Users\Public\ionic.zip.dll
83   0x00002238 0x00403238 28  58   .rdata  utf16le c:\Users\Public\httpservice2
84   0x00002274 0x00403274 28  58   .rdata  utf16le c:\Users\Public\httpservice4
85   0x000022b0 0x004032b0 15  16   .rdata  ascii   vector too long
86   0x00002548 0x00403548 4   5    .rdata  ascii   RSDS
87   0x00002560 0x00403560 45  46   .rdata  ascii   C:\work\ServerLaunch\Release\ServerLaunch.pdb
88   0x000025a4 0x004035a4 4   5    .rdata  ascii   GCTL
89   0x000025b0 0x004035b0 8   9    .rdata  ascii   .text$mn
90   0x000025c4 0x004035c4 7   8    .rdata  ascii   .text$x
91   0x000025d4 0x004035d4 8   9    .rdata  ascii   .idata$5
92   0x000025e8 0x004035e8 6   7    .rdata  ascii   .00cfg
93   0x000025f8 0x004035f8 8   9    .rdata  ascii   .CRT$XCA
94   0x0000260c 0x0040360c 9   10   .rdata  ascii   .CRT$XCAA
95   0x00002620 0x00403620 8   9    .rdata  ascii   .CRT$XCZ
96   0x00002634 0x00403634 8   9    .rdata  ascii   .CRT$XIA
97   0x00002648 0x00403648 9   10   .rdata  ascii   .CRT$XIAA
98   0x0000265c 0x0040365c 9   10   .rdata  ascii   .CRT$XIAC
99   0x00002670 0x00403670 8   9    .rdata  ascii   .CRT$XIZ
100  0x00002684 0x00403684 8   9    .rdata  ascii   .CRT$XPA
101  0x00002698 0x00403698 8   9    .rdata  ascii   .CRT$XPZ
102  0x000026ac 0x004036ac 8   9    .rdata  ascii   .CRT$XTA
103  0x000026c0 0x004036c0 8   9    .rdata  ascii   .CRT$XTZ
104  0x000026d4 0x004036d4 6   7    .rdata  ascii   .rdata
105  0x000026e4 0x004036e4 8   9    .rdata  ascii   .rdata$r
106  0x000026f8 0x004036f8 13  14   .rdata  ascii   .rdata$sxdata
107  0x00002710 0x00403710 13  14   .rdata  ascii   .rdata$zzzdbg
108  0x00002728 0x00403728 8   9    .rdata  ascii   .rtc$IAA
109  0x0000273c 0x0040373c 8   9    .rdata  ascii   .rtc$IZZ
110  0x00002750 0x00403750 8   9    .rdata  ascii   .rtc$TAA
111  0x00002764 0x00403764 8   9    .rdata  ascii   .rtc$TZZ
112  0x00002778 0x00403778 8   9    .rdata  ascii   .xdata$x
113  0x0000278c 0x0040378c 8   9    .rdata  ascii   .idata$2
114  0x000027a0 0x004037a0 8   9    .rdata  ascii   .idata$3
115  0x000027b4 0x004037b4 8   9    .rdata  ascii   .idata$4
116  0x000027c8 0x004037c8 8   9    .rdata  ascii   .idata$6
117  0x000027dc 0x004037dc 5   6    .rdata  ascii   .data
118  0x000027ec 0x004037ec 7   8    .rdata  ascii   .data$r
