[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000a8 0x000000a8 4   6            utf8    )Ϸ\es blocks=Basic Latin,Greek and Coptic
2    0x000000c0 0x000000c0 4   6            utf8    )ϴ\es blocks=Basic Latin,Greek and Coptic
3    0x000000e8 0x000000e8 5   6            ascii   Richr
4    0x000001f0 0x000001f0 5   6            ascii   .text
5    0x00000217 0x00000217 7   8            ascii   `.rdata
6    0x0000023f 0x0000023f 6   7            ascii   @.data
7    0x00000268 0x00000268 6   7            ascii   .reloc
8    0x0000041d 0x0040101d 4   5    .text   ascii   h\fpD
9    0x0000046a 0x0040106a 4   5    .text   ascii   h pD
10   0x00000476 0x00401076 4   5    .text   ascii   h*pD
11   0x00000482 0x00401082 4   5    .text   ascii   h4pD
12   0x0000048e 0x0040108e 4   5    .text   ascii   h>pD
13   0x0000049a 0x0040109a 4   5    .text   ascii   hHpD
14   0x000004da 0x004010da 4   5    .text   ascii   h'|D
15   0x000004f0 0x004010f0 4   5    .text   ascii   h1|D
16   0x0000057d 0x0040117d 9   11   .text   utf8    X[_^]ø(IE blocks=Basic Latin,Latin-1 Supplement
17   0x00000611 0x00401211 6   7    .text   ascii   Yt\nj\fV
18   0x00000717 0x00401317 4   5    .text   ascii   ;E\fu
19   0x00000748 0x00401348 4   5    .text   ascii   TSVW
20   0x0000083a 0x0040143a 4   5    .text   ascii   Yt\nj
21   0x000008ec 0x004014ec 4   5    .text   ascii   u\bWV
22   0x0000093e 0x0040153e 5   6    .text   ascii   t\nj\bV
23   0x00000961 0x00401561 6   7    .text   ascii   QQSVWj
24   0x00000971 0x00401571 4   5    .text   ascii   }\b^Q
25   0x000009b5 0x004015b5 4   5    .text   ascii   j\rh0
26   0x00000a26 0x00401626 4   5    .text   ascii   _^[d
27   0x00000a3f 0x0040163f 4   5    .text   ascii   h(MD
28   0x00000b3f 0x0040173f 5   6    .text   ascii   ~\bOu\t
29   0x00000b6c 0x0040176c 4   6    .text   utf8    øCMD blocks=Latin-1 Supplement,Basic Latin
30   0x00000b79 0x00401779 6   8    .text   utf8    8SVW3ۋ blocks=Basic Latin,Arabic
31   0x00000c33 0x00401833 4   5    .text   ascii   _^[d
32   0x00000cb5 0x004018b5 4   6    .text   utf8    ǉ7_^ blocks=Latin Extended-B,Basic Latin
33   0x00000ce6 0x004018e6 4   6    .text   utf8    ̸fMD blocks=Combining Diacritical Marks,Basic Latin
34   0x00000d28 0x00401928 5   6    .text   ascii   wHQQP
35   0x00000d3a 0x0040193a 4   5    .text   ascii   u;QW
36   0x00000dba 0x004019ba 4   5    .text   ascii   \fSVW
37   0x00000de5 0x004019e5 6   7    .text   ascii   j/Zj\Y
38   0x00000df4 0x004019f4 4   5    .text   ascii   t\tf;
39   0x00000e1a 0x00401a1a 5   6    .text   ascii   F\bf;E
40   0x00000e20 0x00401a20 4   5    .text   ascii   tCf;
41   0x00000e55 0x00401a55 5   6    .text   ascii   u\vf9F
42   0x00000e61 0x00401a61 7   8    .text   ascii   Ij/Zj\Y
43   0x00000e82 0x00401a82 4   5    .text   ascii   t%f;
44   0x00000e8e 0x00401a8e 5   6    .text   ascii   t\ej\^
45   0x00000f0e 0x00401b0e 4   6    .text   utf8    3\tM\f
46   0x00000f20 0x00401b20 4   5    .text   ascii   r&)u
47   0x00000f41 0x00401b41 4   5    .text   ascii   \f1f;
48   0x00000f9c 0x00401b9c 6   7    .text   ascii   j\Zj/Y
49   0x00000fb8 0x00401bb8 4   5    .text   ascii   twf;
50   0x00000fd4 0x00401bd4 4   6    .text   utf8    ω}\br blocks=Greek and Coptic,Basic Latin
51   0x0000101d 0x00401c1d 4   5    .text   ascii   t3PQ
52   0x0000105b 0x00401c5b 6   7    .text   ascii   \bj\Zf;
53   0x00001062 0x00401c62 7   8    .text   ascii   t\bj/Zf;
54   0x0000107a 0x00401c7a 4   5    .text   ascii   0j/Z
55   0x00001083 0x00401c83 5   6    .text   ascii   u\r+]\b
56   0x00001096 0x00401c96 5   6    .text   ascii   j\[f;
