[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000d8 0x000000d8 6   8            utf8    Richɹ@ blocks=Basic Latin,IPA Extensions
2    0x000001f0 0x000001f0 5   6            ascii   .text
3    0x00000217 0x00000217 7   8            ascii   `.rdata
4    0x0000023f 0x0000023f 6   7            ascii   @.data
5    0x00000268 0x00000268 6   7            ascii   .reloc
6    0x0000041c 0x1000101c 5   7    .text   utf8    ϡt\vJN blocks=Greek and Coptic,Basic Latin
7    0x00000427 0x10001027 4   6    .text   utf8    ^[]Ã blocks=Basic Latin,Latin-1 Supplement
8    0x000004a1 0x100010a1 5   6    .text   ascii   tpVWj
9    0x000004c7 0x100010c7 4   5    .text   ascii   PVWS
10   0x000004e9 0x100010e9 4   6    .text   utf8    ]ËM\b blocks=Basic Latin,Latin-1 Supplement
11   0x0000050a 0x1000110a 5   6    .text   ascii   E\v_^[
12   0x000005e2 0x100011e2 4   7    .text   utf8    t\tP襪 blocks=Basic Latin,CJK Unified Ideographs
13   0x000006a3 0x100012a3 5   6    .text   ascii   1f;2u
14   0x000006d8 0x100012d8 4   5    .text   ascii   E\b_^
15   0x000006e7 0x100012e7 5   6    .text   ascii   8_^[]
16   0x0000070f 0x1000130f 6   7    .text   ascii   98t\b_2
17   0x0000078f 0x1000138f 5   6    .text   ascii   ;F\bu\a
18   0x000007b5 0x100013b5 5   6    .text   ascii   ;F\bu\a
19   0x000007f3 0x100013f3 4   6    .text   utf8    u\b3\v
20   0x00000894 0x10001494 4   5    .text   ascii   M\b;J
21   0x00000911 0x10001511 4   5    .text   ascii   ?v\nh
22   0x0000095b 0x1000155b 4   5    .text   ascii   ?v\nh
23   0x00000972 0x10001572 4   5    .text   ascii   sOSW
24   0x00000a34 0x10001634 4   5    .text   ascii   E\bVP
25   0x00000a64 0x10001664 5   6    .text   ascii   E\bSVW
26   0x00000af8 0x100016f8 5   6    .text   ascii   9M\fvq
27   0x00000b68 0x10001768 5   6    .text   ascii   A;M\fr
28   0x00000cb2 0x100018b2 4   5    .text   ascii   @h\b3
29   0x00000ccc 0x100018cc 6   7    .text   ascii   U\bPQRV
30   0x00000d9d 0x1000199d 4   5    .text   ascii   QRPV
