Metadata Signature: 0x27224 0x10001424a5342 12
.NET Version: v2.0.50727
Number of Metadata Streams: 4
DirectoryAddress: 60 Size: 83f4
Stream name: #~ 4
DirectoryAddress: 8454 Size: 3514
Stream name: #Strings 12
DirectoryAddress: b968 Size: 10
Stream name: #GUID 8
DirectoryAddress: b978 Size: 2ce0
Stream name: #Blob 8
[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x00000178 0x00000178 5   6            ascii   .text
2    0x0000019f 0x0000019f 6   7            ascii   `.rsrc
3    0x000001c7 0x000001c7 7   8            ascii   @.reloc
4    0x00000630 0x00402430 6   7    .text   ascii    KDBM(
5    0x000006ca 0x004024ca 4   5    .text   ascii   \a\e(A
6    0x000007f5 0x004025f5 4   5    .text   ascii   /B\e\r
7    0x0000084d 0x0040264d 4   5    .text   ascii   \v\a\b1
8    0x0000095e 0x0040275e 4   5    .text   ascii   \n,[~
9    0x0000096a 0x0040276a 4   5    .text   ascii   \n\v(3
10   0x0000097d 0x0040277d 4   5    .text   ascii   \r\to4
11   0x0000098d 0x0040278d 4   5    .text   ascii   \n\f\b\a
12   0x000009c5 0x004027c5 4   5    .text   ascii   \n,I~
13   0x000009d1 0x004027d1 4   5    .text   ascii   \n,\e~
14   0x00000af6 0x004028f6 4   5    .text   ascii   3i(,
15   0x00000b78 0x00402978 5   6    .text   ascii   \n3:s(
16   0x00000c00 0x00402a00 4   5    .text   ascii   ,Ks(
17   0x00000ceb 0x00402aeb 4   5    .text   ascii   \n\v\a#
18   0x00000d37 0x00402b37 4   5    .text   ascii   \v\a(J
19   0x00000d63 0x00402b63 4   5    .text   ascii   \n\a(M
20   0x00000d6e 0x00402b6e 4   5    .text   ascii   \n\a(N
21   0x00000d79 0x00402b79 4   5    .text   ascii   \n\aoR
22   0x00000d7f 0x00402b7f 5   6    .text   ascii   \n\f\bt:
23   0x00000d98 0x00402b98 5   6    .text   ascii   3'\boT
24   0x00000d9f 0x00402b9f 5   6    .text   ascii   \n\r\tsU
25   0x00000e73 0x00402c73 5   6    .text   ascii   \n\v\at:
26   0x00000e96 0x00402c96 5   6    .text   ascii   \n\f\aoX
27   0x00000ebf 0x00402cbf 4   5    .text   ascii   +<\b\t
28   0x00000ec9 0x00402cc9 4   5    .text   ascii   \n\aoX
29   0x00000ed1 0x00402cd1 5   7    .text   utf8    \ajڷo[ blocks=Basic Latin,Arabic
30   0x00000f58 0x00402d58 4   20   .text   utf32le xzò\n blocks=Basic Latin,Latin-1 Supplement
31   0x00000f70 0x00402d70 4   20   .text   utf32le U©þ\n blocks=Basic Latin,Latin-1 Supplement
32   0x00000fce 0x00402dce 5   6    .text   ascii   \n\f\b(P
33   0x00000fef 0x00402def 5   6    .text   ascii   +\e\t(Q
34   0x000010a8 0x00402ea8 4   5    .text   ascii   \n\v(T
35   0x000010b7 0x00402eb7 5   6    .text   ascii   3\r\aof
36   0x000010c8 0x00402ec8 5   6    .text   ascii   3K\tog
37   0x00001117 0x00402f17 5   6    .text   ascii   3A\aol
38   0x000011a5 0x00402fa5 4   5    .text   ascii   \n\v(q
39   0x000011b0 0x00402fb0 5   6    .text   ascii   \n\n\a(t
40   0x000011c6 0x00402fc6 4   5    .text   ascii   \r\tos
41   0x0000122b 0x0040302b 4   5    .text   ascii   +_\e\r
42   0x0000126a 0x0040306a 4   5    .text   ascii   ,\b(x
43   0x00001315 0x00403115 4   5    .text   ascii   30(X
44   0x0000134d 0x0040314d 4   5    .text   ascii   3e\a\e
45   0x000013ba 0x004031ba 4   5    .text   ascii   3X\a~
46   0x0000144c 0x0040324c 4   20   .text   utf32le gYÀ\f blocks=Basic Latin,Latin-1 Supplement
47   0x0000157e 0x0040337e 4   5    .text   ascii   3!~\a
48   0x000015cb 0x004033cb 5   6    .text   ascii   3f\aoz
49   0x00001639 0x00403439 5   6    .text   ascii   3^\aoz
50   0x00001792 0x00403592 4   5    .text   ascii   \n\v~\b
51   0x000017c5 0x004035c5 5   6    .text   ascii   3<\a(1
52   0x000017e0 0x004035e0 4   5    .text   ascii   &\a(9
53   0x00001809 0x00403609 5   6    .text   ascii   3R\a(1
54   0x00001810 0x00403610 5   6    .text   ascii   \n,((g
55   0x00001834 0x00403634 4   5    .text   ascii   &\a(9
56   0x0000186d 0x0040366d 4   5    .text   ascii   \n,}\e
57   0x00001974 0x00403774 4   5    .text   ascii   \n,i(
58   0x00001aac 0x004038ac 4   5    .text   ascii   \n\n(8
59   0x00001b1d 0x0040391d 4   5    .text   ascii   ,\v\t(
60   0x00001cec 0x00403aec 5   6    .text   ascii   ,\f\t\e~
61   0x00001eef 0x00403cef 4   5    .text   ascii   \n\n(8
62   0x00002142 0x00403f42 4   5    .text   ascii   \n\r(8
63   0x000021cf 0x00403fcf 4   5    .text   ascii   \n\f(8
64   0x000023ff 0x004041ff 4   5    .text   ascii   *\e0\b
65   0x0000242d 0x0040422d 4   5    .text   ascii   \n\v\a(
66   0x00003223 0x00405023 5   6    .text   ascii   3.\e(n
67   0x000037b4 0x004055b4 4   5    .text   ascii   \n\v\b(
68   0x000037ce 0x004055ce 4   5    .text   ascii   \n\b\ao
69   0x000037d5 0x004055d5 4   5    .text   ascii   \n\b K
70   0x00003aeb 0x004058eb 4   5    .text   ascii   ,\b(.
71   0x00003b37 0x00405937 4   5    .text   ascii   ,\a\t\b
72   0x00003b84 0x00405984 4   5    .text   ascii   ,\t(3
73   0x00003fdb 0x00405ddb 5   6    .text   ascii   ,\v\a\e~
74   0x00004045 0x00405e45 4   5    .text   ascii   \n\n\e\f
75   0x000040e9 0x00405ee9 4   5    .text   ascii   &\avl
76   0x000040fb 0x00405efb 4   5    .text   ascii   \nl[(
77   0x0000410c 0x00405f0c 4   5    .text   ascii   \a+; 
78   0x00004141 0x00405f41 4   5    .text   ascii   \n\n(8
79   0x0000418c 0x00405f8c 4   5    .text   ascii   \n\f~"
80   0x000041e6 0x00405fe6 6   7    .text   ascii   `,\f\b({
81   0x00004240 0x00406040 5   6    .text   ascii   ,\t\bs\t
82   0x00004268 0x00406068 4   5    .text   ascii   ,\f(<
83   0x0000431a 0x0040611a 4   5    .text   ascii   \a\e(~
84   0x0000434e 0x0040614e 4   5    .text   ascii   ,\r~ 
85   0x00004391 0x00406191 4   5    .text   ascii   ,)~\b
86   0x000044a7 0x004062a7 5   6    .text   ascii   \n,6\e\r
87   0x000044e3 0x004062e3 4   5    .text   ascii   \v\a\b1
88   0x00004597 0x00406397 4   5    .text   ascii   \f\b\t1
89   0x000045bb 0x004063bb 4   5    .text   ascii   ,>~#
90   0x000045cd 0x004063cd 4   5    .text   ascii   1,(J
91   0x000045ed 0x004063ed 4   5    .text   ascii   1\f(K
92   0x0000467c 0x0040647c 4   5    .text   ascii   .o~\b
93   0x00004923 0x00406723 5   6    .text   ascii   \r3-~\b
94   0x00004c61 0x00406a61 5   6    .text   ascii   _, ~\b
95   0x00004d01 0x00406b01 4   5    .text   ascii   +\e~\b
96   0x00004d25 0x00406b25 4   5    .text   ascii   \n\v(8
97   0x00004d69 0x00406b69 4   5    .text   ascii   \f\b(?
98   0x00004d70 0x00406b70 6   7    .text   ascii   \r\t-\b(.
99   0x00004d8f 0x00406b8f 4   5    .text   ascii   \v\a(D
100  0x0000531e 0x0040711e 4   5    .text   ascii   ,\ns"
101  0x0000551e 0x0040731e 4   5    .text   ascii    @[#
102  0x00005547 0x00407347 5   6    .text   ascii    @[(&
103  0x000055c5 0x004073c5 4   5    .text   ascii    @[#
104  0x000055ee 0x004073ee 5   6    .text   ascii    @[(&
105  0x0000565d 0x0040745d 4   5    .text   ascii   \n\f\b*
106  0x00005756 0x00407556 4   5    .text   ascii   3Ts-
107  0x0000576b 0x0040756b 5   6    .text   ascii   \n\a\bo/
108  0x00005780 0x00407580 4   5    .text   ascii   \n\ao2
109  0x00005790 0x00407590 4   5    .text   ascii   \n\r\t\n
110  0x00005795 0x00407595 4   5    .text   ascii   l%(7
111  0x000057b2 0x004075b2 4   5    .text   ascii   3Gs4
112  0x00005862 0x00407662 6   7    .text   ascii   ,\a\b\t1\v
113  0x00005937 0x00407737 4   5    .text   ascii   *\e0\t
114  0x00005a96 0x00407896 4   5    .text   ascii   \v\ts*
115  0x00005b60 0x00407960 4   5    .text   ascii   \n\v(\e
116  0x00005c07 0x00407a07 4   5    .text   ascii   3;s>
117  0x00005c42 0x00407a42 5   6    .text   ascii   +J\t \t
118  0x00005c4a 0x00407a4a 4   5    .text   ascii   3;s?
119  0x00005c85 0x00407a85 4   5    .text   ascii   +\a\a\n
120  0x00005cb6 0x00407ab6 4   5    .text   ascii    @[(
121  0x00005e3b 0x00407c3b 4   5    .text   ascii   \n,\f\a
122  0x00006010 0x00407e10 4   5    .text   ascii   j\a(C
123  0x00006538 0x00408338 4   5    .text   ascii   &\a(H
124  0x000065ee 0x004083ee 5   6    .text   ascii   \nz\a\t,
125  0x0000667a 0x0040847a 4   5    .text   ascii   \n\v(8
126  0x000067a2 0x004085a2 4   5    .text   ascii   /\f\a\a
127  0x000067bd 0x004085bd 4   5    .text   ascii   \n\f(.
