Metadata Signature: 0x59a98 0x10001424a5342 12
.NET Version: v4.0.30319
Number of Metadata Streams: 5
DirectoryAddress: 6c Size: b70
Stream name: #~ 4
DirectoryAddress: bdc Size: e2c
Stream name: #Strings 12
DirectoryAddress: 1a08 Size: 8e0
Stream name: #US 4
DirectoryAddress: 22e8 Size: 10
Stream name: #GUID 8
DirectoryAddress: 22f8 Size: 53c
Stream name: #Blob 8
[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x00000178 0x00000178 5   6            ascii   .text
2    0x0000019f 0x0000019f 6   7            ascii   `.rsrc
3    0x000001c7 0x000001c7 7   8            ascii   @.reloc
4    0x00000379 0x00402179 4   5    .text   ascii   \e-\n(
5    0x000003c5 0x004021c5 4   5    .text   ascii   \e-\n(
6    0x0000043e 0x0040223e 4   5    .text   ascii   \n*\e0
7    0x0000045b 0x0040225b 4   5    .text   ascii   -\n(!
8    0x00000483 0x00402283 5   6    .text   ascii   `,\n(!
9    0x00000497 0x00402297 4   5    .text   ascii   \n\n($
10   0x0000054d 0x0040234d 5   6    .text   ascii   \n\v\a(*
11   0x00000565 0x00402365 4   5    .text   ascii   \n\r($
12   0x000005af 0x004023af 5   6    .text   ascii   \n,\a\b(
13   0x00000651 0x00402451 5   6    .text   ascii   \n,\a\b(
14   0x00000802 0x00402602 4   5    .text   ascii   \a*\e0
15   0x00000814 0x00402614 4   5    .text   ascii   \n\ns6
16   0x00000892 0x00402692 4   5    .text   ascii   p\as?
17   0x000008dd 0x004026dd 6   7    .text   ascii   \n\n+\v+\t
18   0x00000944 0x00402744 4   5    .text   ascii   \n&\ar
19   0x00000950 0x00402750 6   7    .text   ascii   \n&\a\boJ
20   0x00000958 0x00402758 4   5    .text   ascii   \n&\ar
21   0x0000097c 0x0040277c 5   6    .text   ascii   \n&\aoM
22   0x0000098e 0x0040278e 4   5    .text   ascii   \n\aoM
23   0x000009bf 0x004027bf 5   6    .text   ascii   \n\v\a(O
24   0x000009e5 0x004027e5 5   6    .text   ascii   \n\f\br%
25   0x000009ec 0x004027ec 4   5    .text   ascii   p\aoM
26   0x00000a03 0x00402803 4   5    .text   ascii   \n\b(U
27   0x00000a2f 0x0040282f 5   6    .text   ascii   +\e\t(V
28   0x00000a64 0x00402864 5   6    .text   ascii   \n\v\arC
29   0x00000a70 0x00402870 4   5    .text   ascii   \n&\ar
30   0x00000a7c 0x0040287c 4   5    .text   ascii   \n&\ar
31   0x00000a88 0x00402888 4   5    .text   ascii   \n&\ar
32   0x00000a94 0x00402894 4   5    .text   ascii   \n&\ar
33   0x00000aa0 0x004028a0 4   5    .text   ascii   \n&\ar
34   0x00000aac 0x004028ac 4   5    .text   ascii   \n&\ar
35   0x00000ab8 0x004028b8 4   5    .text   ascii   \n&\ar
36   0x00000ac4 0x004028c4 4   5    .text   ascii   \n&\ar
37   0x00000ad0 0x004028d0 5   6    .text   ascii   \n&\are
