[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000d8 0x000000d8 4   5            ascii   Rich
2    0x000001e0 0x000001e0 5   6            ascii   .text
3    0x00000207 0x00000207 7   8            ascii   `.rdata
4    0x0000022f 0x0000022f 6   7            ascii   @.data
5    0x00000258 0x00000258 5   6            ascii   .rsrc
6    0x0000027f 0x0000027f 7   8            ascii   @.reloc
7    0x0000046e 0x0040106e 4   5    .text   ascii   D$\bP
8    0x00000478 0x00401078 5   7    .text   utf8    L$\bǄ$ blocks=Basic Latin,Latin Extended-B
9    0x0000048f 0x0040108f 6   8    .text   utf8    T$\bRǄ$ blocks=Basic Latin,Latin Extended-B
10   0x000004c2 0x004010c2 4   5    .text   ascii   hC5B
11   0x000004d8 0x004010d8 4   5    .text   ascii   D$\bd
12   0x0000051b 0x0040111b 4   5    .text   ascii   L$\bd
13   0x00000650 0x00401250 4   5    .text   ascii   QSUV
14   0x000006c3 0x004012c3 4   5    .text   ascii   )][Y
15   0x000006ef 0x004012ef 4   5    .text   ascii   9P\b}
16   0x00000784 0x00401384 4   5    .text   ascii   D$\b+
17   0x000007f2 0x004013f2 4   5    .text   ascii   \$\bW
18   0x000007fa 0x004013fa 4   5    .text   ascii   u\nhW
19   0x00000822 0x00401422 5   7    .text   utf8    +H\f+փ blocks=Basic Latin,Armenian
20   0x0000085c 0x0040145c 5   6    .text   ascii   r^]_[
21   0x0000086f 0x0040146f 4   6    .text   utf8    ̋L$\b blocks=Combining Diacritical Marks,Basic Latin
22   0x00000875 0x00401475 5   6    .text   ascii   D$\fPQ
23   0x000008a0 0x004014a0 4   5    .text   ascii   h\b5B
24   0x000008bc 0x004014bc 4   5    .text   ascii   SVWP
25   0x000008e8 0x004014e8 4   5    .text   ascii   Y_^[
26   0x0000092d 0x0040152d 5   6    .text   ascii   PjmhX
27   0x0000094d 0x0040154d 4   5    .text   ascii   jmhX
28   0x000009d9 0x004015d9 4   5    .text   ascii   D$\fd
29   0x00000a45 0x00401645 5   7    .text   utf8    ƋL$\fd blocks=Latin Extended-B,Basic Latin
30   0x00000ad5 0x004016d5 4   5    .text   ascii   F Rj
31   0x00000ae9 0x004016e9 7   15   .text   utf16le jjjjjjj
32   0x00000b2d 0x0040172d 4   5    .text   ascii   Wj0Q
33   0x00000b36 0x00401736 4   6    .text   utf8    _^[Ë blocks=Basic Latin,Latin-1 Supplement
34   0x00000b42 0x00401742 4   5    .text   ascii   Wj0Q
35   0x00000b7e 0x0040177e 7   9    .text   utf8    3ĉD$pSV blocks=Basic Latin,Latin Extended-A
36   0x00000b89 0x00401789 4   5    .text   ascii   F WP
37   0x00000bae 0x004017ae 4   5    .text   ascii   Qj'R
38   0x00000bef 0x004017ef 6   7    .text   ascii   D$ +D$
39   0x00000c00 0x00401800 4   5    .text   ascii   D$0P
40   0x00000c17 0x00401817 4   5    .text   ascii   L$p3
41   0x00000c2d 0x0040182d 7   8    .text   ascii   L$|_^[3
42   0x00000c72 0x00401872 4   6    .text   utf8    PƄ$d blocks=Basic Latin,Latin Extended-B
43   0x00000c86 0x00401886 4   5    .text   ascii   L$ej
44   0x00000cca 0x004018ca 4   5    .text   ascii   D$XP
45   0x00000ce8 0x004018e8 8   9    .text   ascii   t\f<gt\b4g
46   0x00000d01 0x00401901 5   6    .text   ascii   T$XhP
47   0x00000d3b 0x0040193b 4   5    .text   ascii   D$<P
48   0x00000d4e 0x0040194e 5   7    .text   utf8    (3ɍT$ blocks=Basic Latin,Latin Extended-B
49   0x00000d5a 0x0040195a 9   10   .text   ascii   PQQQQQQQf
50   0x00000d68 0x00401968 4   5    .text   ascii   L$|Q
51   0x00000d6d 0x0040196d 4   5    .text   ascii   D$<D
52   0x00000de8 0x004019e8 5   7    .text   utf8    3ĉD$4 blocks=Basic Latin,Latin Extended-A
53   0x00000e00 0x00401a00 4   5    .text   ascii   =dCB
54   0x00000e5f 0x00401a5f 5   6    .text   ascii   T$\bRj
55   0x00000ed9 0x00401ad9 5   6    .text   ascii   D$\fPh
56   0x00000ef9 0x00401af9 5   6    .text   ascii   L$8^3
