[Strings]
nth   paddr      vaddr       len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0     0x0000004d 0x0000004d  44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1     0x000000ef 0x000000ef  5   6            ascii   YRich
2     0x00000208 0x00000208  5   6            ascii   .text
3     0x0000022f 0x0000022f  7   8            ascii   `.rdata
4     0x00000257 0x00000257  6   7            ascii   @.data
5     0x00000280 0x00000280  6   7            ascii   .pdata
6     0x000002a7 0x000002a7  7   8            ascii   @.gfids
7     0x000002cf 0x000002cf  5   6            ascii   @.tls
8     0x000002f8 0x000002f8  5   6            ascii   .rsrc
9     0x0000031f 0x0000031f  7   8            ascii   @.reloc
10    0x00000402 0x180001002 4   5    .text   ascii   \$\bH
11    0x00000471 0x180001071 4   5    .text   ascii   \$0H
12    0x0000048d 0x18000108d 9   10   .text   ascii   x ATAVAWH
13    0x000004ff 0x1800010ff 4   5    .text   ascii   D$0D
14    0x00000512 0x180001112 4   5    .text   ascii   D$(I
15    0x00000521 0x180001121 4   5    .text   ascii   \$`H
16    0x00000526 0x180001126 4   5    .text   ascii   l$hH
17    0x0000052b 0x18000112b 4   5    .text   ascii   t$pH
18    0x00000530 0x180001130 4   5    .text   ascii   |$xH
19    0x00000536 0x180001136 7   8    .text   ascii   @A_A^A\
20    0x00000567 0x180001167 4   5    .text   ascii   T$xA
21    0x00000572 0x180001172 4   5    .text   ascii   D$4A
22    0x00000579 0x180001179 4   5    .text   ascii   D$8A
23    0x00000585 0x180001185 4   5    .text   ascii   D$<H
24    0x00000595 0x180001195 4   5    .text   ascii   T$(D
25    0x000005c5 0x1800011c5 4   5    .text   ascii   T$0H
26    0x000005f0 0x1800011f0 4   5    .text   ascii   D$@H
27    0x00000644 0x180001244 5   6    .text   ascii   L$@H3
28    0x00000670 0x180001270 4   5    .text   ascii   D$@H
29    0x00000687 0x180001287 4   5    .text   ascii   \rTf\f
30    0x000006c4 0x1800012c4 5   6    .text   ascii   L$@H3
31    0x000006f0 0x1800012f0 4   5    .text   ascii   D$@H
32    0x00000744 0x180001344 5   6    .text   ascii   L$@H3
33    0x00000770 0x180001370 4   5    .text   ascii   D$@H
34    0x000007c4 0x1800013c4 5   6    .text   ascii   L$@H3
35    0x000007f0 0x1800013f0 4   5    .text   ascii   D$@H
36    0x00000844 0x180001444 5   6    .text   ascii   L$@H3
37    0x00000870 0x180001470 4   5    .text   ascii   D$@H
38    0x000008c4 0x1800014c4 5   6    .text   ascii   L$@H3
39    0x000008f0 0x1800014f0 4   5    .text   ascii   D$@H
40    0x00000907 0x180001507 4   5    .text   ascii   \r4d\f
41    0x00000944 0x180001544 5   6    .text   ascii   L$@H3
42    0x00000970 0x180001570 4   5    .text   ascii   D$@H
43    0x000009c4 0x1800015c4 5   6    .text   ascii   L$@H3
44    0x000009f0 0x1800015f0 4   5    .text   ascii   D$@H
45    0x00000a07 0x180001607 4   5    .text   ascii   \rdc\f
46    0x00000a44 0x180001644 5   6    .text   ascii   L$@H3
47    0x00000a70 0x180001670 4   5    .text   ascii   D$@H
48    0x00000ac4 0x1800016c4 5   6    .text   ascii   L$@H3
49    0x00000af0 0x1800016f0 4   5    .text   ascii   D$@H
50    0x00000b44 0x180001744 5   6    .text   ascii   L$@H3
51    0x00000b70 0x180001770 4   5    .text   ascii   D$@H
52    0x00000bc4 0x1800017c4 5   6    .text   ascii   L$@H3
53    0x00000bf0 0x1800017f0 4   5    .text   ascii   D$@H
54    0x00000c44 0x180001844 5   6    .text   ascii   L$@H3
55    0x00000c70 0x180001870 4   5    .text   ascii   D$@H
56    0x00000c87 0x180001887 4   5    .text   ascii   \rDa\f
57    0x00000cc4 0x1800018c4 5   6    .text   ascii   L$@H3
58    0x00000cf0 0x1800018f0 4   5    .text   ascii   D$@H
59    0x00000d44 0x180001944 5   6    .text   ascii   L$@H3
60    0x00000d70 0x180001970 4   5    .text   ascii   D$@H
61    0x00000d87 0x180001987 4   5    .text   ascii   \rd`\f
62    0x00000dc4 0x1800019c4 5   6    .text   ascii   L$@H3
63    0x00000df0 0x1800019f0 4   5    .text   ascii   D$@H
64    0x00000e44 0x180001a44 5   6    .text   ascii   L$@H3
65    0x00000e70 0x180001a70 4   5    .text   ascii   D$@H
66    0x00000ec4 0x180001ac4 5   6    .text   ascii   L$@H3
67    0x00000ef0 0x180001af0 4   5    .text   ascii   D$@H
68    0x00000f44 0x180001b44 5   6    .text   ascii   L$@H3
69    0x00000f70 0x180001b70 4   5    .text   ascii   D$@H
70    0x00000fc4 0x180001bc4 5   6    .text   ascii   L$@H3
71    0x00000ff0 0x180001bf0 4   5    .text   ascii   D$@H
72    0x00001007 0x180001c07 4   5    .text   ascii   \r4^\f
73    0x00001044 0x180001c44 5   6    .text   ascii   L$@H3
74    0x00001070 0x180001c70 4   5    .text   ascii   D$@H
75    0x000010c4 0x180001cc4 5   6    .text   ascii   L$@H3
76    0x000010f0 0x180001cf0 4   5    .text   ascii   D$@H
77    0x00001107 0x180001d07 4   5    .text   ascii   \rd]\f
78    0x00001144 0x180001d44 5   6    .text   ascii   L$@H3
79    0x00001170 0x180001d70 4   5    .text   ascii   D$@H
80    0x000011c4 0x180001dc4 5   6    .text   ascii   L$@H3
81    0x000011f0 0x180001df0 4   5    .text   ascii   D$@H
82    0x00001244 0x180001e44 5   6    .text   ascii   L$@H3
83    0x00001270 0x180001e70 4   5    .text   ascii   D$@H
84    0x000012c4 0x180001ec4 5   6    .text   ascii   L$@H3
85    0x000012f0 0x180001ef0 4   5    .text   ascii   D$@H
86    0x00001344 0x180001f44 5   6    .text   ascii   L$@H3
87    0x00001370 0x180001f70 4   5    .text   ascii   D$@H
88    0x00001387 0x180001f87 4   5    .text   ascii   \rD[\f
89    0x000013c4 0x180001fc4 5   6    .text   ascii   L$@H3
90    0x000013f0 0x180001ff0 4   5    .text   ascii   D$@H
91    0x00001444 0x180002044 5   6    .text   ascii   L$@H3
92    0x00001470 0x180002070 4   5    .text   ascii   D$@H
93    0x00001487 0x180002087 4   5    .text   ascii   \rdZ\f
94    0x000014c4 0x1800020c4 5   6    .text   ascii   L$@H3
95    0x000014f0 0x1800020f0 4   5    .text   ascii   D$@H
96    0x00001544 0x180002144 5   6    .text   ascii   L$@H3
97    0x00001570 0x180002170 4   5    .text   ascii   D$@H
98    0x000015c4 0x1800021c4 5   6    .text   ascii   L$@H3
99    0x000015f0 0x1800021f0 4   5    .text   ascii   D$@H
100   0x00001607 0x180002207 4   5    .text   ascii   \r$Y\f
101   0x00001644 0x180002244 5   6    .text   ascii   L$@H3
102   0x00001670 0x180002270 4   5    .text   ascii   D$@H
103   0x000016c4 0x1800022c4 5   6    .text   ascii   L$@H3
104   0x000016f0 0x1800022f0 4   5    .text   ascii   D$@H
105   0x00001707 0x180002307 4   5    .text   ascii   \rTX\f
106   0x00001744 0x180002344 5   6    .text   ascii   L$@H3
107   0x00001770 0x180002370 4   5    .text   ascii   D$@H
108   0x000017c4 0x1800023c4 5   6    .text   ascii   L$@H3
109   0x000017f0 0x1800023f0 4   5    .text   ascii   D$@H
110   0x00001807 0x180002407 4   5    .text   ascii   \rtW\f
111   0x00001844 0x180002444 5   6    .text   ascii   L$@H3
112   0x00001870 0x180002470 4   5    .text   ascii   D$@H
113   0x000018c4 0x1800024c4 5   6    .text   ascii   L$@H3
114   0x000018f0 0x1800024f0 4   5    .text   ascii   D$@H
115   0x00001944 0x180002544 5   6    .text   ascii   L$@H3
116   0x00001970 0x180002570 4   5    .text   ascii   D$@H
117   0x00001987 0x180002587 4   5    .text   ascii   \r4V\f
118   0x000019c4 0x1800025c4 5   6    .text   ascii   L$@H3
119   0x000019f0 0x1800025f0 4   5    .text   ascii   D$@H
120   0x00001a44 0x180002644 5   6    .text   ascii   L$@H3
121   0x00001a70 0x180002670 4   5    .text   ascii   D$@H
122   0x00001a87 0x180002687 4   5    .text   ascii   \rTU\f
