[Strings]
nth   paddr      vaddr      len  size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0     0x0000004d 0x0000004d 44   45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1     0x00000100 0x00000100 5    6            ascii   Richo
2     0x00000208 0x00000208 5    6            ascii   .text
3     0x0000022f 0x0000022f 7    8            ascii   `.rdata
4     0x00000257 0x00000257 6    7            ascii   @.data
5     0x00000280 0x00000280 5    6            ascii   .rsrc
6     0x000002a7 0x000002a7 7    8            ascii   @.reloc
7     0x0000139b 0x0080139b 4    5    .text   ascii   _hp?
8     0x00001889 0x00801889 4    5    .text   ascii   F hU
9     0x000018c2 0x008018c2 5    6    .text   ascii   D0 \U
10    0x000018ff 0x008018ff 5    6    .text   ascii   t\vj,V
11    0x00001959 0x00801959 5    6    .text   ascii   D0 \U
12    0x00001a09 0x00801a09 4    5    .text   ascii   F xV
13    0x00001a42 0x00801a42 5    6    .text   ascii   D0 lV
14    0x00001a7f 0x00801a7f 5    6    .text   ascii   t\vj,V
15    0x00001ad9 0x00801ad9 5    6    .text   ascii   D0 lV
16    0x00001b70 0x00801b70 4    5    .text   ascii   PQVW
17    0x00001bef 0x00801bef 5    6    .text   ascii   t\vj(V
18    0x00001c30 0x00801c30 4    5    .text   ascii   PQVW
19    0x00001d59 0x00801d59 5    6    .text   ascii   j\ahHW
20    0x00001e4c 0x00801e4c 5    6    .text   ascii   t\vj\fV
21    0x00001ec7 0x00801ec7 4    6    .text   utf8    W\tF\b
22    0x00001f88 0x00801f88 5    6    .text   ascii   t\vj V
23    0x00001fd7 0x00801fd7 4    6    .text   utf8    W\tF\b
24    0x00002098 0x00802098 5    6    .text   ascii   t\vj V
25    0x00002120 0x00802120 5    6    .text   ascii   PQSVW
26    0x00002196 0x00802196 5    6    .text   ascii   P\bSSV
27    0x000021af 0x008021af 4    5    .text   ascii   Y_^[
28    0x000021d3 0x008021d3 4    5    .text   ascii   \bSVW
29    0x00002236 0x00802236 4    5    .text   ascii   Y_^[
30    0x00002273 0x00802273 4    5    .text   ascii   \bSVW
31    0x000022ea 0x008022ea 4    5    .text   ascii   u\fPQ
32    0x00002301 0x00802301 4    5    .text   ascii   Y_^[
33    0x00002323 0x00802323 4    5    .text   ascii   \bSVW
34    0x00002386 0x00802386 4    5    .text   ascii   Y_^[
35    0x000023c3 0x008023c3 4    5    .text   ascii   $SVW
36    0x00002557 0x00802557 4    5    .text   ascii   Y_^[
37    0x00002583 0x00802583 4    5    .text   ascii   \bSVW
38    0x000025f3 0x008025f3 4    7    .text   utf8    ыȀx\r blocks=Cyrillic,Latin Extended-B,Basic Latin
39    0x00002633 0x00802633 4    5    .text   ascii   Y_^[
40    0x00002663 0x00802663 4    5    .text   ascii   \bSVW
41    0x000026d3 0x008026d3 4    7    .text   utf8    ыȀx\r blocks=Cyrillic,Latin Extended-B,Basic Latin
42    0x00002713 0x00802713 4    5    .text   ascii   Y_^[
43    0x00002743 0x00802743 4    5    .text   ascii   \bSVW
44    0x000027b3 0x008027b3 4    7    .text   utf8    ыȀx\r blocks=Cyrillic,Latin Extended-B,Basic Latin
45    0x000027f3 0x008027f3 4    5    .text   ascii   Y_^[
46    0x00002823 0x00802823 4    5    .text   ascii   \bSVW
47    0x00002886 0x00802886 4    5    .text   ascii   Y_^[
48    0x000028c3 0x008028c3 4    5    .text   ascii   \bSVW
49    0x00002926 0x00802926 4    5    .text   ascii   Y_^[
50    0x00002960 0x00802960 5    6    .text   ascii   PQSVW
51    0x000029d6 0x008029d6 5    6    .text   ascii   P\bSSV
52    0x000029ef 0x008029ef 4    5    .text   ascii   Y_^[
53    0x00002a13 0x00802a13 4    5    .text   ascii   \bSVW
54    0x00002a76 0x00802a76 4    5    .text   ascii   Y_^[
55    0x00002ab3 0x00802ab3 4    5    .text   ascii   \bSVW
56    0x00002b16 0x00802b16 4    5    .text   ascii   Y_^[
57    0x00002b61 0x00802b61 4    5    .text   ascii   SVWP
58    0x00002dbc 0x00802dbc 4    5    .text   ascii   Y_^[
59    0x00002fed 0x00802fed 4    7    .text   utf8    ˋQ\f\v blocks=Spacing Modifier Letters,Basic Latin
60    0x00003042 0x00803042 4    5    .text   ascii   Y_^[
61    0x0000306e 0x0080306e 4    5    .text   ascii   SVWP
62    0x000030c7 0x008030c7 6    9    .text   utf8    CE؉E̍E blocks=Basic Latin,Arabic,Combining Diacritical Marks
63    0x0000310d 0x0080310d 4    5    .text   ascii   w(RQ
64    0x00003125 0x00803125 4    5    .text   ascii   Y_^[
65    0x00003153 0x00803153 4    5    .text   ascii   (SVW
66    0x000031b5 0x008031b5 7    11   .text   utf8    E̋]Ћ}̋L blocks=Basic Latin,Combining Diacritical Marks,Cyrillic
67    0x000031eb 0x008031eb 4    5    .text   ascii   U\bu%
68    0x00003399 0x00803399 7    9    .text   utf8    E\ff;ыU\b blocks=Basic Latin,Cyrillic
69    0x000033ca 0x008033ca 4    6    .text   utf8    U܋A  blocks=Basic Latin,Syriac
70    0x0000342e 0x0080342e 4    7    .text   utf8    끋U\bj blocks=Hangul Syllables,Basic Latin
71    0x0000345e 0x0080345e 4    7    .text   utf8    ʋQ\f\v blocks=IPA Extensions,Basic Latin
72    0x000034b3 0x008034b3 4    5    .text   ascii   Y_^[
73    0x00003543 0x00803543 8    12   .text   utf8    E؋}܋u؋@8 blocks=Basic Latin,Arabic,Syriac
74    0x00003582 0x00803582 4    5    .text   ascii   ]\bu&
75    0x0000371d 0x0080371d 4    7    .text   utf8    ˋQ\f\v blocks=Spacing Modifier Letters,Basic Latin
76    0x00003771 0x00803771 4    5    .text   ascii   Y_^[
77    0x00003793 0x00803793 4    5    .text   ascii    SVW
78    0x000037ef 0x008037ef 5    6    .text   ascii   f;G\nu
79    0x00003811 0x00803811 8    10   .text   utf8    U܋Z 9r$| blocks=Basic Latin,Syriac
80    0x0000382c 0x0080382c 4    6    .text   utf8    3ۋB8 blocks=Basic Latin,Arabic
