Metadata Signature: 0x462c 0x10001424a5342 12
.NET Version: v2.0.50727
Number of Metadata Streams: 5
DirectoryAddress: 6c Size: 1e10
Stream name: #~ 4
DirectoryAddress: 1e7c Size: 1048
Stream name: #Strings 12
DirectoryAddress: 2ec4 Size: 434
Stream name: #US 4
DirectoryAddress: 32f8 Size: 10
Stream name: #GUID 8
DirectoryAddress: 3308 Size: 99c
Stream name: #Blob 8
[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x00000178 0x00000178 5   6            ascii   .text
2    0x0000019f 0x0000019f 6   7            ascii   `.rsrc
3    0x000001c7 0x000001c7 7   8            ascii   @.reloc
4    0x00000253 0x00402053 5   6    .text   ascii   +\b*(O
5    0x000002aa 0x004020aa 4   5    .text   ascii   T8\v\b
6    0x000002e3 0x004020e3 4   5    .text   ascii   \n\f~W
7    0x0000030b 0x0040210b 4   5    .text   ascii   \fX~^
8    0x0000034f 0x0040214f 5   6    .text   ascii   \fXF-m
9    0x000003c4 0x004021c4 4   5    .text   ascii   \fX~^
10   0x000003fb 0x004021fb 5   6    .text   ascii   \fXF-m
11   0x00000470 0x00402270 4   5    .text   ascii   \fX~^
12   0x000004b4 0x004022b4 5   6    .text   ascii   \fXF-m
13   0x0000055e 0x0040235e 4   5    .text   ascii   +=~h
14   0x0000059f 0x0040239f 4   5    .text   ascii   \fX~l
15   0x000005b0 0x004023b0 4   5    .text   ascii   \fXF-
16   0x000005c3 0x004023c3 7   8    .text   ascii   \fXF-\r~p
17   0x0000061c 0x0040241c 4   5    .text   ascii   \fX~v
18   0x00000636 0x00402436 4   5    .text   ascii   \fXF:
19   0x000006a3 0x004024a3 4   5    .text   ascii   \fX~^
20   0x000006d2 0x004024d2 5   6    .text   ascii   \fXF:w
21   0x000008fc 0x004026fc 7   8    .text   ascii   \fXF-\r~p
22   0x00000b58 0x00402958 5   6    .text   ascii   +\b*(!
23   0x00000b95 0x00402995 4   5    .text   ascii   +G+H
24   0x00000bba 0x004029ba 10  11   .text   ascii   +/+4+9+>+?
25   0x00000c2f 0x00402a2f 5   6    .text   ascii   +#+$t
26   0x00000c37 0x00402a37 4   5    .text   ascii   \e+ +
27   0x00000c87 0x00402a87 5   6    .text   ascii   +#+$t
