Metadata Signature: 0x1374 0x10001424a5342 12
.NET Version: v2.0.50727
Number of Metadata Streams: 5
DirectoryAddress: 6c Size: ff8
Stream name: #~ 4
DirectoryAddress: 1064 Size: 1694
Stream name: #Strings 12
DirectoryAddress: 26f8 Size: 578
Stream name: #US 4
DirectoryAddress: 2c70 Size: 10
Stream name: #GUID 8
DirectoryAddress: 2c80 Size: 84c
Stream name: #Blob 8
[Strings]
nth paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0   0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1   0x00000178 0x00000178 5   6            ascii   .text
2   0x0000019f 0x0000019f 7   8            ascii   `.sdata
3   0x000001c8 0x000001c8 5   6            ascii   .rsrc
4   0x000001ef 0x000001ef 7   8            ascii   @.reloc
5   0x000005ef 0x004021ef 4   5    .text   ascii   ,,~\a
6   0x00000604 0x00402204 5   6    .text   ascii   \n, rI
7   0x0000061b 0x0040221b 4   5    .text   ascii   \nzs#
8   0x00000650 0x00402250 4   5    .text   ascii   %\f(&
9   0x00000656 0x00402256 4   5    .text   ascii   \n\bo'
10  0x00000688 0x00402288 6   7    .text   ascii   \n\v\a\bo'
11  0x00000695 0x00402295 4   5    .text   ascii   \nz~\a
12  0x0000080d 0x0040240d 4   5    .text   ascii   \e-\n(
13  0x000009ee 0x004025ee 4   5    .text   ascii   \n\aoI
14  0x00000a15 0x00402615 4   5    .text   ascii   \n\aoK
15  0x00000a7b 0x0040267b 4   5    .text   ascii   \n\aoK
16  0x00000aa9 0x004026a9 4   5    .text   ascii   PA(P
17  0x00000aaf 0x004026af 4   5    .text   ascii   \n\boQ
18  0x00000ac6 0x004026c6 4   5    .text   ascii   \n\aoS
19  0x00000c52 0x00402852 4   5    .text   ascii   \n\bol
20  0x00000e14 0x00402a14 5   6    .text   ascii   \n\v\aox
21  0x00000fd1 0x00402bd1 4   5    .text   ascii   %%(&
22  0x0000107e 0x00402c7e 4   5    .text   ascii   \v\a\ao
23  0x000010bc 0x00402cbc 4   5    .text   ascii   p\nr=
24  0x000010fa 0x00402cfa 5   6    .text   ascii   \n, rU
25  0x0000116e 0x00402d6e 5   6    .text   ascii   \n*^(\a
26  0x0000117a 0x00402d7a 5   6    .text   ascii   \n,\n(2
27  0x00001186 0x00402d86 4   5    .text   ascii   \n*\e0
28  0x00001212 0x00402e12 145 146  .text   ascii   lSystem.Resources.ResourceReader, mscorlib, Version=2.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089#System.Resources.RuntimeResourceSet
29  0x000012af 0x00402eaf 7   8    .text   ascii   PADPADP
30  0x000012ca 0x00402eca 145 146  .text   ascii   lSystem.Resources.ResourceReader, mscorlib, Version=2.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089#System.Resources.RuntimeResourceSet
31  0x00001367 0x00402f67 7   8    .text   ascii   PADPADP
32  0x00001374 0x00402f74 4   5    .text   ascii   BSJB
33  0x00001384 0x00402f84 10  11   .text   ascii   v2.0.50727
34  0x000013a8 0x00402fa8 8   9    .text   ascii   #Strings
35  0x000013c8 0x00402fc8 5   6    .text   ascii   #GUID
36  0x000013d8 0x00402fd8 5   6    .text   ascii   #Blob
37  0x0000149a 0x0040309a 4   5    .text   ascii   L\a6\a
38  0x000014f4 0x004030f4 5   6    .text   ascii   L\f%\f\n
39  0x00001524 0x00403124 4   5    .text   ascii   :\r%\f
40  0x00001770 0x00403370 5   11   .text   utf16le 7\r 21
41  0x000021f2 0x00403df2 9   20   .text   utf16le \a\a\b\b\t\v\n\r\v
42  0x000023d9 0x00403fd9 8   9    .text   ascii   <Module>
43  0x000023e2 0x00403fe2 8   9    .text   ascii   mscorlib
44  0x000023eb 0x00403feb 21  22   .text   ascii   Microsoft.VisualBasic
45  0x00002401 0x00404001 13  14   .text   ascii   MyApplication
46  0x0000240f 0x0040400f 9   10   .text   ascii   Window.My
47  0x00002419 0x00404019 10  11   .text   ascii   MyComputer
48  0x00002424 0x00404024 9   10   .text   ascii   MyProject
49  0x0000242e 0x0040402e 7   8    .text   ascii   MyForms
50  0x00002436 0x00404036 13  14   .text   ascii   MyWebServices
51  0x00002444 0x00404044 26  27   .text   ascii   ThreadSafeObjectProvider`1
52  0x0000245f 0x0040405f 5   6    .text   ascii   Form1
53  0x00002465 0x00404065 6   7    .text   ascii   Window
54  0x0000246c 0x0040406c 9   10   .text   ascii   Resources
55  0x00002476 0x00404076 19  20   .text   ascii   Window.My.Resources
56  0x0000248a 0x0040408a 10  11   .text   ascii   MySettings
57  0x00002495 0x00404095 18  19   .text   ascii   MySettingsProperty
58  0x000024a8 0x004040a8 41  42   .text   ascii   Microsoft.VisualBasic.ApplicationServices
59  0x000024d2 0x004040d2 27  28   .text   ascii   WindowsFormsApplicationBase
60  0x000024ee 0x004040ee 4   5    .text   ascii   Main
61  0x000024f3 0x004040f3 4   5    .text   ascii   Args
62  0x000024f8 0x004040f8 5   6    .text   ascii   .ctor
63  0x000024fe 0x004040fe 16  17   .text   ascii   OnCreateMainForm
64  0x0000250f 0x0040410f 29  30   .text   ascii   Microsoft.VisualBasic.Devices
65  0x0000252d 0x0040412d 8   9    .text   ascii   Computer
66  0x00002536 0x00404136 6   7    .text   ascii   System
67  0x0000253d 0x0040413d 6   7    .text   ascii   Object
68  0x00002544 0x00404144 6   7    .text   ascii   .cctor
69  0x0000254b 0x0040414b 12  13   .text   ascii   get_Computer
70  0x00002558 0x00404158 24  25   .text   ascii   m_ComputerObjectProvider
71  0x00002571 0x00404171 15  16   .text   ascii   get_Application
72  0x00002581 0x00404181 19  20   .text   ascii   m_AppObjectProvider
73  0x00002595 0x00404195 4   5    .text   ascii   User
74  0x0000259a 0x0040419a 8   9    .text   ascii   get_User
75  0x000025a3 0x004041a3 20  21   .text   ascii   m_UserObjectProvider
76  0x000025b8 0x004041b8 9   10   .text   ascii   get_Forms
77  0x000025c2 0x004041c2 23  24   .text   ascii   m_MyFormsObjectProvider
