Metadata Signature: 0x2354 0x10001424a5342 12
.NET Version: v4.0.30319
Number of Metadata Streams: 5
DirectoryAddress: 6c Size: 364
Stream name: #~ 4
DirectoryAddress: 3d0 Size: 4b0
Stream name: #Strings 12
DirectoryAddress: 880 Size: 21c
Stream name: #US 4
DirectoryAddress: a9c Size: 10
Stream name: #GUID 8
DirectoryAddress: aac Size: 1b0
Stream name: #Blob 8
[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x00000178 0x00000178 5   6            ascii   .text
2    0x0000019f 0x0000019f 6   7            ascii   `.rsrc
3    0x000001c7 0x000001c7 7   8            ascii   @.reloc
4    0x00000256 0x00402056 5   6    .text   ascii   \n*\e0\f
5    0x0000036e 0x0040216e 5   6    .text   ascii   XJ1\f\t
6    0x0000037c 0x0040217c 4   5    .text   ascii   \n\r\b9
7    0x0000056e 0x0040236e 4   5    .text   ascii   _,A\t
8    0x000005b7 0x004023b7 4   5    .text   ascii   XJY 
9    0x00000611 0x00402411 4   5    .text   ascii    XF9
10   0x00000736 0x00402536 5   6    .text   ascii   \a*\n80
11   0x000007ee 0x004025ee 4   5    .text   ascii   XJ>y
12   0x000008a8 0x004026a8 4   5    .text   ascii   \n+\nr
13   0x000008cc 0x004026cc 5   6    .text   ascii   XJ1\f\b
14   0x000008da 0x004026da 4   5    .text   ascii   \n\f\a9
15   0x00000acc 0x004028cc 4   5    .text   ascii   _,A\b
16   0x00000b14 0x00402914 5   6    .text   ascii   \fXJY 
17   0x00000b6f 0x0040296f 4   5    .text   ascii    XF9
18   0x00000c96 0x00402a96 6   7    .text   ascii   \n&*\n83
19   0x00000d37 0x00402b37 4   5    .text   ascii   \eT81
20   0x00000d5d 0x00402b5d 4   5    .text   ascii   -T8#
21   0x00000db8 0x00402bb8 4   5    .text   ascii   \n+\nr
22   0x00000e2f 0x00402c2f 5   6    .text   ascii   XJ1\f\t
23   0x00000e3d 0x00402c3d 4   5    .text   ascii   \n\r\b9
24   0x0000102f 0x00402e2f 4   5    .text   ascii   _,A\t
25   0x00001078 0x00402e78 4   5    .text   ascii   XJY 
26   0x000010d2 0x00402ed2 4   5    .text   ascii   $XF9
27   0x000011ff 0x00402fff 4   5    .text   ascii   XT+Q
28   0x00001261 0x00403061 4   5    .text   ascii   \a*\n8
29   0x00001384 0x00403184 4   5    .text   ascii   \n+\nr
30   0x000013fb 0x004031fb 5   6    .text   ascii   XJ1\f\t
31   0x00001409 0x00403209 4   5    .text   ascii   \n\r\b9
32   0x00001607 0x00403407 4   5    .text   ascii   _,A\t
33   0x00001650 0x00403450 4   5    .text   ascii   XJY 
34   0x000016aa 0x004034aa 4   5    .text   ascii    XF9
35   0x000017b4 0x004035b4 5   6    .text   ascii   \a*\n8B
36   0x000018d4 0x004036d4 4   5    .text   ascii   \n+\nr
37   0x00001bb3 0x004039b3 4   5    .text   ascii   XJY 
38   0x00001c0e 0x00403a0e 4   5    .text   ascii    XF9
39   0x00001d22 0x00403b22 4   5    .text   ascii   \n\v\a(
40   0x00001d54 0x00403b54 5   6    .text   ascii   \n\f\b\r+
41   0x00001d5a 0x00403b5a 4   5    .text   ascii   \t*\n8
42   0x00001e12 0x00403c12 4   5    .text   ascii   XJ>[
43   0x00001ea2 0x00403ca2 4   5    .text   ascii   \n+\nr
44   0x00002118 0x00403f18 5   6    .text   ascii   \fXJY 
45   0x00002173 0x00403f73 4   5    .text   ascii    XF9
46   0x000022a8 0x004040a8 4   5    .text   ascii   \n\f\bt
47   0x000022b9 0x004040b9 6   7    .text   ascii   \n\v*\n84
48   0x00002352 0x00404152 6   7    .text   ascii   \n*BSJB
49   0x00002364 0x00404164 10  11   .text   ascii   v4.0.30319
50   0x00002388 0x00404188 8   9    .text   ascii   #Strings
51   0x000023a8 0x004041a8 5   6    .text   ascii   #GUID
52   0x000023b8 0x004041b8 5   6    .text   ascii   #Blob
53   0x0000266a 0x0040446a 5   12   .text   utf16le \n.\v,.
54   0x00002676 0x00404476 27  56   .text   utf16le ,.\e7.#@.+_.3,.;,.C,.K,.JlcS
55   0x00002725 0x00404525 9   10   .text   ascii   Wekui.exe
56   0x0000272f 0x0040452f 5   6    .text   ascii   Wekui
57   0x00002735 0x00404535 8   9    .text   ascii   <Module>
58   0x0000273e 0x0040453e 8   17   .text   utf8    ЬжоѬЮямч blocks=Cyrillic
59   0x0000274f 0x0040454f 8   9    .text   ascii   mscorlib
60   0x00002758 0x00404558 6   7    .text   ascii   Object
61   0x0000275f 0x0040455f 6   7    .text   ascii   System
62   0x00002766 0x00404566 12  25   .text   utf8    ЦФѮнлѮѺиМкПМ blocks=Cyrillic
63   0x0000277f 0x0040457f 18  19   .text   ascii   PoweredByAttribute
64   0x00002792 0x00404592 24  25   .text   ascii   SmartAssembly.Attributes
65   0x000027ab 0x004045ab 9   10   .text   ascii   Attribute
66   0x000027b5 0x004045b5 5   6    .text   ascii   .ctor
67   0x000027bb 0x004045bb 11  23   .text   utf8    ЩПѠмѮÄФЦииз blocks=Cyrillic,Latin-1 Supplement
68   0x000027d4 0x004045d4 7   15   .text   utf8    эЅоđьѪГ blocks=Cyrillic,Latin Extended-A
69   0x000027e3 0x004045e3 10  11   .text   ascii   MethodInfo
70   0x000027ee 0x004045ee 17  18   .text   ascii   System.Reflection
71   0x00002800 0x00404600 4   5    .text   ascii   crap
72   0x00002805 0x00404605 7   15   .text   utf8    КаѢннфе blocks=Cyrillic
73   0x00002814 0x00404614 11  23   .text   utf8    ёЮьѨпзКѤюФЛ blocks=Cyrillic
74   0x0000282b 0x0040462b 8   9    .text   ascii   Assembly
75   0x00002836 0x00404636 10  21   .text   utf8    шѲѨЛЛІхДОч blocks=Cyrillic
76   0x0000284b 0x0040464b 11  23   .text   utf8    ІМЩъĐэѬЮксБ blocks=Cyrillic,Latin Extended-A
77   0x00002862 0x00404662 4   5    .text   ascii   Main
78   0x00002867 0x00404667 26  27   .text   ascii   AssemblyTrademarkAttribute
79   0x00002882 0x00404682 22  23   .text   ascii   AssemblyTitleAttribute
80   0x00002899 0x00404699 31  32   .text   ascii   CompilationRelaxationsAttribute
81   0x000028b9 0x004046b9 31  32   .text   ascii   System.Runtime.CompilerServices
82   0x000028d9 0x004046d9 29  30   .text   ascii   RuntimeCompatibilityAttribute
83   0x000028f7 0x004046f7 28  29   .text   ascii   AssemblyFileVersionAttribute
84   0x00002914 0x00404714 26  27   .text   ascii   AssemblyCopyrightAttribute
85   0x0000292f 0x0040472f 24  25   .text   ascii   AssemblyProductAttribute
