[Strings]
nth   paddr      vaddr       len  size section  type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0     0x0000004d 0x0000004d  41   42            ascii   !This program cannot be run in DOS mode.$
1     0x00000180 0x00000180  5    6             ascii   .text
2     0x000001a7 0x000001a7  7    8             ascii   `.rdata
3     0x000001cf 0x000001cf  6    7             ascii   @.data
4     0x000001f8 0x000001f8  6    7             ascii   .pdata
5     0x0000021f 0x0000021f  7    8             ascii   @.00cfg
6     0x00000247 0x00000247  10   11            ascii   @.retplne$
7     0x00000270 0x00000270  4    5             ascii   .tls
8     0x00000298 0x00000298  6    7             ascii   _RDATA
9     0x000002bf 0x000002bf  6    7             ascii   @.rsrc
10    0x000002e7 0x000002e7  7    8             ascii   @.reloc
11    0x0000045c 0x14000105c 9    40   .text    utf32le \a\b\b\b\b\b\b\b\b
12    0x00000488 0x140001088 4    5    .text    ascii   \n\v\b\t
13    0x00000498 0x140001098 4    5    .text    ascii   \v\b\t\n
14    0x000004a0 0x1400010a0 16   17   .text    ascii   expand 32-byte k
15    0x0000055c 0x14000115c 7    32   .text    utf32le \a\b\t\n\v\f\r
16    0x000005c0 0x1400011c0 54   55   .text    ascii   ChaCha20 for x86_64, CRYPTOGAMS by <appro@openssl.org>
17    0x00000602 0x140001202 4    5    .text    ascii   |$\bH
18    0x0000061b 0x14000121b 4    5    .text    ascii   D$(H
19    0x0000063c 0x14000123c 11   12   .text    ascii   SUATAUAVAWH
20    0x00000669 0x140001269 4    5    .text    ascii   T$ f
21    0x0000066f 0x14000126f 4    5    .text    ascii   \$0H
22    0x00000681 0x140001281 4    5    .text    ascii   expa
23    0x00000686 0x140001286 4    5    .text    ascii   nd 3
24    0x0000068b 0x14000128b 4    5    .text    ascii   2-by
25    0x00000690 0x140001290 5    6    .text    ascii   te kD
26    0x000006af 0x1400012af 4    5    .text    ascii   l$4D
27    0x000006b4 0x1400012b4 4    5    .text    ascii   t$8D
28    0x000006b9 0x1400012b9 4    5    .text    ascii   |$<H
29    0x000006c8 0x1400012c8 5    6    .text    ascii   t$HfH
30    0x000006d2 0x1400012d2 4    5    .text    ascii   |$PH
31    0x0000075d 0x14000135d 4    5    .text    ascii   |$,D
32    0x0000080d 0x14000140d 4    5    .text    ascii   |$$D
33    0x0000086d 0x14000146d 4    5    .text    ascii   t$ H
34    0x00000872 0x140001472 4    5    .text    ascii   l$@f
35    0x0000087b 0x14000147b 4    5    .text    ascii   t$Hf
36    0x00000888 0x140001488 4    5    .text    ascii   expa
37    0x0000088e 0x14000148e 4    5    .text    ascii   nd 3
38    0x00000894 0x140001494 4    5    .text    ascii   2-by
39    0x0000089a 0x14000149a 5    6    .text    ascii   te kD
40    0x000008b4 0x1400014b4 4    5    .text    ascii   d$0D
41    0x000008b9 0x1400014b9 4    5    .text    ascii   l$4D
42    0x000008be 0x1400014be 4    5    .text    ascii   t$8D
43    0x000008c3 0x1400014c3 4    5    .text    ascii   |$<f
44    0x000008c9 0x1400014c9 4    5    .text    ascii   L$ H
45    0x000008db 0x1400014db 9    10   .text    ascii   3N\b3V\fD3F
46    0x000008f3 0x1400014f3 20   21   .text    ascii   oF D3f0D3n4D3v8D3~<H
47    0x00000911 0x140001511 4    5    .text    ascii   T$ f
48    0x00000916 0x140001516 4    5    .text    ascii   ~\$0
49    0x00000967 0x140001567 6    8    .text    utf8    H1ۉL$\b blocks=Basic Latin,Arabic
50    0x0000096f 0x14000156f 4    5    .text    ascii   T$\fD
51    0x00000989 0x140001589 4    5    .text    ascii   L$ D
52    0x0000098e 0x14000158e 4    5    .text    ascii   d$0D
53    0x00000993 0x140001593 4    5    .text    ascii   l$4D
54    0x00000998 0x140001598 4    5    .text    ascii   t$8D
55    0x000009e0 0x1400015e0 4    5    .text    ascii   |$\bH
56    0x00000a02 0x140001602 4    5    .text    ascii   |$\bH
57    0x00000a1b 0x14000161b 4    5    .text    ascii   D$(I
58    0x00000a70 0x140001670 4    5    .text    ascii   T$ f
59    0x00000a76 0x140001676 4    5    .text    ascii   \$0A
60    0x00000ab5 0x1400016b5 5    6    .text    ascii   oT$ f
61    0x00000abc 0x1400016bc 4    5    .text    ascii   \$0A
62    0x00000bb2 0x1400017b2 4    5    .text    ascii   T$ f
63    0x00000bb8 0x1400017b8 4    5    .text    ascii   \$0H
64    0x00000bd4 0x1400017d4 4    5    .text    ascii   of f
65    0x00000bdd 0x1400017dd 4    5    .text    ascii   on0H
66    0x00000c2e 0x14000182e 4    5    .text    ascii   T$ f
67    0x00000c34 0x140001834 5    6    .text    ascii   \$0M1
68    0x00000c67 0x140001867 4    5    .text    ascii   |$\bH
69    0x00000c82 0x140001882 4    5    .text    ascii   |$\bH
70    0x00000c9b 0x14000189b 4    5    .text    ascii   D$(I
71    0x00000d56 0x140001956 5    6    .text    ascii   D$@fE
72    0x00000d5c 0x14000195c 4    6    .text    utf8    pӪfD blocks=Basic Latin,Cyrillic
73    0x00000d63 0x140001963 5    6    .text    ascii   L$PfE
74    0x00000d70 0x140001970 5    6    .text    ascii   T$`fD
75    0x00000d77 0x140001977 5    6    .text    ascii   \$pfE
76    0x00000e23 0x140001a23 6    7    .text    ascii   oD$@fD
77    0x00000e2a 0x140001a2a 6    7    .text    ascii   oL$PfD
78    0x00000e31 0x140001a31 6    7    .text    ascii   oT$`fD
79    0x00000e38 0x140001a38 6    7    .text    ascii   o\$pfD
80    0x00000e73 0x140001a73 4    5    .text    ascii   oQ f
81    0x00000e78 0x140001a78 4    5    .text    ascii   oY0f
82    0x00000e86 0x140001a86 4    5    .text    ascii   t$ f
83    0x00000e8c 0x140001a8c 5    6    .text    ascii   |$0fA
84    0x00000f18 0x140001b18 4    5    .text    ascii   o3fD
85    0x00000f77 0x140001b77 4    5    .text    ascii   o:fD
86    0x00000f8b 0x140001b8b 5    6    .text    ascii   od$ f
87    0x00000f91 0x140001b91 6    7    .text    ascii   ol$0fE
88    0x00000fed 0x140001bed 4    5    .text    ascii   o3fD
89    0x0000104c 0x140001c4c 4    5    .text    ascii   o:fD
90    0x000010ab 0x140001cab 4    5    .text    ascii   o3fD
91    0x0000110a 0x140001d0a 4    5    .text    ascii   o:fD
92    0x00001114 0x140001d14 4    5    .text    ascii   d$ f
93    0x0000111a 0x140001d1a 4    5    .text    ascii   l$0f
94    0x0000111f 0x140001d1f 4    5    .text    ascii   o$$f
95    0x00001180 0x140001d80 4    5    .text    ascii   o3fD
96    0x000011df 0x140001ddf 4    5    .text    ascii   o:fD
97    0x000011f2 0x140001df2 5    6    .text    ascii   D$@fD
98    0x000011f9 0x140001df9 5    6    .text    ascii   L$PfD
99    0x00001200 0x140001e00 5    6    .text    ascii   T$`fD
100   0x00001207 0x140001e07 5    6    .text    ascii   \$pfA
101   0x0000126d 0x140001e6d 6    7    .text    ascii   oD$ fD
102   0x00001274 0x140001e74 6    7    .text    ascii   oL$0fE
103   0x000012cd 0x140001ecd 5    6    .text    ascii   t$ fD
104   0x000012d4 0x140001ed4 5    6    .text    ascii   \$0fD
105   0x00001322 0x140001f22 4    5    .text    ascii   Y0fD
106   0x00001376 0x140001f76 4    5    .text    ascii   o~0f
107   0x0000137c 0x140001f7c 4    5    .text    ascii   4$fE
108   0x000013b1 0x140001fb1 4    5    .text    ascii   o~pH
109   0x000013fb 0x140001ffb 4    5    .text    ascii   o~0f
110   0x00001401 0x140002001 5    6    .text    ascii   t$ fE
111   0x00001439 0x140002039 4    5    .text    ascii   o~pH
112   0x00001446 0x140002046 5    6    .text    ascii   t$0fE
113   0x000014b6 0x1400020b6 4    5    .text    ascii   d$ f
114   0x000014f1 0x1400020f1 4    5    .text    ascii   o~0f
115   0x000014f7 0x1400020f7 4    5    .text    ascii   4$fE
116   0x00001528 0x140002128 4    5    .text    ascii   v@M1
117   0x00001530 0x140002130 4    5    .text    ascii   4$fD
118   0x00001540 0x140002140 4    5    .text    ascii   l$ H
119   0x00001571 0x140002171 4    5    .text    ascii   o~0f
120   0x00001577 0x140002177 4    5    .text    ascii   4$fE
121   0x000015ac 0x1400021ac 4    5    .text    ascii   o~pf
122   0x000015df 0x1400021df 5    6    .text    ascii   ot$ H
123   0x000015f0 0x1400021f0 4    5    .text    ascii   4$fD
124   0x00001604 0x140002204 4    5    .text    ascii   t$ H
125   0x00001631 0x140002231 4    5    .text    ascii   o~0f
126   0x00001637 0x140002237 4    5    .text    ascii   4$fE
127   0x0000166c 0x14000226c 4    5    .text    ascii   o~pH
128   0x000016b6 0x1400022b6 4    5    .text    ascii   o~0f
129   0x000016bc 0x1400022bc 5    6    .text    ascii   t$ fE
130   0x000016ea 0x1400022ea 5    6    .text    ascii   ot$0H
131   0x000016f0 0x1400022f0 4    5    .text    ascii   v@M1
132   0x000016f8 0x1400022f8 4    5    .text    ascii   4$fD
133   0x00001709 0x140002309 4    5    .text    ascii   L$ H
134   0x00001716 0x140002316 4    5    .text    ascii   \$0B
135   0x00001777 0x140002377 4    5    .text    ascii   |$\bH
136   0x000017a2 0x1400023a2 4    5    .text    ascii   |$\bH
137   0x000017bb 0x1400023bb 4    5    .text    ascii   D$(I
138   0x00001819 0x140002419 4    5    .text    ascii   b}Zy
139   0x00001820 0x140002420 4    5    .text    ascii   }Z8H
140   0x00001853 0x140002453 4    6    .text    utf8    A}pӪ blocks=Basic Latin,Cyrillic
141   0x00001963 0x140002563 4    5    .text    ascii   B}Z:
142   0x000019b1 0x1400025b1 4    5    .text    ascii   B}Z3
143   0x000019fc 0x1400025fc 4    5    .text    ascii   B}Z:
144   0x00001a22 0x140002622 5    6    .text    ascii   }od$@
145   0x00001a28 0x140002628 5    6    .text    ascii   }ol$`
146   0x00001a5e 0x14000265e 4    5    .text    ascii   B}Z3
147   0x00001aa9 0x1400026a9 4    5    .text    ascii   B}Z:
148   0x00001af4 0x1400026f4 4    5    .text    ascii   B}Z3
149   0x00001b3f 0x14000273f 4    5    .text    ascii   B}Z:
150   0x00001b66 0x140002766 4    5    .text    ascii   }o$$
151   0x00001b6b 0x14000276b 5    6    .text    ascii   }ol$ 
152   0x00001ba1 0x1400027a1 4    5    .text    ascii   B}Z3
153   0x00001bec 0x1400027ec 4    5    .text    ascii   B}Z:
154   0x00001cc3 0x1400028c3 5    6    .text    ascii   }o|$@
155   0x00001cc9 0x1400028c9 5    6    .text    ascii   }oL$`
156   0x00001d75 0x140002975 6    7    .text    ascii   }od$ H
157   0x00001efa 0x140002afa 4    5    .text    ascii   v@M1
158   0x0000232c 0x140002f2c 4    5    .text    ascii   d$ B
159   0x00002390 0x140002f90 4    5    .text    ascii   |$\bH
160   0x000023a0 0x140002fa0 12   13   .text    ascii   VWSUATAUAVAW
161   0x00002480 0x140003080 4    5    .text    ascii   T$ L
162   0x00002485 0x140003085 4    5    .text    ascii   \$(L
163   0x0000248a 0x14000308a 4    5    .text    ascii   d$0H
164   0x000024a2 0x1400030a2 12   13   .text    ascii   A_A^A]A\][_^
165   0x000024b0 0x1400030b0 12   13   .text    ascii   VWSUATAUAVAW
166   0x00002520 0x140003120 12   13   .text    ascii   VWSUATAUAVAW
167   0x00002d22 0x140003922 4    5    .text    ascii   |$\bH
168   0x00002d3b 0x14000393b 4    5    .text    ascii   D$(H
169   0x00002d4e 0x14000394e 5    6    .text    ascii   )D$ D
170   0x00002d54 0x140003954 5    6    .text    ascii   )L$0H
171   0x00002dad 0x1400039ad 4    5    .text    ascii   oOpH
172   0x00002e12 0x140003a12 4    5    .text    ascii   oG`D
173   0x00002e24 0x140003a24 4    5    .text    ascii   oOpH
174   0x00002ec5 0x140003ac5 4    5    .text    ascii   oG`E
175   0x00003013 0x140003c13 4    5    .text    ascii   oOpH
176   0x00003072 0x140003c72 4    5    .text    ascii   oG`D
177   0x00003084 0x140003c84 4    5    .text    ascii   oOpH
178   0x000030dc 0x140003cdc 4    5    .text    ascii   F`fE
179   0x000030e6 0x140003ce6 4    5    .text    ascii   NpfE
180   0x0000318b 0x140003d8b 4    5    .text    ascii   F`fE
181   0x000032ef 0x140003eef 4    5    .text    ascii   (D$ 
182   0x000032f4 0x140003ef4 5    6    .text    ascii   )D$ D
183   0x000032fa 0x140003efa 4    5    .text    ascii   (L$0
184   0x000032ff 0x140003eff 5    6    .text    ascii   )D$0H
