[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x00000178 0x00000178 5   6            ascii   .code
2    0x0000019f 0x0000019f 6   7            ascii   `.text
3    0x000001a8 0x000001a8 4   20           utf32le 돑倀됀㨀 blocks=Hangul Syllables,CJK Unified Ideographs,CJK Unified Ideographs Extension A
4    0x000001c7 0x000001c7 7   8            ascii   `.rdata
5    0x000001ef 0x000001ef 6   7            ascii   @.data
6    0x00000218 0x00000218 5   6            ascii   .rsrc
7    0x0000040a 0x0040100a 4   5    .code   ascii   hT4A
8    0x0000049f 0x0040109f 4   5    .code   ascii   5l5A
9    0x000004ae 0x004010ae 4   5    .code   ascii   hd A
10   0x000004c4 0x004010c4 4   5    .code   ascii   hd5A
11   0x000004c9 0x004010c9 4   5    .code   ascii   ht A
12   0x00000502 0x00401102 4   5    .code   ascii   5t5A
13   0x00000511 0x00401111 4   5    .code   ascii   hl A
14   0x000005d2 0x004011d2 4   5    .code   ascii   h|4A
15   0x000005eb 0x004011eb 4   5    .code   ascii   5|4A
16   0x000005f5 0x004011f5 4   5    .code   ascii   h|4A
17   0x00000613 0x00401213 4   5    .code   ascii   5|4A
18   0x0000063b 0x0040123b 4   5    .code   ascii   5|4A
19   0x00000645 0x00401245 4   5    .code   ascii   h\b5A
20   0x00000663 0x00401263 4   5    .code   ascii   5|4A
21   0x0000068b 0x0040128b 4   5    .code   ascii   5|4A
22   0x00000695 0x00401295 4   5    .code   ascii   h`5A
23   0x000006b3 0x004012b3 4   5    .code   ascii   5|4A
24   0x000006db 0x004012db 4   5    .code   ascii   5|4A
25   0x000006e5 0x004012e5 4   5    .code   ascii   h(5A
26   0x00000703 0x00401303 4   5    .code   ascii   5|4A
27   0x0000072b 0x0040132b 4   5    .code   ascii   5|4A
28   0x00000753 0x00401353 4   5    .code   ascii   5|4A
29   0x0000075d 0x0040135d 4   5    .code   ascii   hL5A
30   0x0000077b 0x0040137b 4   5    .code   ascii   5|4A
31   0x000007a3 0x004013a3 4   5    .code   ascii   5|4A
32   0x000007ad 0x004013ad 4   5    .code   ascii   hX5A
33   0x000007cb 0x004013cb 4   5    .code   ascii   5|4A
34   0x000007f3 0x004013f3 4   5    .code   ascii   5|4A
35   0x0000081b 0x0040141b 4   5    .code   ascii   5|4A
36   0x00000843 0x00401443 4   5    .code   ascii   5|4A
37   0x0000084d 0x0040144d 4   5    .code   ascii   hl4A
38   0x0000086b 0x0040146b 4   5    .code   ascii   5|4A
39   0x00000875 0x00401475 4   5    .code   ascii   hH5A
40   0x00000893 0x00401493 4   5    .code   ascii   5|4A
41   0x000008bb 0x004014bb 4   5    .code   ascii   5|4A
42   0x000008e3 0x004014e3 4   5    .code   ascii   5|4A
43   0x000008ed 0x004014ed 4   5    .code   ascii   h 5A
44   0x0000090b 0x0040150b 4   5    .code   ascii   5|4A
45   0x00000933 0x00401533 4   5    .code   ascii   5|4A
46   0x0000093d 0x0040153d 4   5    .code   ascii   h05A
47   0x0000095b 0x0040155b 4   5    .code   ascii   5|4A
48   0x00000983 0x00401583 4   5    .code   ascii   5|4A
49   0x0000098d 0x0040158d 4   5    .code   ascii   h85A
50   0x000009ab 0x004015ab 4   5    .code   ascii   5|4A
51   0x000009d3 0x004015d3 4   5    .code   ascii   5|4A
52   0x000009fb 0x004015fb 4   5    .code   ascii   5|4A
53   0x00000a05 0x00401605 4   5    .code   ascii   h45A
54   0x00000a23 0x00401623 4   5    .code   ascii   5|4A
55   0x00000a40 0x00401640 4   5    .code   ascii   <}\eh
56   0x00000a49 0x00401649 4   5    .code   ascii   505A
57   0x00000a4f 0x0040164f 4   5    .code   ascii   5H5A
58   0x00000b56 0x00401756 4   5    .code   ascii   h\5A
59   0x00000b6b 0x0040176b 4   5    .code   ascii   \r$5A
60   0x00000bb6 0x004017b6 4   5    .code   ascii   5T4A
61   0x0000143a 0x0040203a 5   6    .code   ascii   T$(Rh
62   0x00001458 0x00402058 5   6    .code   ascii   T$0Rh
63   0x00001482 0x00402082 4   5    .code   ascii   t$(X
64   0x000014ab 0x004020ab 4   5    .code   ascii   l$ X
65   0x000014ec 0x004020ec 4   5    .code   ascii   \$ C
66   0x0000157c 0x0040217c 4   5    .code   ascii   t$HX
67   0x0000158d 0x0040218d 8   9    .code   ascii   \$LK;\$\f
68   0x0000162d 0x0040222d 4   5    .code   ascii   l$(X
69   0x00001635 0x00402235 4   5    .code   ascii   \$$C
70   0x0000166d 0x0040226d 4   5    .code   ascii   8_[]
71   0x00001697 0x00402297 4   5    .code   ascii   5P:A
72   0x000016b6 0x004022b6 4   5    .code   ascii   585A
73   0x00001725 0x00402325 4   5    .code   ascii   hS A
74   0x00001777 0x00402377 4   5    .code   ascii   5D5A
75   0x000017ab 0x004023ab 4   5    .code   ascii   5P:A
76   0x000017b1 0x004023b1 4   5    .code   ascii   5P:A
77   0x000017c1 0x004023c1 4   5    .code   ascii   D$\fP
78   0x000017f7 0x004023f7 4   5    .code   ascii   5P:A
79   0x000017fd 0x004023fd 4   5    .code   ascii   5P:A
80   0x0000180d 0x0040240d 4   5    .code   ascii   D$\fP
81   0x0000182d 0x0040242d 4   5    .code   ascii   5P:A
82   0x00001833 0x00402433 4   5    .code   ascii   5P:A
83   0x00001843 0x00402443 4   5    .code   ascii   D$\fP
84   0x00001853 0x00402453 4   5    .code   ascii   5P:A
85   0x00001859 0x00402459 4   5    .code   ascii   5P:A
86   0x0000185f 0x0040245f 4   5    .code   ascii   5t4A
87   0x00001865 0x00402465 4   5    .code   ascii   5`4A
88   0x00001872 0x00402472 4   5    .code   ascii   \rP:A
89   0x00001878 0x00402478 4   5    .code   ascii   \r$#A
90   0x00001890 0x00402490 4   5    .code   ascii   5 5A
91   0x00001896 0x00402496 4   5    .code   ascii   5H5A
92   0x000018a1 0x004024a1 4   5    .code   ascii   5D5A
93   0x000018b9 0x004024b9 4   5    .code   ascii   5P:A
94   0x0000191d 0x0040251d 4   5    .code   ascii   5P:A
95   0x00001923 0x00402523 4   5    .code   ascii   5P:A
96   0x00001928 0x00402528 4   5    .code   ascii   h! A
97   0x00001945 0x00402545 4   5    .code   ascii   T$\f1
98   0x00001978 0x00402578 4   5    .code   ascii   -d5A
99   0x00001999 0x00402599 4   5    .code   ascii   5P:A
100  0x000019a8 0x004025a8 4   5    .code   ascii   -d5A
101  0x000019bc 0x004025bc 4   5    .code   ascii   5$5A
102  0x000019ef 0x004025ef 4   5    .code   ascii   5$5A
103  0x00001a0d 0x0040260d 5   6    .code   ascii   K;\$ 
104  0x00001a2e 0x0040262e 4   5    .code   ascii   5P:A
105  0x00001a43 0x00402643 4   5    .code   ascii   5P:A
106  0x00001a49 0x00402649 4   5    .code   ascii   5P:A
107  0x00001a4f 0x0040264f 4   5    .code   ascii   5$5A
108  0x00001a55 0x00402655 5   6    .code   ascii   \$,CS
109  0x00001a64 0x00402664 4   5    .code   ascii   D$(P
110  0x00001a6e 0x0040266e 4   5    .code   ascii   5P:A
111  0x00001a78 0x00402678 4   5    .code   ascii   5P:A
112  0x00001ab8 0x004026b8 4   5    .code   ascii   5P:A
113  0x00001ae5 0x004026e5 4   5    .code   ascii   5P:A
114  0x00001b1f 0x0040271f 4   5    .code   ascii   5|5A
115  0x00001b3c 0x0040273c 4   5    .code   ascii   5P:A
116  0x00001b76 0x00402776 4   5    .code   ascii   5|5A
117  0x00001b8a 0x0040278a 4   5    .code   ascii   5t5A
118  0x00001b99 0x00402799 4   5    .code   ascii   5P:A
119  0x00001bc1 0x004027c1 4   5    .code   ascii   -x5A
120  0x00001bd0 0x004027d0 4   5    .code   ascii   t$(X
121  0x00001bd8 0x004027d8 4   5    .code   ascii   \$(C
122  0x00001bef 0x004027ef 4   5    .code   ascii   \$\bC
123  0x00001c03 0x00402803 5   6    .code   ascii   @hd5A
124  0x00001c5c 0x0040285c 5   6    .code   ascii   PPPPP
125  0x00001c6b 0x0040286b 4   5    .code   ascii   5P:A
126  0x00001c71 0x00402871 4   5    .code   ascii   5P:A
127  0x00001ca5 0x004028a5 4   5    .code   ascii   K;\$
128  0x00001cad 0x004028ad 4   5    .code   ascii   5P:A
129  0x00001cb3 0x004028b3 4   5    .code   ascii   5P:A
130  0x00001cc2 0x004028c2 4   5    .code   ascii   D$\fP
131  0x00001cf5 0x004028f5 4   5    .code   ascii   5P:A
132  0x00001d1a 0x0040291a 4   5    .code   ascii   5P:A
133  0x00001d32 0x00402932 4   5    .code   ascii   5P:A
134  0x00001d5f 0x0040295f 4   5    .code   ascii   5P:A
135  0x00001d78 0x00402978 4   5    .code   ascii   5P:A
136  0x00001dbb 0x004029bb 4   5    .code   ascii   5P:A
137  0x00001dc6 0x004029c6 4   5    .code   ascii   5P:A
138  0x00001dcc 0x004029cc 4   5    .code   ascii   5P:A
139  0x00001ddd 0x004029dd 4   5    .code   ascii   5H5A
140  0x00001e6e 0x00402a6e 5   6    .code   ascii   D$\bPX
141  0x00001e80 0x00402a80 4   5    .code   ascii   D$\fP
142  0x00001e8a 0x00402a8a 4   5    .code   ascii   D$Hh
143  0x00001e98 0x00402a98 4   5    .code   ascii   D$LP
144  0x00001ebb 0x00402abb 4   6    .code   utf8    ыD$L blocks=Cyrillic,Basic Latin
145  0x00001ee8 0x00402ae8 7   8    .code   ascii   PPPh5 A
146  0x00001f11 0x00402b11 4   5    .code   ascii   5P:A
147  0x00001f17 0x00402b17 4   5    .code   ascii   5P:A
148  0x00001f22 0x00402b22 4   5    .code   ascii   D$\bP
149  0x00001f42 0x00402b42 4   5    .code   ascii   5P:A
150  0x00001f48 0x00402b48 4   5    .code   ascii   5P:A
151  0x00001f6b 0x00402b6b 4   5    .code   ascii   5@5A
152  0x00001f76 0x00402b76 4   5    .code   ascii   5@5A
153  0x00001f81 0x00402b81 4   5    .code   ascii   5@5A
154  0x00001f92 0x00402b92 4   5    .code   ascii   5P:A
155  0x00001fcf 0x00402bcf 4   5    .code   ascii   5t4A
156  0x00001fd5 0x00402bd5 4   5    .code   ascii   5`4A
157  0x00001ff5 0x00402bf5 4   5    .code   ascii   5P:A
158  0x00002000 0x00402c00 4   5    .code   ascii   D$\fP
159  0x00002028 0x00402c28 4   5    .code   ascii   5\b5A
160  0x00002058 0x00402c58 4   5    .code   ascii   5P:A
161  0x0000205e 0x00402c5e 4   5    .code   ascii   5P:A
162  0x00002064 0x00402c64 4   5    .code   ascii   5P:A
163  0x0000206a 0x00402c6a 4   5    .code   ascii   5P:A
164  0x000020a9 0x00402ca9 4   5    .code   ascii   5P:A
165  0x00002113 0x00402d13 4   5    .code   ascii   5P:A
166  0x00002119 0x00402d19 4   5    .code   ascii   5P:A
167  0x0000211f 0x00402d1f 4   5    .code   ascii   5P:A
168  0x00002125 0x00402d25 4   5    .code   ascii   5P:A
169  0x0000212b 0x00402d2b 4   5    .code   ascii   5P:A
170  0x00002158 0x00402d58 4   5    .code   ascii   5D5A
171  0x0000217d 0x00402d7d 4   5    .code   ascii   PPPh
172  0x0000218e 0x00402d8e 4   5    .code   ascii   5P:A
173  0x00002194 0x00402d94 4   5    .code   ascii   5P:A
174  0x0000219f 0x00402d9f 4   5    .code   ascii   D$\bP
175  0x000021bf 0x00402dbf 4   5    .code   ascii   5P:A
176  0x000021c5 0x00402dc5 4   5    .code   ascii   5P:A
177  0x000021cb 0x00402dcb 4   7    .code   utf8    t$\b譔 blocks=Basic Latin,CJK Unified Ideographs
178  0x000021e8 0x00402de8 4   5    .code   ascii   5D5A
179  0x000021f3 0x00402df3 4   5    .code   ascii   5D5A
180  0x000021fe 0x00402dfe 4   5    .code   ascii   5P:A
181  0x00002204 0x00402e04 4   5    .code   ascii   5P:A
182  0x00002233 0x00402e33 4   5    .code   ascii   5P:A
183  0x0000226b 0x00402e6b 5   6    .code   ascii   \$\bSX
184  0x0000227f 0x00402e7f 6   7    .code   ascii   \$\bCSX
185  0x000022ab 0x00402eab 5   6    .code   ascii   PPPPP
186  0x000022ba 0x00402eba 4   5    .code   ascii   5P:A
187  0x000022c0 0x00402ec0 4   5    .code   ascii   5P:A
188  0x000022de 0x00402ede 4   5    .code   ascii   5P:A
189  0x000022e9 0x00402ee9 4   5    .code   ascii   D$\bP
190  0x0000230e 0x00402f0e 4   5    .code   ascii   \$\f!
191  0x00002316 0x00402f16 4   5    .code   ascii   5P:A
192  0x00002326 0x00402f26 4   5    .code   ascii   5P:A
193  0x0000232c 0x00402f2c 4   5    .code   ascii   5P:A
