[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x00000081 0x00000081 23  24           ascii   I')R(IzR(IzR(Iz)4EzV(Iz
2    0x00000099 0x00000099 8   9            ascii   4GzD(Izd
3    0x000000a2 0x000000a2 31  32           ascii   Cz3(Iz\r\nCz[(Iz07ZzU(IzR(Hz7(Izd
4    0x000000c2 0x000000c2 6   7            ascii   Bz^(Iz
5    0x000000c9 0x000000c9 15  16           ascii   .OzS(IzRichR(Iz
6    0x000001e0 0x000001e0 5   6            ascii   .text
7    0x00000207 0x00000207 7   8            ascii   `.rdata
8    0x0000022f 0x0000022f 6   7            ascii   @.data
9    0x00000258 0x00000258 5   6            ascii   .rsrc
10   0x00001070 0x00401070 4   5    .text   ascii   L$\bQ
11   0x000010db 0x004010db 6   7    .text   ascii   D$,WPV
12   0x000010e8 0x004010e8 5   6    .text   ascii   D$\fVP
13   0x00001115 0x00401115 4   5    .text   ascii   D$\bP
14   0x00001137 0x00401137 4   5    .text   ascii   D$\bV
15   0x000011aa 0x004011aa 6   7    .text   ascii   Ht?Hu]
16   0x0000134e 0x0040134e 5   6    .text   ascii   T$\bS8
17   0x0000139f 0x0040139f 5   6    .text   ascii   SUVW3
18   0x00001411 0x00401411 4   5    .text   ascii   _^][
19   0x00001448 0x00401448 4   5    .text   ascii   SSSS
20   0x00001459 0x00401459 6   7    .text   ascii   L$(PQR
21   0x000014bf 0x004014bf 4   5    .text   ascii   _^][
22   0x000014de 0x004014de 4   5    .text   ascii   _^][
23   0x0000153e 0x0040153e 4   6    .text   utf8    ʍT$h blocks=IPA Extensions,Basic Latin
24   0x0000159d 0x0040159d 4   5    .text   ascii   ~0VP
25   0x000015f6 0x004015f6 5   6    .text   ascii   T$dRh
26   0x00001616 0x00401616 5   6    .text   ascii   D$dPh
27   0x00001636 0x00401636 5   6    .text   ascii   L$dQh
28   0x00001656 0x00401656 5   6    .text   ascii   T$dRh
29   0x00001676 0x00401676 5   6    .text   ascii   D$dPj
30   0x00001693 0x00401693 5   6    .text   ascii   L$dQj
31   0x000016b0 0x004016b0 7   8    .text   ascii   T$dRjdh
32   0x000016cd 0x004016cd 8   9    .text   ascii   D$dPjdh@
33   0x000016ea 0x004016ea 5   6    .text   ascii   L$dQh
34   0x0000170a 0x0040170a 7   8    .text   ascii   T$dRj\nh
35   0x00001727 0x00401727 7   8    .text   ascii   D$dPj\nh
36   0x00001744 0x00401744 8   9    .text   ascii   L$dQj\nh\b
37   0x00001761 0x00401761 7   8    .text   ascii   T$dRj\nh
38   0x0000177e 0x0040177e 5   6    .text   ascii   D$dPh
39   0x0000179e 0x0040179e 4   5    .text   ascii   L$dQ
40   0x000018d2 0x004018d2 4   5    .text   ascii   ~0VP
41   0x00001957 0x00401957 4   5    .text   ascii   SjgR
42   0x00001987 0x00401987 4   6    .text   utf8    3\r|$
43   0x0000199f 0x0040199f 4   5    .text   ascii   D$ @
44   0x00001a3c 0x00401a3c 4   5    .text   ascii   D$0\n
45   0x00001a6e 0x00401a6e 4   5    .text   ascii   L$PQ
46   0x00001a78 0x00401a78 5   6    .text   ascii   j\nSSh
47   0x00001a89 0x00401a89 4   5    .text   ascii   _^]3
48   0x00001b11 0x00401b11 4   6    .text   utf8    SǄ$8 blocks=Basic Latin,Latin Extended-B
49   0x00001d09 0x00401d09 5   6    .text   ascii   u<j\h
50   0x00001d4f 0x00401d4f 4   6    .text   utf8    3\rT$
51   0x00001e96 0x00401e96 5   6    .text   ascii   _^][d
52   0x00001ef1 0x00401ef1 4   5    .text   ascii   D$\bh
53   0x00001f11 0x00401f11 4   5    .text   ascii   u(VW
54   0x00001fb2 0x00401fb2 4   5    .text   ascii   SUVW
55   0x00002079 0x00402079 4   6    .text   utf8    3\rT$
56   0x00002083 0x00402083 4   5    .text   ascii   Ij/R
57   0x00002119 0x00402119 4   5    .text   ascii   _^]3
58   0x00002137 0x00402137 4   5    .text   ascii   Wj/V
59   0x0000218e 0x0040218e 4   5    .text   ascii   _^]3
60   0x000021a6 0x004021a6 4   5    .text   ascii   SUVW
61   0x000021ed 0x004021ed 4   5    .text   ascii   u\eh 
62   0x000021ff 0x004021ff 4   5    .text   ascii   _^][
63   0x0000222a 0x0040222a 4   5    .text   ascii   SSSS
64   0x0000223b 0x0040223b 6   7    .text   ascii   L$PPQR
65   0x0000224c 0x0040224c 4   5    .text   ascii   L$xh
66   0x00002281 0x00402281 4   6    .text   utf8    ;É\$ blocks=Basic Latin,Latin-1 Supplement
67   0x00002291 0x00402291 5   11   .text   utf16le Ajjjj
68   0x000022a8 0x004022a8 6   7    .text   ascii   D$PRPQ
69   0x000022ba 0x004022ba 4   5    .text   ascii    <0u
70   0x000023e5 0x004023e5 4   9    .text   utf16le Ajjj
71   0x000023fe 0x004023fe 6   7    .text   ascii   D$XRPQ
72   0x0000257c 0x0040257c 4   5    .text   ascii   T$pj
73   0x000025a0 0x004025a0 4   6    .text   utf8    uG\vȍ blocks=Basic Latin,Latin Extended-B
74   0x00002618 0x00402618 5   6    .text   ascii   t$XPh
75   0x0000264c 0x0040264c 4   5    .text   ascii   T$8j
76   0x000026a5 0x004026a5 4   5    .text   ascii   D$|f
77   0x000026af 0x004026af 4   5    .text   ascii   L$xf
78   0x000026b4 0x004026b4 4   5    .text   ascii   D$ f
79   0x000026bd 0x004026bd 4   5    .text   ascii   D$0f
80   0x000026d2 0x004026d2 4   5    .text   ascii   T$,f
81   0x000026e7 0x004026e7 5   6    .text   ascii   D$0RP
82   0x000026f7 0x004026f7 4   5    .text   ascii   T$(Q
