Metadata Signature: 0x58a0 0x10001424a5342 12
.NET Version: v2.0.50727
Number of Metadata Streams: 5
DirectoryAddress: 6c Size: fcc
Stream name: #~ 4
DirectoryAddress: 1038 Size: 1414
Stream name: #Strings 12
DirectoryAddress: 244c Size: 588
Stream name: #US 4
DirectoryAddress: 29d4 Size: 10
Stream name: #GUID 8
DirectoryAddress: 29e4 Size: 764
Stream name: #Blob 8
[Strings]
nth paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0   0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1   0x00000178 0x00000178 5   6            ascii   .text
2   0x0000019f 0x0000019f 7   8            ascii   `.sdata
3   0x000001c8 0x000001c8 5   6            ascii   .rsrc
4   0x000001ef 0x000001ef 7   8            ascii   @.reloc
5   0x00000460 0x00402060 145 146  .text   ascii   lSystem.Resources.ResourceReader, mscorlib, Version=2.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089#System.Resources.RuntimeResourceSet
6   0x000004fd 0x004020fd 7   8    .text   ascii   PADPADP
7   0x00000511 0x00402111 32  66   .text   utf16le sexta432423423423432423432423423
8   0x000005a7 0x004021a7 44  45   .text   ascii   !This program cannot be run in DOS mode.\r\r\n$
9   0x000006d2 0x004022d2 5   6    .text   ascii   .text
10  0x000006f9 0x004022f9 7   8    .text   ascii   `.sdata
11  0x00000722 0x00402322 5   6    .text   ascii   .rsrc
12  0x00000749 0x00402349 7   8    .text   ascii   @.reloc
13  0x000009ba 0x004025ba 145 146  .text   ascii   lSystem.Resources.ResourceReader, mscorlib, Version=2.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089#System.Resources.RuntimeResourceSet
14  0x00000a57 0x00402657 7   8    .text   ascii   PADPADP
15  0x00000a72 0x00402672 145 146  .text   ascii   lSystem.Resources.ResourceReader, mscorlib, Version=2.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089#System.Resources.RuntimeResourceSet
16  0x00000b0f 0x0040270f 7   8    .text   ascii   PADPADP
17  0x00000b30 0x00402730 4   5    .text   ascii   \n, r
18  0x00000ba4 0x004027a4 5   6    .text   ascii   \n*^(\a
19  0x00000bb0 0x004027b0 5   6    .text   ascii   \n,\n(*
20  0x00000bbc 0x004027bc 4   5    .text   ascii   \n*\e0
21  0x00000bd6 0x004027d6 4   5    .text   ascii   \v\a(s
22  0x00000bdc 0x004027dc 4   5    .text   ascii   \n\a(t
23  0x00000c07 0x00402807 4   5    .text   ascii   \a\a(w
24  0x00000dd9 0x004029d9 4   5    .text   ascii   ,,~\a
25  0x00000dee 0x004029ee 5   6    .text   ascii   \n, rI
26  0x00000e05 0x00402a05 4   5    .text   ascii   \nzs$
27  0x00000e3a 0x00402a3a 4   5    .text   ascii   %\f('
28  0x00000e40 0x00402a40 4   5    .text   ascii   \n\bo(
29  0x00000e72 0x00402a72 6   7    .text   ascii   \n\v\a\bo(
30  0x00000e7f 0x00402a7f 4   5    .text   ascii   \nz~\a
31  0x00000ff7 0x00402bf7 4   5    .text   ascii   \e-\n(
32  0x000010df 0x00402cdf 4   5    .text   ascii   PA(B
33  0x00001107 0x00402d07 4   5    .text   ascii   \n\aoH
34  0x00001195 0x00402d95 5   6    .text   ascii   \n\f\boT
35  0x00001214 0x00402e14 4   5    .text   ascii   \n&(\
36  0x000012bc 0x00402ebc 4   5    .text   ascii   \n\boi
37  0x000012e5 0x00402ee5 5   6    .text   ascii   *BSJB
38  0x000012f6 0x00402ef6 10  11   .text   ascii   v2.0.50727
39  0x0000131a 0x00402f1a 8   9    .text   ascii   #Strings
40  0x0000133a 0x00402f3a 5   6    .text   ascii   #GUID
41  0x0000134a 0x00402f4a 5   6    .text   ascii   #Blob
42  0x00001454 0x00403054 5   6    .text   ascii   l\bE\b\n
43  0x0000148a 0x0040308a 4   5    .text   ascii   w\tE\b
44  0x000014ae 0x004030ae 5   6    .text   ascii   N\n.\n\n
45  0x000014de 0x004030de 4   5    .text   ascii   7\v(\v
46  0x000014e4 0x004030e4 4   5    .text   ascii   =\v(\v
47  0x0000153e 0x0040313e 4   5    .text   ascii   J\r>\r
48  0x0000154a 0x0040314a 4   5    .text   ascii   h\r>\r
49  0x00001f12 0x00403b12 8   18   .text   utf16le \a\a\t\b\n\n\v\v
50  0x000020bf 0x00403cbf 8   9    .text   ascii   <Module>
51  0x000020c8 0x00403cc8 8   9    .text   ascii   mscorlib
52  0x000020d1 0x00403cd1 21  22   .text   ascii   Microsoft.VisualBasic
53  0x000020e7 0x00403ce7 13  14   .text   ascii   MyApplication
54  0x000020f5 0x00403cf5 35  36   .text   ascii   de292fc8a758402ebd36fc8afc5a53de.My
55  0x00002119 0x00403d19 10  11   .text   ascii   MyComputer
56  0x00002124 0x00403d24 9   10   .text   ascii   MyProject
57  0x0000212e 0x00403d2e 7   8    .text   ascii   MyForms
58  0x00002136 0x00403d36 13  14   .text   ascii   MyWebServices
59  0x00002144 0x00403d44 26  27   .text   ascii   ThreadSafeObjectProvider`1
60  0x0000215f 0x00403d5f 5   6    .text   ascii   Form1
61  0x00002165 0x00403d65 32  33   .text   ascii   de292fc8a758402ebd36fc8afc5a53de
62  0x00002186 0x00403d86 9   10   .text   ascii   Resources
63  0x00002190 0x00403d90 45  46   .text   ascii   de292fc8a758402ebd36fc8afc5a53de.My.Resources
64  0x000021be 0x00403dbe 10  11   .text   ascii   MySettings
65  0x000021c9 0x00403dc9 18  19   .text   ascii   MySettingsProperty
66  0x000021dc 0x00403ddc 41  42   .text   ascii   Microsoft.VisualBasic.ApplicationServices
67  0x00002206 0x00403e06 27  28   .text   ascii   WindowsFormsApplicationBase
68  0x00002222 0x00403e22 4   5    .text   ascii   Main
69  0x00002227 0x00403e27 4   5    .text   ascii   Args
70  0x0000222c 0x00403e2c 5   6    .text   ascii   .ctor
71  0x00002232 0x00403e32 16  17   .text   ascii   OnCreateMainForm
72  0x00002243 0x00403e43 29  30   .text   ascii   Microsoft.VisualBasic.Devices
