[Strings]
nth  paddr      vaddr      len  size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44   45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000a5 0x000000a5 5    7            utf8    PfҽsV blocks=Basic Latin,Cyrillic
2    0x000000b8 0x000000b8 4    5            ascii   Rich
3    0x000001d0 0x000001d0 5    6            ascii   .text
4    0x000001f7 0x000001f7 7    8            ascii   `.rdata
5    0x0000021f 0x0000021f 6    7            ascii   @.data
6    0x00000248 0x00000248 6    7            ascii   .ndata
7    0x00000270 0x00000270 5    6            ascii   .rsrc
8    0x000005f5 0x004011f5 4    5    .text   ascii   U\bSV
9    0x00000617 0x00401217 6    7    .text   ascii   t\v9M\ft
10   0x000006a7 0x004012a7 5    6    .text   ascii    s495
11   0x0000073a 0x0040133a 4    7    .text   utf8    #ȋKM blocks=Basic Latin,Latin Extended-B
12   0x000007c2 0x004013c2 5    7    .text   utf8    +C|$\f
13   0x00000851 0x00401451 4    7    .text   utf8    M܋UԿ blocks=Basic Latin,Syriac,Armenian
14   0x0000098a 0x0040158a 4    6    .text   utf8    E؋\r$ blocks=Basic Latin,Arabic
15   0x000009d5 0x004015d5 5    6    .text   ascii   tZj\V
16   0x00000a29 0x00401629 5    6    .text   ascii   >FFf;
17   0x00000ad8 0x004016d8 5    6    .text   ascii   E\bPWh
18   0x00000af1 0x004016f1 4    5    .text   ascii   v'f9
19   0x00000b3d 0x0040173d 5    6    .text   ascii   M\bQVh
20   0x00000bf0 0x004017f0 6    7    .text   ascii   E\b9]\bu
21   0x00000c19 0x00401819 11   13   .text   utf8    ur9]\buOWhص@ blocks=Basic Latin,Arabic
22   0x00000c50 0x00401850 4    6    .text   utf8    Phح@ blocks=Basic Latin,Arabic
23   0x00000c64 0x00401864 5    6    .text   ascii   Ht\eVj
24   0x00000d86 0x00401986 6    9    .text   utf8    }̉UЉE\b blocks=Basic Latin,Combining Diacritical Marks,Cyrillic
25   0x00000da5 0x004019a5 5    6    .text   ascii   E\b9]\b
26   0x00000dd5 0x004019d5 4    5    .text   ascii   9]\b}
27   0x00000f82 0x00401b82 4    5    .text   ascii   tDH;
28   0x0000103d 0x00401c3d 6    7    .text   ascii   E\bt\nj3
29   0x0000104f 0x00401c4f 4    5    .text   ascii   t\njD
30   0x00001197 0x00401d97 4    5    .text   ascii   PShr
31   0x000011ce 0x00401dce 5    6    .text   ascii   jHjZW
32   0x00001263 0x00401e63 4    5    .text   ascii   PVu\v
33   0x00001399 0x00401f99 4    5    .text   ascii   QPj\t
34   0x000013c7 0x00401fc7 4    6    .text   utf8    ;ÉE\b blocks=Basic Latin,Latin-1 Supplement
35   0x00001463 0x00402063 5    7    .text   utf8    ;ÉE\bu blocks=Basic Latin,Latin-1 Supplement
36   0x0000146a 0x0040206a 4    5    .text   ascii   j\bSV
37   0x00001474 0x00402074 6    8    .text   utf8    ;ÉE\bt{ blocks=Basic Latin,Latin-1 Supplement
38   0x0000148a 0x0040208a 4    5    .text   ascii   t99]
39   0x00001569 0x00402169 4    5    .text   ascii   u\aj!
40   0x00001573 0x00402173 6    8    .text   utf8    E\bPhԄ@ blocks=Basic Latin,Cyrillic Supplement
41   0x000015b1 0x004021b1 4    6    .text   utf8    uċ\bP blocks=Basic Latin,Latin Extended-A
42   0x000015d3 0x004021d3 4    5    .text   ascii   E\bVP
43   0x000015e0 0x004021e0 4    6    .text   utf8    uȋ\bP blocks=Basic Latin,Latin Extended-B
44   0x0000163b 0x0040223b 4    5    .text   ascii   Q\b9]
45   0x0000167c 0x0040227c 4    5    .text   ascii   u\rSj
46   0x0000172d 0x0040232d 4    5    .text   ascii   t\tj"
47   0x0000173f 0x0040233f 4    5    .text   ascii   PSWV
48   0x00001777 0x00402377 4    5    .text   ascii   E\bVP
49   0x00001810 0x00402410 4    6    .text   utf8    ;ÉE\b blocks=Basic Latin,Latin-1 Supplement
50   0x000018ae 0x004024ae 7    8    .text   ascii   M\bVQSPW
51   0x000018c8 0x004024c8 4    5    .text   ascii   9M\bt
52   0x00001923 0x00402523 8    9    .text   ascii   M\bt\fQVPW
53   0x00001937 0x00402537 7    8    .text   ascii   M\bSQVPW
54   0x000019c9 0x004025c9 5    6    .text   ascii   8u/j!
55   0x00001a38 0x00402638 5    7    .text   utf8    u\bhح@ blocks=Basic Latin,Arabic
56   0x00001a87 0x00402687 4    6    .text   utf8    9]ĉE blocks=Basic Latin,Latin Extended-A
57   0x00001ad2 0x004026d2 4    5    .text   ascii   E\n9]
58   0x00001aea 0x004026ea 7    8    .text   ascii   E\nQPj\bS
59   0x00001b26 0x00402726 4    5    .text   ascii   Pj\bS
60   0x00001b6b 0x0040276b 4    5    .text   ascii   \rt;f
61   0x00001bad 0x004027ad 5    6    .text   ascii   t\ef=\r
62   0x00001e4b 0x00402a4b 4    5    .text   ascii   t%9]
63   0x00001ea1 0x00402aa1 4    5    .text   ascii   \r(WB
64   0x00001eb8 0x00402ab8 4    5    .text   ascii   t\vSS
65   0x00002089 0x00402c89 4    5    .text   ascii   E\b\r 
66   0x000020b2 0x00402cb2 4    5    .text   ascii   #E\b]
67   0x00002283 0x00402e83 4    5    .text   ascii   PjdQ
68   0x0000229a 0x00402e9a 4    5    .text   ascii   9u\bt
69   0x000022d3 0x00402ed3 5    6    .text   ascii   vX95H
70   0x0000241a 0x0040301a 6    7    .text   ascii   Instu_
71   0x00002423 0x00403023 6    7    .text   ascii   softuV
72   0x0000242c 0x0040302c 9    10   .text   ascii   NulluM\tE\b
73   0x0000244a 0x0040304a 4    6    .text   utf8    ;Ɖ\rX blocks=Basic Latin,Latin Extended-B
74   0x00002459 0x00403059 4    5    .text   ascii   E\b\bu
75   0x000025db 0x004031db 5    6    .text   ascii   E\bSV3
76   0x00002645 0x00403245 5    6    .text   ascii   u]9u\b
77   0x000026a5 0x004032a5 4    5    .text   ascii   E\b;E
78   0x000027cf 0x004033cf 4    5    .text   ascii   t!VU
79   0x00002840 0x00403440 4    5    .text   ascii   _^][
