[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000ce 0x000000ce 6   7            ascii   cTRich
2    0x000001e0 0x000001e0 5   6            ascii   .text
3    0x00000207 0x00000207 7   8            ascii   `.rdata
4    0x0000022f 0x0000022f 6   7            ascii   @.data
5    0x00000258 0x00000258 5   6            ascii   .rsrc
6    0x00000534 0x00401134 4   5    .text   ascii   h@lA
7    0x0000053b 0x0040113b 4   5    .text   ascii   hPlA
8    0x0000084d 0x0040144d 4   5    .text   ascii   SQhQ
9    0x0000085a 0x0040145a 6   7    .text   ascii   u\nSSh0
10   0x000008ba 0x004014ba 4   5    .text   ascii   h$mA
11   0x000008d5 0x004014d5 4   5    .text   ascii   h`mA
12   0x0000090f 0x0040150f 4   5    .text   ascii   \bQRP
13   0x00000935 0x00401535 4   6    .text   utf8    3ɉ\r\b blocks=Basic Latin,Latin Extended-B
14   0x0000093f 0x0040153f 4   6    .text   utf8    t\b3\t
15   0x00000975 0x00401575 4   5    .text   ascii   htmA
16   0x00000a02 0x00401602 4   5    .text   ascii   t\tF;
17   0x00000a37 0x00401637 4   5    .text   ascii   =pQA
18   0x00000af4 0x004016f4 5   6    .text   ascii   jdjdh
19   0x00000b3a 0x0040173a 5   6    .text   ascii   jPj\nh
20   0x00000b58 0x00401758 10  11   .text   ascii   Vj<jwj(j\nh
21   0x00000bcd 0x004017cd 6   7    .text   ascii   RWWWWj
22   0x00000c4a 0x0040184a 5   6    .text   ascii   Z0t\e;
23   0x00000cd6 0x004018d6 4   5    .text   ascii   h\bnA
24   0x00000d3d 0x0040193d 4   5    .text   ascii   h0nA
25   0x00000d51 0x00401951 4   5    .text   ascii   hHnA
26   0x00000d79 0x00401979 4   5    .text   ascii   hXnA
27   0x00000e14 0x00401a14 4   5    .text   ascii   h\nA
28   0x00000e1b 0x00401a1b 4   5    .text   ascii   hhnA
29   0x00001103 0x00401d03 4   5    .text   ascii   = PA
30   0x000013dd 0x00401fdd 4   5    .text   ascii   h oA
31   0x000015e1 0x004021e1 4   5    .text   ascii   E\b^_
32   0x000015ed 0x004021ed 4   5    .text   ascii   E\b^_
33   0x000015ff 0x004021ff 4   5    .text   ascii   E\b^_
34   0x00001619 0x00402219 4   5    .text   ascii   E\b^_
35   0x0000177d 0x0040237d 4   5    .text   ascii   E\b^_
36   0x0000178b 0x0040238b 4   5    .text   ascii   E\b^_
37   0x000017a1 0x004023a1 4   5    .text   ascii   E\b^_
38   0x000017bb 0x004023bb 4   5    .text   ascii   E\b^_
39   0x000017c8 0x004023c8 4   5    .text   ascii    SW3
40   0x000017da 0x004023da 4   5    .text   ascii   9]\fu
41   0x00001862 0x00402462 4   6    .text   utf8    \fÍT$ blocks=Basic Latin,Latin-1 Supplement
42   0x00001873 0x00402473 6   7    .text   ascii   D$\ftQf
43   0x00001951 0x00402551 5   6    .text   ascii   u\vVVj
44   0x000019d8 0x004025d8 4   5    .text   ascii   y\bj\e
45   0x000019fe 0x004025fe 4   5    .text   ascii   y\bj\b
46   0x00001a0f 0x0040260f 4   5    .text   ascii   y\bj\t
47   0x00001a3d 0x0040263d 7   8    .text   ascii   j\nYQPVh
48   0x00001a73 0x00402673 4   6    .text   utf8    YYËe blocks=Basic Latin,Latin-1 Supplement
49   0x00001b80 0x00402780 4   5    .text   ascii   h RA
50   0x00001bdb 0x004027db 4   5    .text   ascii   oV f
51   0x00001be0 0x004027e0 4   5    .text   ascii   o^0f
52   0x00001bf8 0x004027f8 4   5    .text   ascii   of@f
53   0x00001bfd 0x004027fd 4   5    .text   ascii   onPf
54   0x00001c02 0x00402802 4   5    .text   ascii   ov`f
55   0x00001c07 0x00402807 4   5    .text   ascii   o~pf
56   0x00001c74 0x00402874 5   6    .text   ascii   \aFGIu
57   0x00001c7a 0x0040287a 5   7    .text   utf8    X^_]ú blocks=Basic Latin,Latin-1 Supplement
58   0x00001c96 0x00402896 4   5    .text   ascii   FGIu
59   0x00001e5e 0x00402a5e 4   5    .text   ascii   Hpu\a
60   0x00001e7e 0x00402a7e 4   5    .text   ascii   Hpu\b
61   0x00001eaf 0x00402aaf 4   5    .text   ascii   A\f@t
62   0x00001ee8 0x00402ae8 4   5    .text   ascii   C\f@V
63   0x00001fe5 0x00402be5 6   7    .text   ascii   F\f@u^V
64   0x00002103 0x00402d03 6   7    .text   ascii   \bt%HHt
65   0x0000218e 0x00402d8e 4   7    .text   utf8    ʍD\bЉ blocks=IPA Extensions,Basic Latin,Cyrillic
66   0x000021df 0x00402ddf 4   7    .text   utf8    ʍD\bЉ blocks=IPA Extensions,Basic Latin,Cyrillic
67   0x00002341 0x00402f41 10  11   .text   ascii   HHt$HHt\bHH
68   0x0000255d 0x0040315d 4   5    .text   ascii    t\ff
69   0x000025f5 0x004031f5 4   6    .text   utf8    gucǅ blocks=Basic Latin,Latin Extended-B
70   0x0000265e 0x0040325e 4   5    .text   ascii   5 QA
71   0x00002856 0x00403456 4   5    .text   ascii   RPWS
72   0x000028a1 0x004034a1 4   5    .text   ascii   90tW
73   0x000028b6 0x004034b6 7   8    .text   ascii   ?If90t\a
74   0x000029b5 0x004035b5 5   6    .text   ascii   \bYYt.
75   0x00002cd7 0x004038d7 5   6    .text   ascii   PPPPP
76   0x00002d06 0x00403906 5   7    .text   utf8    j\rX]Ë blocks=Basic Latin,Latin-1 Supplement
77   0x00002d6c 0x0040396c 5   7    .text   utf8    0^]Àz blocks=Basic Latin,Latin-1 Supplement
78   0x00002e94 0x00403a94 5   7    .text   utf8    @t\bƅp blocks=Basic Latin,Latin Extended-B
79   0x00002ec1 0x00403ac1 5   7    .text   utf8    @t\tƅp blocks=Basic Latin,Latin Extended-B
80   0x00002f00 0x00403b00 5   7    .text   utf8    @t\tƅp blocks=Basic Latin,Latin Extended-B
81   0x00002f39 0x00403b39 4   6    .text   utf8    ødw@ blocks=Latin-1 Supplement,Basic Latin
82   0x000030a7 0x00403ca7 5   7    .text   utf8    ËD$\b% blocks=Latin-1 Supplement,Basic Latin
83   0x000030b8 0x00403cb8 4   6    .text   utf8    ËD$\b blocks=Latin-1 Supplement,Basic Latin
84   0x000030f1 0x00403cf1 4   6    .text   utf8    ,$ZÃ blocks=Basic Latin,Latin-1 Supplement
85   0x0000317c 0x00403d7c 4   5    .text   ascii   \r\fSA
86   0x000031b7 0x00403db7 4   5    .text   ascii   8csm
87   0x00003201 0x00403e01 4   5    .text   ascii   h$SA
88   0x000032a0 0x00403ea0 4   5    .text   ascii   ;u\fr
89   0x000032e7 0x00403ee7 5   6    .text   ascii   uTVWh
90   0x0000331c 0x00403f1c 6   7    .text   ascii   _^t\ehp
91   0x00003384 0x00403f84 4   5    .text   ascii   5 QA
92   0x0000339f 0x00403f9f 5   9    .text   utf8    }ԉ]܉} blocks=Basic Latin,Cyrillic Supplement,Syriac
93   0x000033ea 0x00403fea 6   10   .text   utf8    ]܉]ЉE؋ blocks=Basic Latin,Syriac,Cyrillic,Arabic
94   0x0000346e 0x0040406e 4   5    .text   ascii   t\bj\b
95   0x000034ec 0x004040ec 6   8    .text   utf8    3\vM\b;\f
96   0x00003525 0x00404125 4   5    .text   ascii   u\bWV
97   0x000035cd 0x004041cd 5   6    .text   ascii   PPPPP
98   0x000035e1 0x004041e1 4   5    .text   ascii   <v*V
99   0x0000363f 0x0040423f 4   5    .text   ascii   hp\A
100  0x0000364e 0x0040424e 6   7    .text   ascii   ^SSSSS
101  0x0000366a 0x0040426a 6   8    .text   utf8    tA3\n\fG
102  0x0000367b 0x0040427b 5   6    .text   ascii   Gt\b@=
103  0x00003820 0x00404420 4   5    .text   ascii   vdj\b
104  0x0000383b 0x0040443b 4   6    .text   utf8    _^]Ë blocks=Basic Latin,Latin-1 Supplement
105  0x00003863 0x00404463 4   5    .text   ascii   < w\b
106  0x0000386d 0x0040446d 8   10   .text   utf8    t$<"u\t3Ʌ blocks=Basic Latin,Latin Extended-B
107  0x0000388e 0x0040448e 5   6    .text   ascii   < w\aF
108  0x0000389c 0x0040449c 4   6    .text   utf8    ^Ã=l blocks=Basic Latin,Latin-1 Supplement
109  0x000038ed 0x004044ed 4   6    .text   utf8    tˋ5` blocks=Basic Latin,Spacing Modifier Letters
110  0x00003915 0x00404515 5   6    .text   ascii   t?VSP
111  0x00003951 0x00404551 4   5    .text   ascii   Y[_^
112  0x0000396f 0x0040456f 5   6    .text   ascii   PPPPP
113  0x00003994 0x00404594 5   6    .text   ascii   9E\bt\t
114  0x00003a54 0x00404654 4   5    .text   ascii   >"u&
115  0x00003a9e 0x0040469e 10  11   .text   ascii   u\b< tK<\ttG
116  0x00003b05 0x00404705 4   5    .text   ascii   E\b^[
117  0x00003bea 0x004047ea 5   6    .text   ascii   wf93t
118  0x00003bf3 0x004047f3 4   5    .text   ascii   f90u
119  0x00003bfb 0x004047fb 4   5    .text   ascii   f90u
120  0x00003c07 0x00404807 4   5    .text   ascii   VVV+
121  0x00003c0f 0x0040480f 5   6    .text   ascii   @PSVV
122  0x00003c2c 0x0040482c 4   5    .text   ascii   t*VV
123  0x00003c79 0x00404879 6   7    .text   ascii   j@j ^V
124  0x00003cdf 0x004048df 5   6    .text   ascii   SWf9M
125  0x00003d1b 0x0040491b 4   5    .text   ascii   j@j 
126  0x00003d58 0x00404958 4   5    .text   ascii   @ \n\n
127  0x00003da2 0x004049a2 4   5    .text   ascii   \bu\vP
128  0x00003f7a 0x00404b7a 5   7    .text   utf8    j\bh$A
129  0x00003f95 0x00404b95 5   6    .text   ascii   F\0]A
130  0x0000401a 0x00404c1a 4   5    .text   ascii   u\bj\r
131  0x0000413b 0x00404d3b 6   7    .text   ascii   F\=0]A
132  0x000041d9 0x00404dd9 4   5    .text   ascii   u\bj\r
133  0x000041e2 0x00404de2 6   8    .text   utf8    YËu\bj\f blocks=Basic Latin,Latin-1 Supplement
134  0x0000420f 0x00404e0f 4   5    .text   ascii   5(QA
135  0x000042c2 0x00404ec2 4   5    .text   ascii   5$QA
136  0x000042ff 0x00404eff 4   5    .text   ascii   = QA
137  0x000043df 0x00404fdf 5   6    .text   ascii   Y__^[
138  0x000043fe 0x00404ffe 5   6    .text   ascii   s\b35\f
139  0x000044d3 0x004050d3 4   5    .text   ascii   9csm
140  0x000044e1 0x004050e1 4   5    .text   ascii   t hH
141  0x0000450f 0x0040510f 6   7    .text   ascii   E\f9X\ft
142  0x000047af 0x004053af 4   5    .text   ascii   u\bW3
143  0x00004ab7 0x004056b7 6   7    .text   ascii   t)j\rXP
144  0x00004c2a 0x0040582a 4   5    .text   ascii   j\r[f
145  0x00004cff 0x004058ff 4   5    .text   ascii   j\r[f
146  0x00004d26 0x00405926 5   6    .text   ascii   VVhU\r
147  0x00004f56 0x00405b56 4   6    .text   utf8    Ë]\bS blocks=Latin-1 Supplement,Basic Latin
148  0x00005139 0x00405d39 5   7    .text   utf8    Y]ËE\f blocks=Basic Latin,Latin-1 Supplement
149  0x000051ea 0x00405dea 5   6    .text   ascii   \rt\fHt
150  0x000053ff 0x00405fff 4   5    .text   ascii   j\fhP
151  0x00005427 0x00406027 4   5    .text   ascii   u\bj 
152  0x000055cc 0x004061cc 4   5    .text   ascii   s\f9U
153  0x000056bd 0x004062bd 5   6    .text   ascii   \b\b@Iu
154  0x00005733 0x00406333 4   5    .text   ascii   E\b;C
155  0x00005789 0x00406389 4   5    .text   ascii   Fh=p
156  0x0000594a 0x0040654a 5   7    .text   utf8    _^[]Ë blocks=Basic Latin,Latin-1 Supplement
157  0x000059fd 0x004065fd 4   5    .text   ascii   to=8
158  0x00005b2d 0x0040672d 6   8    .text   utf8    Y_^[]Ë blocks=Basic Latin,Latin-1 Supplement
159  0x00005b99 0x00406799 4   5    .text   ascii   Fpt"
160  0x00005bad 0x004067ad 4   5    .text   ascii   u\bj 
161  0x00005c97 0x00406897 4   6    .text   utf8    _^]Ë blocks=Basic Latin,Latin-1 Supplement
162  0x00005ce3 0x004068e3 4   6    .text   utf8    _^]Ë blocks=Basic Latin,Latin-1 Supplement
163  0x00005d01 0x00406901 8   9    .text   ascii   u,9E\ft'9
164  0x00005d31 0x00406931 5   7    .text   utf8    _^]á\f blocks=Basic Latin,Latin-1 Supplement
165  0x00005e53 0x00406a53 5   6    .text   ascii   v\vWSV
166  0x00005ed0 0x00406ad0 7   8    .text   ascii   M\fQSWVj
167  0x00005fae 0x00406bae 4   5    .text   ascii   D$\f3
168  0x00005fb6 0x00406bb6 4   6    .text   utf8    ؋D$\b blocks=Arabic,Basic Latin
169  0x00005fff 0x00406bff 7   8    .text   ascii   ;T$\fw\br
170  0x00006007 0x00406c07 10  11   .text   ascii   ;D$\bv\tN+D$
171  0x00006018 0x00406c18 8   9    .text   ascii   +D$\b\eT$\f
172  0x00006028 0x00406c28 4   9    .text   utf8    ʋӋًȋ blocks=IPA Extensions,Cyrillic,Arabic,Latin Extended-B
173  0x0000603f 0x00406c3f 4   6    .text   utf8    ̋T$\f blocks=Combining Diacritical Marks,Basic Latin
174  0x0000604a 0x00406c4a 7   9    .text   utf8    ti3\nD$\b
175  0x00006079 0x00406c79 5   7    .text   utf8    t\f+ш\a blocks=Basic Latin,Cyrillic
176  0x000060b0 0x00406cb0 7   9    .text   utf8    D$\b_ËD$ blocks=Basic Latin,Latin-1 Supplement
177  0x00006173 0x00406d73 4   5    .text   ascii   Et\a@
178  0x00006256 0x00406e56 4   6    .text   utf8    YY]Ë blocks=Basic Latin,Latin-1 Supplement
179  0x00006269 0x00406e69 4   6    .text   utf8    YY]Ë blocks=Basic Latin,Latin-1 Supplement
180  0x000062ac 0x00406eac 4   5    .text   ascii   9M\bv
181  0x000062b1 0x00406eb1 4   5    .text   ascii   9M\f~
182  0x000062bf 0x00406ebf 6   7    .text   ascii   \t9E\bw\t
183  0x000062df 0x00406edf 4   6    .text   utf8    3Ƀ:- blocks=Basic Latin,Latin Extended-B
184  0x0000635c 0x00406f5c 4   5    .text   ascii   80t/
185  0x000063c3 0x00406fc3 5   6    .text   ascii   PPPPP
186  0x000063e1 0x00406fe1 4   5    .text   ascii   E\bSV
187  0x00006649 0x00407249 4   5    .text   ascii   E\f9U
188  0x00006713 0x00407313 4   5    .text   ascii   ;E\ft
189  0x000067ad 0x004073ad 4   5    .text   ascii   SQRP
190  0x000067d3 0x004073d3 4   5    .text   ascii   jdRP
191  0x000067f9 0x004073f9 4   5    .text   ascii   j\nRP
192  0x0000687c 0x0040747c 4   5    .text   ascii   ;u\fu
193  0x000068ae 0x004074ae 4   5    .text   ascii   @PVS
194  0x000068d2 0x004074d2 4   5    .text   ascii   @PVS
195  0x000068fc 0x004074fc 4   5    .text   ascii   9}\f|
196  0x0000690e 0x0040750e 4   5    .text   ascii   Wj0S
197  0x00006941 0x00407541 4   5    .text   ascii   E\bVW
198  0x00006992 0x00407592 5   7    .text   utf8    t\r3Ƀ} blocks=Basic Latin,Latin Extended-B
199  0x00006a06 0x00407606 4   5    .text   ascii   u\fWj
200  0x00006a82 0x00407682 4   5    .text   ascii   |-;E
201  0x00006ba1 0x004077a1 7   8    .text   ascii   t\nVVVVV
202  0x00006bea 0x004077ea 17  18   .text   ascii   tRHtCHt4Ht%HtFHHt
203  0x00006c8b 0x0040788b 4   5    .text   ascii   N\bQP
204  0x00006cb9 0x004078b9 5   6    .text   ascii   >\bYYt
205  0x00006d72 0x00407972 5   7    .text   utf8    @_^Ã$ blocks=Basic Latin,Latin-1 Supplement
206  0x00006df0 0x004079f0 5   7    .text   utf8    j\fhХA blocks=Basic Latin,Cyrillic
207  0x00006f2a 0x00407b2a 4   5    .text   ascii   M\b^;
208  0x00006f59 0x00407b59 4   6    .text   utf8    }؋]\b blocks=Basic Latin,Arabic
209  0x00006fb8 0x00407bb8 4   5    .text   ascii   t!Ht
210  0x00007025 0x00407c25 4   6    .text   utf8    Y3\tE
211  0x0000703e 0x00407c3e 4   6    .text   utf8    MԉG` blocks=Basic Latin,Cyrillic Supplement
212  0x000070d2 0x00407cd2 4   6    .text   utf8    EԉG` blocks=Basic Latin,Cyrillic Supplement
213  0x000070dd 0x00407cdd 5   7    .text   utf8    EЉGd3 blocks=Basic Latin,Cyrillic
214  0x00007148 0x00407d48 4   5    .text   ascii   5 QA
215  0x000071d5 0x00407dd5 4   5    .text   ascii   =$QA
216  0x0000721c 0x00407e1c 4   6    .text   utf8    X^Ã& blocks=Basic Latin,Latin-1 Supplement
217  0x00007294 0x00407e94 4   6    .text   utf8    ]ËA< blocks=Basic Latin,Latin-1 Supplement
218  0x0000729a 0x00407e9a 4   6    .text   utf8    A8PE
219  0x000072ff 0x00407eff 4   5    .text   ascii   _^[]
220  0x0000732a 0x00407f2a 4   5    .text   ascii   \bSVW
221  0x00007393 0x00407f93 4   5    .text   ascii   Y_^[
222  0x0000739f 0x00407f9f 4   6    .text   utf8    \b3ҁ9 blocks=Basic Latin,Cyrillic
223  0x000073c4 0x00407fc4 4   5    .text   ascii   Y_^[
224  0x000073e6 0x00407fe6 4   5    .text   ascii   E\fVW
225  0x00007400 0x00408000 6   7    .text   ascii   u}hDbA
226  0x00007418 0x00408018 4   5    .text   ascii   =(QA
227  0x0000741d 0x0040801d 4   5    .text   ascii   h8bA
228  0x0000742e 0x0040802e 4   5    .text   ascii   5$QA
229  0x00007436 0x00408036 4   5    .text   ascii   h(bA
230  0x00007488 0x00408088 4   5    .text   ascii   5 QA
231  0x0000748f 0x0040808f 4   5    .text   ascii   tG9\r
232  0x0000755e 0x0040815e 5   7    .text   utf8    _^]ËM blocks=Basic Latin,Latin-1 Supplement
233  0x000075c3 0x004081c3 4   5    .text   ascii   9U\fu
234  0x000075ca 0x004081ca 5   7    .text   utf8    _^[]Å blocks=Basic Latin,Latin-1 Supplement
235  0x0000761e 0x0040821e 4   5    .text   ascii   t'Ou
236  0x00007657 0x00408257 5   6    .text   ascii   M\fjPf
