[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000d0 0x000000d0 4   5            ascii   Rich
2    0x000001e0 0x000001e0 5   6            ascii   .text
3    0x00000207 0x00000207 7   8            ascii   `.rdata
4    0x0000022f 0x0000022f 6   7            ascii   @.data
5    0x00000258 0x00000258 5   6            ascii   .rsrc
6    0x00000466 0x00401066 4   5    .text   ascii   SUVW
7    0x0000046f 0x0040106f 4   6    .text   utf8    3\r|$
8    0x0000051b 0x0040111b 4   6    .text   utf8    +ȍ\fI blocks=Basic Latin,Latin Extended-B
9    0x0000053c 0x0040113c 4   5    .text   ascii   _^][
10   0x00000556 0x00401156 4   5    .text   ascii   SUVW
11   0x0000055f 0x0040115f 4   6    .text   utf8    3\r|$
12   0x00000610 0x00401210 4   6    .text   utf8    +ȍ\fI blocks=Basic Latin,Latin Extended-B
13   0x00000636 0x00401236 4   6    .text   utf8    3\r|$
14   0x00000679 0x00401279 5   6    .text   ascii   \b_^][
15   0x00000696 0x00401296 6   7    .text   ascii   D$\bWPj
16   0x000006bc 0x004012bc 4   5    .text   ascii   L$\fQ
17   0x000006ce 0x004012ce 4   6    .text   utf8    ËD$\f blocks=Latin-1 Supplement,Basic Latin
18   0x000006f6 0x004012f6 5   6    .text   ascii   t\t_^3
19   0x0000073e 0x0040133e 5   6    .text   ascii   t\t_^3
20   0x00000748 0x00401348 4   6    .text   utf8    ËD$\f blocks=Latin-1 Supplement,Basic Latin
21   0x00000762 0x00401362 5   6    .text   ascii   t\t_^3
22   0x0000076c 0x0040136c 4   6    .text   utf8    ËD$\f blocks=Latin-1 Supplement,Basic Latin
23   0x00000791 0x00401391 5   6    .text   ascii   t\t_^3
24   0x000007a1 0x004013a1 5   7    .text   utf8    3\vT$ 
25   0x00000814 0x00401414 4   5    .text   ascii   ]_^[
26   0x00000867 0x00401467 4   6    .text   utf8    3\r|$
27   0x000008cb 0x004014cb 4   5    .text   ascii   T$\fR
28   0x00000911 0x00401511 4   5    .text   ascii   RPQj
29   0x0000093b 0x0040153b 4   5    .text   ascii   D$ j
30   0x00000986 0x00401586 5   6    .text   ascii   PhT A
31   0x0000099c 0x0040159c 4   5    .text   ascii   D$\f2
32   0x000009ac 0x004015ac 4   5    .text   ascii   D$0h
33   0x000009c6 0x004015c6 5   6    .text   ascii   L$0SQ
34   0x00000a0d 0x0040160d 7   8    .text   ascii   FlPh|@A
35   0x00000a36 0x00401636 4   6    .text   utf8    3\r|$
36   0x00000aa2 0x004016a2 6   7    .text   ascii   lSUVWj
37   0x00000aa9 0x004016a9 4   9    .text   utf16le jjjj
38   0x00000acc 0x004016cc 5   6    .text   ascii   D$$0u
39   0x00000aea 0x004016ea 4   5    .text   ascii   _^]3
40   0x00000afe 0x004016fe 6   7    .text   ascii   jPhH0A
41   0x00000b28 0x00401728 4   5    .text   ascii   _^]3
42   0x00000b3d 0x0040173d 4   5    .text   ascii   h "A
