[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000c0 0x000000c0 4   5            ascii   Rich
2    0x000001d0 0x000001d0 5   6            ascii   .text
3    0x000001f7 0x000001f7 7   8            ascii   `.rdata
4    0x0000021f 0x0000021f 6   7            ascii   @.data
5    0x00000248 0x00000248 5   6            ascii   .rsrc
6    0x0000026f 0x0000026f 7   8            ascii   @.reloc
7    0x0000040d 0x1000100d 5   6    .text   ascii   t#9D$
8    0x00000420 0x10001020 5   6    .text   ascii   AACCN
9    0x00000430 0x10001030 5   6    .text   ascii   u\bIIO
10   0x00000448 0x10001048 4   5    .text   ascii   9_^[
11   0x000005c7 0x100011c7 5   8    .text   utf8    eЉE̋E blocks=Basic Latin,Cyrillic,Combining Diacritical Marks
12   0x000005fb 0x100011fb 6   10   .text   utf8    eȉEċEȃ blocks=Basic Latin,Latin Extended-B,Latin Extended-A
13   0x00000785 0x10001385 4   7    .text   utf8    E܁}ܱ blocks=Basic Latin,Syriac
14   0x000007d5 0x100013d5 5   7    .text   utf8    uЋE\bH blocks=Basic Latin,Cyrillic
15   0x00000ba1 0x100017a1 4   6    .text   utf8    |Jǅ, blocks=Basic Latin,Latin Extended-B
16   0x00000cf9 0x100018f9 6   9    .text   utf8    @ËT$\b3 blocks=Basic Latin,Latin-1 Supplement
17   0x00000d31 0x10001931 4   5    .text   ascii   U\fS3
18   0x00000f03 0x10001b03 6   10   .text   utf8    eԉE؋Eԃ blocks=Basic Latin,Cyrillic Supplement,Arabic
19   0x00000f38 0x10001b38 6   10   .text   utf8    ẻEЋẼ blocks=Basic Latin,Combining Diacritical Marks,Cyrillic
20   0x00000f6d 0x10001b6d 6   10   .text   utf8    eĉEȋEă blocks=Basic Latin,Latin Extended-A,Latin Extended-B
21   0x00000f79 0x10001b79 4   7    .text   utf8    EċEȃ blocks=Basic Latin,Latin Extended-A,Latin Extended-B
22   0x000011bb 0x10001dbb 4   6    .text   utf8    ~Xǅl blocks=Basic Latin,Latin Extended-B
23   0x000013a8 0x10001fa8 4   6    .text   utf8    ~EǅD blocks=Basic Latin,Latin Extended-B
24   0x0000148e 0x1000208e 4   6    .text   utf8    |Jǅ, blocks=Basic Latin,Latin Extended-B
25   0x000018ff 0x100024ff 4   7    .text   utf8    E܁}ܪ blocks=Basic Latin,Syriac
26   0x00001922 0x10002522 6   10   .text   utf8    eЉE̋EЃ blocks=Basic Latin,Cyrillic,Combining Diacritical Marks
27   0x00001bb2 0x100027b2 4   6    .text   utf8    }Jǅx blocks=Basic Latin,Latin Extended-B
28   0x00001c58 0x10002858 4   6    .text   utf8    |Jǅh blocks=Basic Latin,Latin Extended-B
29   0x00002105 0x10002d05 4   6    .text   utf8    }Jǅ\b blocks=Basic Latin,Latin Extended-B
30   0x000022f1 0x10002ef1 5   9    .text   utf8    e؉EԋE blocks=Basic Latin,Arabic,Cyrillic Supplement
