[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x00000050 0x00000050 40  41           ascii   This program must be run under Win32\r\n$7
1    0x000002f8 0x000002f8 5   6            ascii   .text
2    0x0000031f 0x0000031f 6   7            ascii   `.data
3    0x00000348 0x00000348 4   5            ascii   .tls
4    0x00000370 0x00000370 6   7            ascii   .rdata
5    0x00000397 0x00000397 7   8            ascii   P.idata
6    0x000003bf 0x000003bf 7   8            ascii   @.edata
7    0x000003e7 0x000003e7 6   7            ascii   @.rsrc
8    0x0000040f 0x0000040f 7   8            ascii   @.reloc
9    0x00000602 0x00401002 10  11   .text   ascii   fb:C++HOOK
10   0x00000665 0x00401065 4   6    .text   utf8    á/1A blocks=Latin-1 Supplement,Basic Latin
11   0x00000683 0x00401083 4   5    .text   ascii   ='1A
12   0x000006b9 0x004010b9 4   5    .text   ascii   5'1A
13   0x000006c4 0x004010c4 4   5    .text   ascii   5'1A
14   0x000006f2 0x004010f2 5   7    .text   utf8    Ã='1A blocks=Latin-1 Supplement,Basic Latin
15   0x000006fd 0x004010fd 4   5    .text   ascii   5'1A
16   0x0000071a 0x0040111a 4   5    .text   ascii   5'1A
17   0x00000725 0x00401125 5   7    .text   utf8    Ã='1A blocks=Latin-1 Supplement,Basic Latin
18   0x00000735 0x00401135 4   5    .text   ascii   5'1A
19   0x0000073f 0x0040113f 4   6    .text   utf8    á'1A blocks=Latin-1 Supplement,Basic Latin
20   0x0000076e 0x0040116e 4   5    .text   ascii   T~\a3
21   0x00000aa5 0x004014a5 4   5    .text   ascii   u\bj\b
22   0x00000ccf 0x004016cf 4   6    .text   utf8    }\r3ɉ blocks=Basic Latin,Latin Extended-B
23   0x00001018 0x00401a18 5   6    .text   ascii   w\fShm
24   0x0000107b 0x00401a7b 4   5    .text   ascii   W\f;U
25   0x0000117b 0x00401b7b 4   6    .text   utf8    PhϾB blocks=Basic Latin,Greek and Coptic
26   0x000011b8 0x00401bb8 4   6    .text   utf8    QhҾB blocks=Basic Latin,Cyrillic
27   0x00001233 0x00401c33 4   5    .text   ascii   t\fVj
28   0x00001243 0x00401c43 5   7    .text   utf8    ^[]ÐU blocks=Basic Latin,Latin-1 Supplement
29   0x00001254 0x00401c54 4   6    .text   utf8    Y]ÐU blocks=Basic Latin,Latin-1 Supplement
30   0x00001264 0x00401c64 6   8    .text   utf8    Y]ÐSVW blocks=Basic Latin,Latin-1 Supplement
31   0x000012ce 0x00401cce 4   6    .text   utf8    _^[Ð blocks=Basic Latin,Latin-1 Supplement
