[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0     0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1     0x0000008c 0x0000008c 4   8            utf8    ϩH蠶B blocks=Greek and Coptic,Basic Latin,CJK Unified Ideographs
2     0x0000009c 0x0000009c 4   8            utf8    ͩH蠶L blocks=Combining Diacritical Marks,Basic Latin,CJK Unified Ideographs
3     0x000000b4 0x000000b4 4   8            utf8    ʩH贵D blocks=IPA Extensions,Basic Latin,CJK Unified Ideographs
4     0x000000d0 0x000000d0 6   8            utf8    RichϩH blocks=Basic Latin,Greek and Coptic
5     0x000001e0 0x000001e0 5   6            ascii   .text
6     0x00000207 0x00000207 7   8            ascii   `.rdata
7     0x0000022f 0x0000022f 6   7            ascii   @.data
8     0x00000258 0x00000258 5   6            ascii   .rsrc
9     0x0000100e 0x0040100e 5   6    .text   ascii   SVWj@
10    0x00001076 0x00401076 5   6    .text   ascii   \ah\b1@
11    0x00001087 0x00401087 4   5    .text   ascii   h\b1@
12    0x000010ff 0x004010ff 5   6    .text   ascii   u\btZV
13    0x000011ab 0x004011ab 4   5    .text   ascii   \t\rh
14    0x000011b9 0x004011b9 4   5    .text   ascii   YYVS
15    0x0000120b 0x0040120b 4   5    .text   ascii   hX1@
16    0x0000121a 0x0040121a 5   6    .text   ascii   #hP1@
17    0x00001228 0x00401228 4   6    .text   utf8    #`A@
18    0x00001230 0x00401230 4   5    .text   ascii   h$1@
19    0x00001287 0x00401287 4   5    .text   ascii   SVWj
20    0x000012d9 0x004012d9 6   7    .text   ascii   u\bhX2@
21    0x00001333 0x00401333 4   5    .text   ascii   hD2@
22    0x0000136d 0x0040136d 4   5    .text   ascii   h<2@
23    0x0000137f 0x0040137f 5   6    .text   ascii   Qh82@
24    0x0000138c 0x0040138c 4   5    .text   ascii   +]\bj
25    0x000013bf 0x004013bf 4   5    .text   ascii   h,2@
26    0x00001477 0x00401477 4   5    .text   ascii   F\bQP
27    0x000014b0 0x004014b0 4   5    .text   ascii   F\fQP
28    0x000014c5 0x004014c5 4   5    .text   ascii   t$\bW
29    0x000014dc 0x004014dc 4   5    .text   ascii   =H0@
30    0x000014ea 0x004014ea 4   5    .text   ascii   =H0@
31    0x00001518 0x00401518 4   5    .text   ascii   ^t\fh
32    0x00001526 0x00401526 4   6    .text   utf8    YËD$ blocks=Basic Latin,Latin-1 Supplement
33    0x0000156a 0x0040156a 5   6    .text   ascii   t\b<\nt
34    0x000015ba 0x004015ba 6   7    .text   ascii   PWhD@@
35    0x000015cd 0x004015cd 4   5    .text   ascii   h<2@
36    0x000015dd 0x004015dd 5   7    .text   utf8    Ӌ=D0@ blocks=Cyrillic,Basic Latin
37    0x000015ea 0x004015ea 5   6    .text   ascii   Qh82@
38    0x00001676 0x00401676 6   7    .text   ascii   u\bhD@@
39    0x000016bc 0x004016bc 4   5    .text   ascii   E\b}\f
40    0x000017fa 0x004017fa 5   6    .text   ascii   Phl3@
41    0x0000182a 0x0040182a 5   6    .text   ascii   PhT3@
42    0x0000183c 0x0040183c 8   9    .text   ascii   YYt"hD3@
43    0x00001857 0x00401857 4   5    .text   ascii   h\f3@
44    0x000018ea 0x004018ea 4   5    .text   ascii   t\tVS
45    0x000018f7 0x004018f7 4   6    .text   utf8    ^[]Á blocks=Basic Latin,Latin-1 Supplement
46    0x00001901 0x00401901 8   9    .text   ascii   SUVWh\b5@
47    0x00001929 0x00401929 6   7    .text   ascii   D$hj@P
48    0x0000197d 0x0040197d 4   5    .text   ascii   D$(j
49    0x000019db 0x004019db 6   7    .text   ascii   D$<j(P
50    0x00001a04 0x00401a04 4   5    .text   ascii   h|4@
51    0x00001a31 0x00401a31 4   5    .text   ascii   hX4@
52    0x00001a47 0x00401a47 4   5    .text   ascii   hP4@
53    0x00001a51 0x00401a51 5   6    .text   ascii   PhP4@
54    0x00001a69 0x00401a69 5   6    .text   ascii   F u"h
55    0x00001a78 0x00401a78 4   5    .text   ascii   Yt\vh
56    0x00001a97 0x00401a97 4   5    .text   ascii   D$ j
57    0x00001aa9 0x00401aa9 4   5    .text   ascii   D$0P
58    0x00001b5c 0x00401b5c 5   6    .text   ascii   \f_^][
59    0x00001bd6 0x00401bd6 4   6    .text   utf8    áHA@ blocks=Latin-1 Supplement,Basic Latin
60    0x00001be6 0x00401be6 4   5    .text   ascii   5\0@
61    0x00001beb 0x00401beb 4   5    .text   ascii   hT5@
62    0x00001bfa 0x00401bfa 6   7    .text   ascii   u,hP5@
63    0x00001c0b 0x00401c0b 6   7    .text   ascii   u\ehH5@
64    0x00001c2f 0x00401c2f 4   5    .text   ascii   5HA@
65    0x00001c46 0x00401c46 4   5    .text   ascii   5HA@
66    0x00001c61 0x00401c61 5   6    .text   ascii   Wh<5@
67    0x00001c7b 0x00401c7b 4   5    .text   ascii   =@@@
68    0x00001c82 0x00401c82 4   5    .text   ascii   5HA@
69    0x00001c8a 0x00401c8a 5   6    .text   ascii   Vh 5@
70    0x00001caf 0x00401caf 4   5    .text   ascii   E\fWP
71    0x00001cba 0x00401cba 4   6    .text   utf8    u\b3ۈ blocks=Basic Latin,Arabic
72    0x00001cda 0x00401cda 4   5    .text   ascii   5\0@
73    0x00001d0b 0x00401d0b 7   8    .text   ascii   Yt\vhp5@
74    0x00001d4f 0x00401d4f 4   5    .text   ascii   hd5@
75    0x00001d7f 0x00401d7f 4   5    .text   ascii   Y_^[
76    0x00001d85 0x00401d85 6   7    .text   ascii   t\fh\5@
77    0x00001de0 0x00401de0 4   6    .text   utf8    \f;ǉE blocks=Basic Latin,Latin Extended-B
78    0x00001de6 0x00401de6 4   5    .text   ascii   tc;E
79    0x00001deb 0x00401deb 4   5    .text   ascii   ~^+E
80    0x00001e0f 0x00401e0f 5   6    .text   ascii   t#G;}
81    0x00001eae 0x00401eae 6   7    .text   ascii   t\e+E\fS
82    0x00001ee2 0x00401ee2 4   5    .text   ascii   +E\fS
83    0x00001f09 0x00401f09 6   7    .text   ascii   E\f_^[]
84    0x00001f3f 0x00401f3f 4   5    .text   ascii   QSVW
85    0x00001f4e 0x00401f4e 4   5    .text   ascii   @Af=
86    0x00001fde 0x00401fde 4   5    .text   ascii   ~|SW
87    0x00002025 0x00402025 4   5    .text   ascii   E\bYY
88    0x0000204f 0x0040204f 4   5    .text   ascii   ;E\f|
89    0x00002075 0x00402075 4   5    .text   ascii   =LA@
90    0x0000207f 0x0040207f 4   5    .text   ascii   5,@@
91    0x00002092 0x00402092 4   5    .text   ascii   5,@@
92    0x000020ca 0x004020ca 4   5    .text   ascii   5,@@
93    0x000020d7 0x004020d7 4   5    .text   ascii   5LA@
94    0x000020ed 0x004020ed 4   5    .text   ascii   5,@@
95    0x000020fa 0x004020fa 4   5    .text   ascii   5LA@
96    0x00002121 0x00402121 4   5    .text   ascii   %(0@
97    0x00002127 0x00402127 4   5    .text   ascii   %,0@
98    0x0000212d 0x0040212d 4   5    .text   ascii   %00@
99    0x00002133 0x00402133 4   5    .text   ascii   %`0@
100   0x00002147 0x00402147 4   5    .text   ascii   L$\br
101   0x00002171 0x00402171 4   5    .text   ascii   %x0@
102   0x00002195 0x00402195 4   5    .text   ascii    SVW
103   0x000021be 0x004021be 4   5    .text   ascii   \r\A@
104   0x000021cc 0x004021cc 4   5    .text   ascii   \rXA@
105   0x000021e5 0x004021e5 4   5    .text   ascii   =0@@
106   0x000021fe 0x004021fe 4   5    .text   ascii   h\f@@
107   0x00002203 0x00402203 4   5    .text   ascii   h\b@@
108   0x0000221a 0x0040221a 4   5    .text   ascii   5PA@
109   0x00002277 0x00402277 4   6    .text   utf8    YYËe blocks=Basic Latin,Latin-1 Supplement
110   0x000022c7 0x004022c7 4   5    .text   ascii   %$0@
111   0x00003100 0x00403100 7   8    .rdata  ascii   P2XDLL/
112   0x00003108 0x00403108 9   10   .rdata  ascii   -p2x_exe=
113   0x00003114 0x00403114 11  12   .rdata  ascii   -p2x_debug=
114   0x00003124 0x00403124 41  42   .rdata  ascii   ERROR: GetProcAddress p2x5124.dll failed\n
115   0x00003150 0x00403150 7   8    .rdata  ascii   RunPerl
116   0x00003158 0x00403158 38  39   .rdata  ascii   ERROR: LoadLibrary p2x5124.dll failed\n
117   0x00003180 0x00403180 11  12   .rdata  ascii   p2x5124.dll
118   0x0000318c 0x0040318c 45  46   .rdata  ascii   For more information visit www.indigostar.com
119   0x000031bc 0x004031bc 4   5    .rdata  ascii   /tmp
120   0x000031c8 0x004031c8 20  21   .rdata  ascii   load Crypt::RSA::Key
121   0x000031e0 0x004031e0 31  32   .rdata  ascii   load key 89234p143x9473892x8204
122   0x00003200 0x00403200 24  25   .rdata  ascii   load Crypt::OpenPGP::CFB
123   0x0000321c 0x0040321c 12  13   .rdata  ascii    signature\r\n
124   0x0000322c 0x0040322c 10  11   .rdata  ascii   dbload 1.0
125   0x0000323c 0x0040323c 5   6    .rdata  ascii   SIZE=
