[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0     0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1     0x000000e8 0x000000e8 4   5            ascii   Rich
2     0x00000200 0x00000200 5   6            ascii   .text
3     0x00000227 0x00000227 7   8            ascii   `.rdata
4     0x0000024f 0x0000024f 6   7            ascii   @.data
5     0x00000278 0x00000278 5   6            ascii   .rsrc
6     0x0000029f 0x0000029f 7   8            ascii   @.reloc
7     0x00000445 0x00401045 6   7    .text   ascii   P\b;Q\bu
8     0x00000453 0x00401053 7   8    .text   ascii   P\f;Q\fu\t
9     0x000008f5 0x004014f5 4   5    .text   ascii   Y_^[
10    0x00000e31 0x00401a31 5   7    .text   utf8    3ҋE\bf blocks=Basic Latin,Cyrillic
11    0x0000106a 0x00401c6a 6   7    .text   ascii   u/h`\tA
12    0x00001080 0x00401c80 4   5    .text   ascii   h|\tA
13    0x00001348 0x00401f48 6   8    .text   utf8    \b3ҋE\ff blocks=Basic Latin,Cyrillic
14    0x000013e2 0x00401fe2 4   5    .text   ascii   U\fRj
15    0x00001411 0x00402011 4   6    .text   utf8    3҃}\f blocks=Basic Latin,Cyrillic
16    0x00001471 0x00402071 4   6    .text   utf8    3҃}\f blocks=Basic Latin,Cyrillic
17    0x000014ce 0x004020ce 6   7    .text   ascii   M\fQj\aj
18    0x000014fe 0x004020fe 4   8    .text   utf8    3ŉE䉍 blocks=Basic Latin,Latin Extended-A,CJK Unified Ideographs Extension A
19    0x00001694 0x00402294 4   5    .text   ascii   4SVW
20    0x000016ad 0x004022ad 4   6    .text   utf8    Mă}\b blocks=Basic Latin,Latin Extended-A
21    0x00001705 0x00402305 9   14   .text   utf8    E\vE\tEЋMЉM blocks=Basic Latin,Cyrillic
22    0x00001785 0x00402385 5   8    .text   utf8    E̋M̉M blocks=Basic Latin,Combining Diacritical Marks
23    0x00001865 0x00402465 4   5    .text   ascii   Y_^[
24    0x00001968 0x00402568 5   6    .text   ascii   }\bd}\a
25    0x00001a30 0x00402630 4   5    .text   ascii   ?~\a3
26    0x00001b56 0x00402756 4   6    .text   utf8    MЃ}\b blocks=Basic Latin,Cyrillic
27    0x00001d92 0x00402992 4   6    .text   utf8    E܋M\b blocks=Basic Latin,Syriac
28    0x00001e02 0x00402a02 4   5    .text   ascii   SVWP
29    0x0000204c 0x00402c4c 4   5    .text   ascii   Y_^[
30    0x000024da 0x004030da 4   6    .text   utf8    ]û0@ blocks=Basic Latin,Latin-1 Supplement
31    0x000027e1 0x004033e1 5   7    .text   utf8    3\vM\bf
32    0x000028b3 0x004034b3 5   7    .text   utf8    3\vM\bf
33    0x000028f6 0x004034f6 4   5    .text   ascii   SVWP
34    0x00002ad1 0x004036d1 5   7    .text   utf8    0u/3\v
35    0x00002df4 0x004039f4 4   5    .text   ascii   Y_^[
36    0x00002e70 0x00403a70 7   15   .text   utf16le jjjjjjj
37    0x00002fc6 0x00403bc6 4   6    .text   utf8    u$ǅp blocks=Basic Latin,Latin Extended-B
38    0x0000387f 0x0040447f 4   5    .text   ascii   =t0h
39    0x00003b25 0x00404725 4   5    .text   ascii   M\bQj
40    0x00003b83 0x00404783 4   5    .text   ascii   U\bRh
41    0x00003e3e 0x00404a3e 4   8    .text   utf8    3ŉE荍 blocks=Basic Latin,Latin Extended-A,CJK Unified Ideographs
42    0x00003f7e 0x00404b7e 4   5    .text   ascii   u1jz
43    0x00004033 0x00404c33 4   6    .text   utf8    u+ǅp blocks=Basic Latin,Latin Extended-B
44    0x0000429e 0x00404e9e 4   8    .text   utf8    3ŉE썍 blocks=Basic Latin,Latin Extended-A,Hangul Syllables
45    0x000043de 0x00404fde 4   5    .text   ascii   u1jz
46    0x00004493 0x00405093 4   6    .text   utf8    u+ǅp blocks=Basic Latin,Latin Extended-B
47    0x00004730 0x00405330 4   5    .text   ascii   u&jz
48    0x00004787 0x00405387 4   7    .text   utf8    U\fR豾 blocks=Basic Latin,CJK Unified Ideographs
49    0x00004c8e 0x0040588e 7   15   .text   utf16le jjjjjjj
50    0x00004d6c 0x0040596c 7   15   .text   utf16le jjjjjjj
51    0x00004eee 0x00405aee 6   7    .text   ascii   u&hD\vA
52    0x00004f04 0x00405b04 4   5    .text   ascii   h`\vA
53    0x000050da 0x00405cda 6   7    .text   ascii   u/hD\vA
54    0x000050f6 0x00405cf6 4   5    .text   ascii   h|\vA
55    0x000051a7 0x00405da7 5   6    .text   ascii   ;H\fsf
56    0x00005277 0x00405e77 5   6    .text   ascii   ;H\fsf
57    0x0000541a 0x0040601a 4   5    .text   ascii   E\bPh
58    0x000054ef 0x004060ef 4   7    .text   utf8    E\fP良 blocks=Basic Latin,CJK Unified Ideographs
59    0x00005618 0x00406218 4   5    .text   ascii   E\bPj
60    0x00005664 0x00406264 5   6    .text   ascii   ;H\fs&
61    0x000056d4 0x004062d4 4   5    .text   ascii   ;H\fs
62    0x000057f1 0x004063f1 4   5    .text   ascii   M\f+M
63    0x00005986 0x00406586 4   5    .text   ascii   h$\fA
64    0x00005ec2 0x00406ac2 4   5    .text   ascii   h\b\rA
65    0x00005ee3 0x00406ae3 4   5    .text   ascii   h4\rA
66    0x00005efb 0x00406afb 4   5    .text   ascii   h\\rA
67    0x00005f85 0x00406b85 164 165  .text   ascii   \t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t
68    0x0000602b 0x00406c2b 24  25   .text   ascii   \t\t\t\t\t\t\t\t\a\t\t\t\t\t\t\t\t\t\t\t\t\t\t\b
69    0x000062d9 0x00406ed9 4   5    .text   ascii   ;B\b}
70    0x00006381 0x00406f81 8   9    .text   ascii   M\b;H\b|\fj
71    0x000063c1 0x00406fc1 8   9    .text   ascii   M\b;H\b|\fj
72    0x000065b1 0x004071b1 5   6    .text   ascii   ;Q\b}(
73    0x0000695c 0x0040755c 5   6    .text   ascii   Dv\nhW
74    0x00006aab 0x004076ab 4   5    .text   ascii   u\nhW
75    0x00006ac7 0x004076c7 5   6    .text   ascii   Dv\nhW
76    0x00006fcf 0x00407bcf 4   5    .text   ascii   U\fRh
77    0x0000701a 0x00407c1a 4   6    .text   utf8    3\tF,
78    0x0000708d 0x00407c8d 8   9    .text   ascii   ^\b;^\fs!W
79    0x000070af 0x00407caf 4   5    .text   ascii   ;^\fr
80    0x0000710a 0x00407d0a 4   6    .text   utf8    ^Ày\b blocks=Basic Latin,Latin-1 Supplement
81    0x00007162 0x00407d62 5   6    .text   ascii   9E\bu\t
82    0x0000716f 0x00407d6f 6   7    .text   ascii   !9E\fu\f
83    0x00007279 0x00407e79 4   5    .text   ascii   E\bVP
84    0x000072dd 0x00407edd 4   5    .text   ascii   E\fVP
85    0x00007368 0x00407f68 5   6    .text   ascii   M\b+M\f
86    0x00007387 0x00407f87 4   5    .text   ascii   8csm
87    0x000073b0 0x00407fb0 4   5    .text   ascii   j\fhH
88    0x000073d3 0x00407fd3 5   6    .text   ascii   x\v)u\b
89    0x00007420 0x00408020 4   5    .text   ascii   5|<A
90    0x0000744f 0x0040804f 4   5    .text   ascii   5|<A
91    0x0000745a 0x0040805a 4   5    .text   ascii   5x<A
92    0x00007487 0x00408087 4   6    .text   utf8    ֣|<A blocks=Hebrew,Basic Latin
93    0x000074e8 0x004080e8 4   5    .text   ascii   t%Vh
94    0x000074f4 0x004080f4 4   5    .text   ascii   6j\fW
95    0x0000753f 0x0040813f 4   5    .text   ascii   $\4A
96    0x0000754f 0x0040814f 4   5    .text   ascii   hL4A
97    0x00007554 0x00408154 4   5    .text   ascii   hP4A
98    0x00007559 0x00408159 4   5    .text   ascii   hH4A
99    0x0000756e 0x0040816e 4   5    .text   ascii   }\bj\b
100   0x000075fc 0x004081fc 4   5    .text   ascii   5l<A
101   0x0000761c 0x0040821c 4   5    .text   ascii   5d4A
102   0x00007628 0x00408228 4   5    .text   ascii   u\eh0
103   0x00007648 0x00408248 4   5    .text   ascii   u\bSW
104   0x0000765a 0x0040825a 4   5    .text   ascii   ht<A
105   0x00007667 0x00408267 4   5    .text   ascii   t\nSj
106   0x0000768b 0x0040828b 5   6    .text   ascii    wOf;
107   0x000076a3 0x004082a3 5   6    .text   ascii    w\a@@
108   0x000076b9 0x004082b9 7   8    .text   ascii   j\nYQPSh
109   0x000076e0 0x004082e0 4   5    .text   ascii   "u\v3
110   0x000076ee 0x004082ee 4   7    .text   utf8    @@됋E blocks=Basic Latin,Hangul Syllables
111   0x00007703 0x00408303 4   6    .text   utf8    YYËe blocks=Basic Latin,Latin-1 Supplement
112   0x0000770a 0x0040830a 5   7    .text   utf8    Eأ`4A blocks=Basic Latin,Arabic
113   0x0000780a 0x0040840a 4   5    .text   ascii   =,0A
114   0x00007824 0x00408424 4   5    .text   ascii   =(0A
115   0x00007893 0x00408493 5   6    .text   ascii   Y__^[
116   0x000078ac 0x004084ac 4   5    .text   ascii   u\bh0
117   0x000078d3 0x004084d3 4   5    .text   ascii   \rl5A
118   0x000078e5 0x004084e5 4   5    .text   ascii   5`5A
119   0x000078eb 0x004084eb 4   5    .text   ascii   =\5A
120   0x000078f9 0x004084f9 4   5    .text   ascii   \r|5A
121   0x0000790e 0x0040850e 4   5    .text   ascii   %P5A
122   0x00007915 0x00408515 4   5    .text   ascii   -L5A
123   0x000079eb 0x004085eb 4   5    .text   ascii   8csm
124   0x00007aa4 0x004086a4 4   6    .text   utf8    ]ËA< blocks=Basic Latin,Latin-1 Supplement
125   0x00007aaa 0x004086aa 4   6    .text   utf8    A8PE
126   0x00007b0f 0x0040870f 4   5    .text   ascii   _^[]
127   0x00007b3a 0x0040873a 4   5    .text   ascii   \bSVW
128   0x00007ba3 0x004087a3 4   5    .text   ascii   Y_^[
129   0x00007bd5 0x004087d5 4   5    .text   ascii   Y_^[
130   0x00007c04 0x00408804 7   8    .text   ascii   t\rVVVVV
131   0x00007d64 0x00408964 5   7    .text   utf8    3\vM\bf
132   0x00007e32 0x00408a32 4   5    .text   ascii   E\f;E
133   0x00007f29 0x00408b29 5   6    .text   ascii   t\ej\nh
134   0x00007f6f 0x00408b6f 4   5    .text   ascii   M\fQh
135   0x000081b6 0x00408db6 4   5    .text   ascii   M\bQh
136   0x000081d0 0x00408dd0 4   5    .text   ascii   E\bPh
137   0x000081fb 0x00408dfb 4   5    .text   ascii   E\fPh
138   0x00008832 0x00409432 4   5    .text   ascii   SVWP
139   0x00008853 0x00409453 4   5    .text   ascii   M\b;\r
140   0x0000888a 0x0040948a 4   5    .text   ascii   =\b8A
141   0x0000897c 0x0040957c 4   5    .text   ascii   =\b8A
142   0x00008a25 0x00409625 4   5    .text   ascii   =\b8A
143   0x00008a67 0x00409667 4   5    .text   ascii   \r\b8A
144   0x00008b01 0x00409701 4   5    .text   ascii   \r\b8A
145   0x00008c0a 0x0040980a 4   5    .text   ascii   M\fQh
146   0x00008d7b 0x0040997b 4   5    .text   ascii   \fj\nh
147   0x00008e55 0x00409a55 4   5    .text   ascii   \r\b8A
148   0x00008eb9 0x00409ab9 4   5    .text   ascii   Y_^[
149   0x00008f9a 0x00409b9a 5   6    .text   ascii   E\bPh0
150   0x00009575 0x0040a175 5   8    .text   utf8    EԋEԉE blocks=Basic Latin,Cyrillic Supplement
151   0x000095bc 0x0040a1bc 4   5    .text   ascii   E\bPh
152   0x000095ff 0x0040a1ff 4   5    .text   ascii   M\bQh
153   0x0000961e 0x0040a21e 5   6    .text   ascii   M\bQh 
154   0x000096a5 0x0040a2a5 4   5    .text   ascii   j\nj 
155   0x000096e1 0x0040a2e1 5   6    .text   ascii   Aj\nj 
156   0x00009724 0x0040a324 5   6    .text   ascii   Aj\nj 
157   0x000097e4 0x0040a3e4 4   5    .text   ascii   U\fRh
158   0x00009ed4 0x0040aad4 5   7    .text   utf8    3\vM\bf
159   0x0000a40b 0x0040b00b 4   5    .text   ascii   E\bPj
160   0x0000a4ef 0x0040b0ef 4   6    .text   utf8    E̋H\f blocks=Basic Latin,Combining Diacritical Marks
161   0x0000a55f 0x0040b15f 4   9    .text   utf16le jjjj
162   0x0000a735 0x0040b335 4   9    .text   utf16le jjjj
163   0x0000a822 0x0040b422 4   5    .text   ascii   E\f;E
164   0x0000a91e 0x0040b51e 5   8    .text   utf8    3ŉE܋E blocks=Basic Latin,Latin Extended-A,Syriac
165   0x0000a92c 0x0040b52c 4   5    .text   ascii   U\bRj
166   0x0000a997 0x0040b597 4   5    .text   ascii   ugh(
167   0x0000aa36 0x0040b636 4   5    .text   ascii   \fj\nh
168   0x0000ab74 0x0040b774 4   5    .text   ascii   M\bQh
169   0x0000ac0e 0x0040b80e 4   5    .text   ascii   U\bRh
170   0x0000ada6 0x0040b9a6 4   5    .text   ascii   \fj\nh
171   0x0000aea6 0x0040baa6 5   6    .text   ascii   ;U\ft\a
172   0x0000b1b3 0x0040bdb3 5   6    .text   ascii   Ph\b\aA
173   0x0000b1c6 0x0040bdc6 4   5    .text   ascii   h<\aA
174   0x0000b1f3 0x0040bdf3 5   6    .text   ascii   RhX\aA
175   0x0000b1f9 0x0040bdf9 4   5    .text   ascii   h\\aA
176   0x0000b3f8 0x0040bff8 5   6    .text   ascii   Ph8\bA
177   0x0000b417 0x0040c017 5   6    .text   ascii   Qhh\bA
178   0x0000b7f6 0x0040c3f6 4   5    .text   ascii   \fj\nh
179   0x0000bc16 0x0040c816 4   5    .text   ascii   U\bRh
180   0x0000bc37 0x0040c837 5   6    .text   ascii   E\bPh@
181   0x0000bd0f 0x0040c90f 4   5    .text   ascii   \fh4\f
182   0x0000c45f 0x0040d05f 4   5    .text   ascii   \rP<A
183   0x0000c4c7 0x0040d0c7 4   5    .text   ascii   E\bPj
184   0x0000c4e1 0x0040d0e1 4   5    .text   ascii   \r \tA
185   0x0000c50f 0x0040d10f 6   7    .text   ascii   t^h(\tA
186   0x0000c52a 0x0040d12a 5   6    .text   ascii   Qh<\tA
187   0x0000c54d 0x0040d14d 5   6    .text   ascii   .hL\tA
188   0x0000c5ff 0x0040d1ff 4   6    .text   utf8    ̋T$\b blocks=Combining Diacritical Marks,Basic Latin
189   0x0000ca00 0x0040d600 4   5    .text   ascii   h 4A
