[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x00000080 0x00000080 4   5            ascii   ZQ\ni
2    0x0000009d 0x0000009d 4   5            ascii   0d:9
3    0x000000a9 0x000000a9 7   8            ascii   0e:W0d:
4    0x000000b3 0x000000b3 5   6            ascii   :T0d:
5    0x000000cd 0x000000cd 7   8            ascii   0d:Rich
6    0x000001e0 0x000001e0 5   6            ascii   .text
7    0x00000207 0x00000207 7   8            ascii   `.rdata
8    0x0000022f 0x0000022f 6   7            ascii   @.data
9    0x00000258 0x00000258 5   6            ascii   .rsrc
10   0x00001061 0x00401061 4   5    .text   ascii   D$\ni
11   0x0000107a 0x0040107a 4   5    .text   ascii   T$\n:
12   0x00001088 0x00401088 6   7    .text   ascii   D$\n<Qu
13   0x00001096 0x00401096 5   7    .text   utf8    T$\niɃ blocks=Basic Latin,Latin Extended-B
14   0x000010a5 0x004010a5 5   7    .text   utf8    3ʈL$\n blocks=Basic Latin,IPA Extensions
15   0x000010bd 0x004010bd 4   5    .text   ascii   L$\n3
16   0x000010e9 0x004010e9 6   7    .text   ascii   L$\v<Aw
17   0x000010fe 0x004010fe 5   7    .text   utf8    D$\n3Ѐ blocks=Basic Latin,Cyrillic
18   0x00001173 0x00401173 4   5    .text   ascii   L$\v#
19   0x0000118b 0x0040118b 4   5    .text   ascii   D$\v]
20   0x00001196 0x00401196 5   7    .text   utf8    ÊL$\nV blocks=Latin-1 Supplement,Basic Latin
21   0x000011d3 0x004011d3 4   6    .text   utf8    UPkɚ blocks=Basic Latin,IPA Extensions
22   0x00001294 0x00401294 5   6    .text   ascii   L$ Qj
23   0x00001338 0x00401338 5   7    .text   utf8    !3ЈT$ blocks=Basic Latin,Cyrillic
24   0x00001410 0x00401410 5   7    .text   utf8    \t#ʈL$ blocks=Basic Latin,IPA Extensions
25   0x000014e6 0x004014e6 4   6    .text   utf8    3ЋD$ blocks=Basic Latin,Cyrillic
26   0x0000163b 0x0040163b 4   5    .text   ascii   +A\ff
27   0x00001647 0x00401647 4   6    .text   utf8    ȉL$\f blocks=Latin Extended-B,Basic Latin
28   0x00001787 0x00401787 5   7    .text   utf8    ʋT$ % blocks=IPA Extensions,Basic Latin
29   0x0000185d 0x0040185d 4   5    .text   ascii   _^][
30   0x00001891 0x00401891 4   5    .text   ascii   L$\bV
31   0x000018ba 0x004018ba 5   7    .text   utf8    T$\fiң blocks=Basic Latin,Cyrillic
32   0x000018cf 0x004018cf 4   5    .text   ascii   Lqer
33   0x000018f1 0x004018f1 4   5    .text   ascii   L$\fi
34   0x00001938 0x00401938 4   5    .text   ascii   32.d
35   0x00001997 0x00401997 4   7    .text   utf8    D$\a뤃 blocks=Basic Latin,Hangul Syllables
36   0x000019a2 0x004019a2 4   5    .text   ascii   D$\f^
37   0x000019a8 0x004019a8 4   6    .text   utf8    (ËL$ blocks=Basic Latin,Latin-1 Supplement
38   0x000019db 0x004019db 4   5    .text   ascii   D$\f3
39   0x000019e2 0x004019e2 4   5    .text   ascii   D$\bf
40   0x00001a11 0x00401a11 4   5    .text   ascii   D$ P
41   0x00001a7f 0x00401a7f 5   7    .text   utf8    D$\f3Ѓ blocks=Basic Latin,Cyrillic
42   0x00001a89 0x00401a89 6   7    .text   ascii   rqewRV
43   0x00001acd 0x00401acd 4   5    .text   ascii   t$\f4
44   0x00001b39 0x00401b39 4   6    .text   utf8    (ËT$ blocks=Basic Latin,Latin-1 Supplement
