[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000d0 0x000000d0 4   5            ascii   Rich
2    0x000001d8 0x000001d8 5   6            ascii   .text
3    0x000001ff 0x000001ff 7   8            ascii   `.rdata
4    0x00000227 0x00000227 6   7            ascii   @.data
5    0x00000250 0x00000250 5   6            ascii   .rsrc
6    0x0000040a 0x0040100a 4   5    .text   ascii   h}t@
7    0x0000041f 0x0040101f 4   5    .text   ascii   hSVW
8    0x00000475 0x00401075 4   5    .text   ascii   u\fhp
9    0x000004d8 0x004010d8 5   6    .text   ascii   >"u:F
10   0x00000521 0x00401121 7   8    .text   ascii   j\nXPVSS
11   0x0000054f 0x0040114f 4   6    .text   utf8    YYËe blocks=Basic Latin,Latin-1 Supplement
12   0x000005a8 0x004011a8 4   5    .text   ascii   U\bRh
13   0x000005d8 0x004011d8 4   5    .text   ascii   M\bQj
14   0x00000604 0x00401204 4   5    .text   ascii   U\bRj
15   0x00000655 0x00401255 4   6    .text   utf8     3\tE
16   0x000007fb 0x004013fb 4   5    .text   ascii   J\f+H
17   0x00000808 0x00401408 5   6    .text   ascii   J\b+\bQ
18   0x00000afc 0x004016fc 4   5    .text   ascii   U\fRj
19   0x00000b1c 0x0040171c 4   5    .text   ascii   U\fRj
20   0x00000b56 0x00401756 4   5    .text   ascii   Q\fRh
21   0x00000b9c 0x0040179c 5   6    .text   ascii   Q\fRh$
22   0x00000d56 0x00401956 4   5    .text   ascii   Q\fRh
23   0x00000e51 0x00401a51 7   11   .text   utf8    M؋U؉Uȃ} blocks=Basic Latin,Arabic,Latin Extended-B
24   0x00000eaf 0x00401aaf 7   11   .text   utf8    MЋUЉUă} blocks=Basic Latin,Cyrillic,Latin Extended-A
25   0x00000f25 0x00401b25 5   9    .text   utf8    M̋ỦU blocks=Basic Latin,Combining Diacritical Marks
26   0x00000fa6 0x00401ba6 4   5    .text   ascii   Q\fRh
27   0x00001146 0x00401d46 4   5    .text   ascii   Q\fRh
28   0x000012db 0x00401edb 4   5    .text   ascii   u h<
29   0x00001326 0x00401f26 5   6    .text   ascii   U\bRh`
30   0x00001573 0x00402173 4   5    .text   ascii   U\bRj
31   0x00001606 0x00402206 5   6    .text   ascii   Q\fRh<
32   0x00001646 0x00402246 4   5    .text   ascii   u hH
33   0x00001726 0x00402326 4   6    .text   utf8    \bhД@ blocks=Basic Latin,Cyrillic
34   0x00001754 0x00402354 4   6    .text   utf8    Rhؔ@ blocks=Basic Latin,Arabic
35   0x000017b6 0x004023b6 4   5    .text   ascii   Q\fRh
36   0x0000181a 0x0040241a 4   5    .text   ascii   E\bPh
37   0x0000182f 0x0040242f 4   5    .text   ascii   U\fRh
38   0x000018f6 0x004024f6 5   6    .text   ascii   Q\fRh|
39   0x00001a3b 0x0040263b 4   5    .text   ascii   u hl
40   0x00001aa5 0x004026a5 4   5    .text   ascii   E\bPh
