Metadata Signature: 0xaa9c 0x10001424a5342 12
.NET Version: v4.0.30319
Number of Metadata Streams: 5
DirectoryAddress: 6c Size: 5e54
Stream name: #~ 4
DirectoryAddress: 5ec0 Size: 36b0
Stream name: #Strings 12
DirectoryAddress: 9570 Size: 6de24
Stream name: #US 4
DirectoryAddress: 77394 Size: 10
Stream name: #GUID 8
DirectoryAddress: 773a4 Size: 1c3c
Stream name: #Blob 8
[Strings]
nth  paddr      vaddr      len  size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44   45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x00000178 0x00000178 5    6            ascii   .text
2    0x0000019f 0x0000019f 6    7            ascii   `.rsrc
3    0x000001c7 0x000001c7 7    8            ascii   @.reloc
4    0x0000033b 0x0040213b 6    7    .text   ascii   \n\v\a,!r
5    0x000003b1 0x004021b1 5    6    .text   ascii   \n\v\at$
6    0x0000079f 0x0040259f 4    5    .text   ascii   @[X}
7    0x000007c6 0x004025c6 4    5    .text   ascii   @[X}
8    0x00000b05 0x00402905 4    5    .text   ascii   \v\asI
9    0x00000b16 0x00402916 4    5    .text   ascii   \a,\b\b
10   0x00000b2a 0x0040292a 4    5    .text   ascii   \b,\b\b
11   0x00000b3a 0x0040293a 4    5    .text   ascii   \n\aoL
12   0x00000b42 0x00402942 7    8    .text   ascii   \r\t\t \n &
13   0x00000b6e 0x0040296e 4    5    .text   ascii   @[(O
14   0x00000b91 0x00402991 4    5    .text   ascii   @[(O
15   0x00000be8 0x004029e8 4    5    .text   ascii   \t\tl#
16   0x00000bf3 0x004029f3 4    5    .text   ascii   @[(W
17   0x00000bfb 0x004029fb 4    5    .text   ascii   k\tl#
18   0x00000c06 0x00402a06 4    5    .text   ascii   @[(W
19   0x00000c3a 0x00402a3a 4    5    .text   ascii   @[(W
20   0x00000c54 0x00402a54 4    5    .text   ascii   @[(W
21   0x00000cfc 0x00402afc 4    5    .text   ascii   \t\to_
22   0x00000d63 0x00402b63 4    5    .text   ascii   \n\n+E
23   0x00000d6d 0x00402b6d 5    6    .text   ascii   \n\v\a{&
24   0x00000d83 0x00402b83 5    6    .text   ascii   \n\r\to`
25   0x00000e57 0x00402c57 4    5    .text   ascii   %\v\aJ
26   0x00000e6f 0x00402c6f 4    5    .text   ascii   \f\b,\a
27   0x00000ec6 0x00402cc6 5    6    .text   ascii   \nkZ(n
28   0x00000f4b 0x00402d4b 4    5    .text   ascii   \f\b,'
29   0x00000f5f 0x00402d5f 4    5    .text   ascii   \n\aor
30   0x00000fa2 0x00402da2 4    5    .text   ascii   \r\t,'
31   0x00000fb6 0x00402db6 4    5    .text   ascii   \n\aor
32   0x0000100f 0x00402e0f 4    5    .text   ascii   \n\aor
33   0x00001042 0x00402e42 5    6    .text   ascii   $tI+\v
34   0x000011cb 0x00402fcb 4    5    .text   ascii   \n\aor
35   0x0000141c 0x0040321c 4    5    .text   ascii   \n,\ar
36   0x0000162e 0x0040342e 4    5    .text   ascii   p+O\e
37   0x000017dc 0x004035dc 4    5    .text   ascii   \n\a\b(
38   0x00001847 0x00403647 4    5    .text   ascii   \v\a,\a
39   0x00001871 0x00403671 5    6    .text   ascii   %\v\ao&
40   0x000018b8 0x004036b8 4    5    .text   ascii   \f\b,\a
41   0x000018d5 0x004036d5 5    6    .text   ascii   \r\t,\vr
42   0x00001949 0x00403749 5    6    .text   ascii   \nz\b\n+
43   0x00001975 0x00403775 5    6    .text   ascii   \f\b,\vr
44   0x00001988 0x00403788 5    6    .text   ascii   \r\t,\vr
45   0x000019fd 0x004037fd 5    6    .text   ascii   \v\a,\vr
46   0x00001a10 0x00403810 5    6    .text   ascii   \f\b,\vr
47   0x00001a54 0x00403854 6    7    .text   ascii   \v\t,\a\to
48   0x00001ac4 0x004038c4 6    7    .text   ascii   \f\b,\t\ao
49   0x00001acd 0x004038cd 4    5    .text   ascii   \n\n+.
50   0x00001ad7 0x004038d7 4    5    .text   ascii   \n,\a~
51   0x00001b69 0x00403969 5    6    .text   ascii   \v\a,\vr
52   0x00001b83 0x00403983 4    5    .text   ascii   \n,\a~
53   0x00001bfd 0x004039fd 5    6    .text   ascii   \v\a,\vr
54   0x00001c17 0x00403a17 4    5    .text   ascii   \n,\a~
55   0x00001c55 0x00403a55 5    6    .text   ascii   \v\a,\vr
56   0x00001c68 0x00403a68 5    6    .text   ascii   \f\b,\vr
57   0x00002483 0x00404283 5    6    .text   ascii   \v\a,\a\a
58   0x0000249b 0x0040429b 5    6    .text   ascii   \v\a,\a\a
59   0x000024d3 0x004042d3 5    6    .text   ascii   \v\a,\a\a
60   0x000024eb 0x004042eb 5    6    .text   ascii   \v\a,\a\a
61   0x000029c3 0x004047c3 5    6    .text   ascii   \v\a,\a\a
62   0x000029db 0x004047db 5    6    .text   ascii   \v\a,\a\a
63   0x00002a23 0x00404823 5    6    .text   ascii   \v\a,\a\a
64   0x00002a3b 0x0040483b 5    6    .text   ascii   \v\a,\a\a
65   0x00002a73 0x00404873 5    6    .text   ascii   \v\a,\a\a
66   0x00002a8b 0x0040488b 5    6    .text   ascii   \v\a,\a\a
67   0x00002aaf 0x004048af 4    5    .text   ascii   \n\n*&
68   0x00002af0 0x004048f0 4    5    .text   ascii   \v\a,P
69   0x00002b19 0x00404919 4    5    .text   ascii   \n\f(\a
70   0x0000321f 0x0040501f 5    6    .text   ascii   \v\a,\a\a
71   0x00003237 0x00405037 5    6    .text   ascii   \v\a,\a\a
72   0x0000326f 0x0040506f 5    6    .text   ascii   \v\a,\a\a
73   0x00003287 0x00405087 5    6    .text   ascii   \v\a,\a\a
74   0x000032e3 0x004050e3 5    6    .text   ascii   \v\a,\a\a
75   0x000032fb 0x004050fb 5    6    .text   ascii   \v\a,\a\a
76   0x0000337f 0x0040517f 5    6    .text   ascii   \v\a,\a\a
77   0x00003397 0x00405197 5    6    .text   ascii   \v\a,\a\a
78   0x00003431 0x00405231 4    5    .text   ascii   \v\a,"
79   0x00003907 0x00405707 4    5    .text   ascii   \r\t,\f
