[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x00000178 0x00000178 5   6            ascii   .code
2    0x0000019f 0x0000019f 6   7            ascii   `.text
3    0x000001c7 0x000001c7 7   8            ascii   `.rdata
4    0x000001ef 0x000001ef 6   7            ascii   @.data
5    0x00000218 0x00000218 5   6            ascii   .rsrc
6    0x0000040a 0x0040100a 4   5    .code   ascii   hT3A
7    0x0000049f 0x0040109f 4   5    .code   ascii   5l4A
8    0x000004ae 0x004010ae 4   5    .code   ascii   hP A
9    0x000004c4 0x004010c4 4   5    .code   ascii   hd4A
10   0x000004c9 0x004010c9 4   5    .code   ascii   h` A
11   0x00000502 0x00401102 4   5    .code   ascii   5t4A
12   0x00000511 0x00401111 4   5    .code   ascii   hX A
13   0x0000052d 0x0040112d 4   5    .code   ascii   \r$4A
14   0x00000551 0x00401151 4   5    .code   ascii   -\f4A
15   0x00000557 0x00401157 4   5    .code   ascii   5\b4A
16   0x000005d2 0x004011d2 4   5    .code   ascii   h|3A
17   0x000005e5 0x004011e5 4   5    .code   ascii   5$4A
18   0x000005eb 0x004011eb 4   5    .code   ascii   5|3A
19   0x000005f5 0x004011f5 4   5    .code   ascii   h|3A
20   0x00000608 0x00401208 4   5    .code   ascii   5$4A
21   0x00000613 0x00401213 4   5    .code   ascii   5|3A
22   0x00000630 0x00401230 4   5    .code   ascii   5$4A
23   0x0000063b 0x0040123b 4   5    .code   ascii   5|3A
24   0x00000658 0x00401258 4   5    .code   ascii   5$4A
25   0x00000663 0x00401263 4   5    .code   ascii   5|3A
26   0x0000066d 0x0040126d 4   5    .code   ascii   h`4A
27   0x00000680 0x00401280 4   5    .code   ascii   5$4A
28   0x0000068b 0x0040128b 4   5    .code   ascii   5|3A
29   0x000006a8 0x004012a8 4   5    .code   ascii   5$4A
30   0x000006b3 0x004012b3 4   5    .code   ascii   5|3A
31   0x000006d0 0x004012d0 4   5    .code   ascii   5$4A
32   0x000006db 0x004012db 4   5    .code   ascii   5|3A
33   0x000006e5 0x004012e5 4   5    .code   ascii   hT4A
34   0x000006f8 0x004012f8 4   5    .code   ascii   5$4A
35   0x00000703 0x00401303 4   5    .code   ascii   5|3A
36   0x00000720 0x00401320 4   5    .code   ascii   5$4A
37   0x0000072b 0x0040132b 4   5    .code   ascii   5|3A
38   0x00000735 0x00401335 4   5    .code   ascii   hL4A
39   0x00000748 0x00401348 4   5    .code   ascii   5$4A
40   0x00000753 0x00401353 4   5    .code   ascii   5|3A
41   0x0000075d 0x0040135d 4   5    .code   ascii   hp3A
42   0x00000770 0x00401370 4   5    .code   ascii   5$4A
43   0x0000077b 0x0040137b 4   5    .code   ascii   5|3A
44   0x00000785 0x00401385 4   5    .code   ascii   hP4A
45   0x00000798 0x00401398 4   5    .code   ascii   5$4A
46   0x000007a3 0x004013a3 4   5    .code   ascii   5|3A
47   0x000007c0 0x004013c0 4   5    .code   ascii   5$4A
48   0x000007cb 0x004013cb 4   5    .code   ascii   5|3A
49   0x000007e8 0x004013e8 4   5    .code   ascii   5$4A
50   0x000007f3 0x004013f3 4   5    .code   ascii   5|3A
51   0x000007fd 0x004013fd 4   5    .code   ascii   h,4A
52   0x00000810 0x00401410 4   5    .code   ascii   5$4A
53   0x0000081b 0x0040141b 4   5    .code   ascii   5|3A
54   0x00000838 0x00401438 4   5    .code   ascii   5$4A
55   0x00000843 0x00401443 4   5    .code   ascii   5|3A
56   0x0000084d 0x0040144d 4   5    .code   ascii   h<4A
57   0x00000860 0x00401460 4   5    .code   ascii   5$4A
58   0x0000086b 0x0040146b 4   5    .code   ascii   5|3A
59   0x00000875 0x00401475 4   5    .code   ascii   h(4A
60   0x00000888 0x00401488 4   5    .code   ascii   5$4A
61   0x00000893 0x00401493 4   5    .code   ascii   5|3A
62   0x0000089d 0x0040149d 4   5    .code   ascii   h@4A
63   0x000008b0 0x004014b0 4   5    .code   ascii   5$4A
64   0x000008bb 0x004014bb 4   5    .code   ascii   5|3A
65   0x000008d8 0x004014d8 4   5    .code   ascii   5$4A
66   0x000008e3 0x004014e3 4   5    .code   ascii   5|3A
67   0x00000900 0x00401500 4   5    .code   ascii   5$4A
68   0x0000090b 0x0040150b 4   5    .code   ascii   5|3A
69   0x00000915 0x00401515 4   5    .code   ascii   hd3A
70   0x00000928 0x00401528 4   5    .code   ascii   5$4A
71   0x00000933 0x00401533 4   5    .code   ascii   5|3A
72   0x00000950 0x00401550 4   5    .code   ascii   2}\eh
73   0x00000959 0x00401559 4   5    .code   ascii   5<4A
74   0x0000095f 0x0040155f 4   5    .code   ascii   5P4A
75   0x00000a66 0x00401666 4   5    .code   ascii   h\4A
76   0x00000b33 0x00401733 4   5    .code   ascii   5X9A
77   0x00000b3d 0x0040173d 4   5    .code   ascii   hD4A
78   0x00000b65 0x00401765 4   5    .code   ascii   5X9A
79   0x00000b9a 0x0040179a 4   5    .code   ascii   h/ A
80   0x00000bd1 0x004017d1 4   5    .code   ascii   5P4A
81   0x00000be5 0x004017e5 4   5    .code   ascii   h- A
82   0x00000c02 0x00401802 4   5    .code   ascii   5t3A
83   0x00000c08 0x00401808 4   5    .code   ascii   5`3A
84   0x00000c2a 0x0040182a 4   5    .code   ascii   5P4A
85   0x00000c3e 0x0040183e 4   5    .code   ascii   h' A
86   0x00000c7e 0x0040187e 4   5    .code   ascii   5P4A
87   0x00000c92 0x00401892 4   5    .code   ascii   h+ A
88   0x00000cc4 0x004018c4 4   5    .code   ascii   h) A
89   0x00000cf6 0x004018f6 4   5    .code   ascii   h1 A
90   0x00000d24 0x00401924 4   5    .code   ascii   5X9A
91   0x00000d2e 0x0040192e 4   5    .code   ascii   h 4A
92   0x00000d43 0x00401943 4   5    .code   ascii   5@4A
93   0x00000db2 0x004019b2 4   5    .code   ascii   h= A
94   0x00000e04 0x00401a04 4   5    .code   ascii   5H4A
95   0x00000e49 0x00401a49 4   5    .code   ascii   h 4A
96   0x00000e6c 0x00401a6c 4   7    .code   utf8    $u<跶 blocks=Basic Latin,CJK Unified Ideographs
97   0x00000e91 0x00401a91 4   5    .code   ascii   h 4A
98   0x00000eba 0x00401aba 4   5    .code   ascii   5 4A
99   0x00000edf 0x00401adf 4   5    .code   ascii   5t3A
100  0x00000ee5 0x00401ae5 4   5    .code   ascii   5`3A
101  0x00000ef2 0x00401af2 4   5    .code   ascii   \rX9A
102  0x00000ef8 0x00401af8 4   5    .code   ascii   \r\"A
103  0x00000f10 0x00401b10 4   5    .code   ascii   5,4A
104  0x00000f16 0x00401b16 4   5    .code   ascii   5P4A
105  0x00000f21 0x00401b21 4   5    .code   ascii   5H4A
106  0x00000f35 0x00401b35 4   5    .code   ascii   h3 A
107  0x00000f54 0x00401b54 4   5    .code   ascii   5l3A
108  0x00000f60 0x00401b60 4   5    .code   ascii   5h3A
109  0x00000f66 0x00401b66 4   5    .code   ascii   544A
110  0x00000f7e 0x00401b7e 4   5    .code   ascii   5 4A
111  0x00000f97 0x00401b97 4   5    .code   ascii   5h3A
112  0x00000f9d 0x00401b9d 4   5    .code   ascii   584A
113  0x00000ff4 0x00401bf4 4   5    .code   ascii   \rX9A
114  0x00000ffa 0x00401bfa 4   5    .code   ascii   \r\"A
115  0x0000103e 0x00401c3e 4   5    .code   ascii   5(4A
116  0x00001072 0x00401c72 4   5    .code   ascii   5X9A
117  0x000010c0 0x00401cc0 4   5    .code   ascii   5h3A
118  0x000010c6 0x00401cc6 4   5    .code   ascii   584A
119  0x000010f0 0x00401cf0 4   5    .code   ascii   5X9A
120  0x0000111d 0x00401d1d 4   5    .code   ascii   5H4A
121  0x00001138 0x00401d38 4   5    .code   ascii   5X9A
122  0x0000117e 0x00401d7e 4   5    .code   ascii   5X9A
123  0x0000119a 0x00401d9a 4   5    .code   ascii   5X9A
124  0x000011d3 0x00401dd3 4   5    .code   ascii   h8 A
125  0x000011ea 0x00401dea 4   5    .code   ascii   5X9A
126  0x00001213 0x00401e13 4   5    .code   ascii   5h3A
127  0x00001219 0x00401e19 4   5    .code   ascii   584A
128  0x00001250 0x00401e50 4   5    .code   ascii   5P4A
129  0x0000125b 0x00401e5b 4   5    .code   ascii   5H4A
130  0x000012a6 0x00401ea6 4   5    .code   ascii   5X9A
131  0x000012e6 0x00401ee6 4   5    .code   ascii   5X9A
132  0x000012f7 0x00401ef7 4   5    .code   ascii   5`4A
133  0x00001322 0x00401f22 4   5    .code   ascii   5X9A
134  0x0000136c 0x00401f6c 4   5    .code   ascii   5X9A
135  0x000013ae 0x00401fae 4   5    .code   ascii   5X9A
136  0x000013c5 0x00401fc5 4   5    .code   ascii   5T4A
137  0x000013f9 0x00401ff9 4   5    .code   ascii   5X9A
138  0x00001412 0x00402012 4   5    .code   ascii   5L4A
139  0x00001438 0x00402038 4   5    .code   ascii   5X9A
140  0x0000144f 0x0040204f 4   5    .code   ascii   5X9A
141  0x00001501 0x00402101 4   5    .code   ascii   5X9A
142  0x0000152e 0x0040212e 4   5    .code   ascii   5H4A
143  0x00001550 0x00402150 4   5    .code   ascii   5T3A
144  0x0000243a 0x0040303a 5   6    .code   ascii   T$(Rh
145  0x00002458 0x00403058 5   6    .code   ascii   T$0Rh
146  0x00002482 0x00403082 4   5    .code   ascii   t$(X
147  0x000024ab 0x004030ab 4   5    .code   ascii   l$ X
148  0x000024ec 0x004030ec 4   5    .code   ascii   \$ C
