[Strings]
nth   paddr      vaddr      len  size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0     0x0000004d 0x0000004d 44   45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1     0x000000ce 0x000000ce 6    7            ascii   {5Rich
2     0x000000e8 0x000000e8 4    5            ascii   Yj>O
3     0x000001d8 0x000001d8 5    6            ascii   .text
4     0x000001ff 0x000001ff 7    8            ascii   `.rdata
5     0x00000227 0x00000227 6    7            ascii   @.data
6     0x00000250 0x00000250 4    5            ascii   .CRT
7     0x00000277 0x00000277 6    7            ascii   @.rsrc
8     0x0000042f 0x0040102f 4    6    .text   utf8    ̋D$\b blocks=Combining Diacritical Marks,Basic Latin
9     0x00000438 0x00401038 7    9    .text   utf8    \vȋL$\fu\t blocks=Basic Latin,Latin Extended-B
10    0x0000044d 0x0040104d 4    6    .text   utf8    ؋D$\b blocks=Arabic,Basic Latin
11    0x00000457 0x00401057 4    6    .text   utf8    ؋D$\b blocks=Arabic,Basic Latin
12    0x00000470 0x00401070 4    5    .text   ascii   WVS3
13    0x000004fb 0x004010fb 7    8    .text   ascii   w\br\a;D$
14    0x00000520 0x00401120 4    5    .text   ascii   WVU3
15    0x000005c6 0x004011c6 6    7    .text   ascii   v\tN+D$
16    0x000005e6 0x004011e6 4    9    .text   utf8    ʋӋًȋ blocks=IPA Extensions,Cyrillic,Arabic,Latin Extended-B
17    0x00000632 0x00401232 4    5    .text   ascii   :Ru+
18    0x00000651 0x00401251 5    6    .text   ascii   \au\r8B
19    0x000006ff 0x004012ff 4    5    .text   ascii   ~\b_^
20    0x00000727 0x00401327 4    5    .text   ascii   \at\a2
21    0x00000797 0x00401397 6    8    .text   utf8    ǀ8RuCP blocks=Latin Extended-B,Basic Latin
22    0x000007dd 0x004013dd 6    7    .text   ascii   Xt\bG;}
23    0x0000085d 0x0040145d 5    8    .text   utf8    t!j|衏 blocks=Basic Latin,CJK Unified Ideographs
24    0x00000963 0x00401563 4    5    .text   ascii   zuWh
25    0x00000a75 0x00401675 7    8    .text   ascii   ;A\bv\v+A
26    0x00000a8f 0x0040168f 7    8    .text   ascii   ;A\bv\v+A
27    0x00000af6 0x004016f6 4    5    .text   ascii   u"jx
28    0x00000c83 0x00401883 4    5    .text   ascii   SUVW
29    0x00000d83 0x00401983 4    5    .text   ascii   j\rXf
30    0x00000e92 0x00401a92 4    5    .text   ascii   WSPP
31    0x00000efc 0x00401afc 4    5    .text   ascii   D\b\aP
32    0x00000f70 0x00401b70 5    8    .text   utf8    v"jg莈 blocks=Basic Latin,CJK Unified Ideographs
33    0x00000fe7 0x00401be7 4    7    .text   utf8    À=ȥB blocks=Latin-1 Supplement,Basic Latin,Latin Extended-B
34    0x0000108b 0x00401c8b 4    5    .text   ascii   j\Yf
35    0x00001097 0x00401c97 4    5    .text   ascii   j_Yf
36    0x0000109c 0x00401c9c 4    5    .text   ascii   \b@@f
37    0x0000110e 0x00401d0e 4    5    .text   ascii   r(j\b
38    0x00001149 0x00401d49 6    7    .text   ascii   f90u2h
39    0x00001212 0x00401e12 4    5    .text   ascii   \as8h
40    0x000012a8 0x00401ea8 5    6    .text   ascii   txIt/
41    0x0000140f 0x0040200f 4    6    .text   utf8    Mċ\t3 blocks=Basic Latin,Latin Extended-A
42    0x00001479 0x00402079 6    8    .text   utf8    F0QPƄ= blocks=Basic Latin,Latin Extended-B
43    0x000015b5 0x004021b5 4    5    .text   ascii   f!F\b
44    0x00001665 0x00402265 5    7    .text   utf8    E(\btv
45    0x0000185d 0x0040245d 5    6    .text   ascii   Wj\a^+
46    0x00001945 0x00402545 4    5    .text   ascii   t*ho
47    0x000019d3 0x004025d3 5    6    .text   ascii   9]\fu 
48    0x00001aae 0x004026ae 5    6    .text   ascii   Su\tPW
49    0x00001b5b 0x0040275b 4    5    .text   ascii   SUVW
50    0x00001b7d 0x0040277d 4    5    .text   ascii   {t'C
51    0x00001ba9 0x004027a9 4    5    .text   ascii   _^][
52    0x00001d25 0x00402925 5    8    .text   utf8    uĉ}ȉE blocks=Basic Latin,Latin Extended-A,Latin Extended-B
53    0x00001db0 0x004029b0 4    5    .text   ascii   SVW3
54    0x00001dea 0x004029ea 6    7    .text   ascii   8]\ft!:
55    0x00001e40 0x00402a40 4    5    .text   ascii   t"WV
56    0x00001f11 0x00402b11 4    5    .text   ascii   9H t
57    0x000022e8 0x00402ee8 5    7    .text   utf8    ulW3ۋ blocks=Basic Latin,Arabic
58    0x000022f0 0x00402ef0 4    5    .text   ascii   }\f9
59    0x00002316 0x00402f16 8    9    .text   ascii   u<9Epu\n8
60    0x0000232e 0x00402f2e 4    5    .text   ascii   t$j\b
61    0x000023eb 0x00402feb 4    5    .text   ascii   y\aH\r
62    0x000023f3 0x00402ff3 6    7    .text   ascii   @u?j'Y
63    0x00002476 0x00403076 4    5    .text   ascii   }x |
64    0x0000247f 0x0040307f 5    7    .text   utf8    |ޡhZA blocks=Basic Latin,Thaana
65    0x00002520 0x00403120 4    5    .text   ascii   8EtW
66    0x0000256f 0x0040316f 4    5    .text   ascii   D$\fP
67    0x000025b4 0x004031b4 5    6    .text   ascii   }\f0t$
68    0x0000260a 0x0040320a 5    8    .text   utf8    u\f3ҋي blocks=Basic Latin,Cyrillic,Arabic
69    0x00002680 0x00403280 4    5    .text   ascii   ~?;E
70    0x000026e2 0x004032e2 5    6    .text   ascii   \fG_^[
71    0x000026f2 0x004032f2 5    7    .text   utf8    sЋ]\bf blocks=Basic Latin,Cyrillic
72    0x00002724 0x00403324 5    6    .text   ascii   \fG@BB
73    0x00002746 0x00403346 4    5    .text   ascii   \fG@B
74    0x00002756 0x00403356 4    5    .text   ascii   \fG@B
75    0x0000279b 0x0040339b 4    5    .text   ascii   uzVW
76    0x00002821 0x00403421 5    6    .text   ascii   Ht\nHt
77    0x000028b2 0x004034b2 4    5    .text   ascii   =lZA
78    0x0000290c 0x0040350c 5    6    .text   ascii   utSVh
79    0x00002950 0x00403550 4    5    .text   ascii   j5j~
