[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0     0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1     0x000000ae 0x000000ae 6   7            ascii   4\f)7O\f
2     0x000000d6 0x000000d6 6   7            ascii   4\fRich
3     0x000001e8 0x000001e8 5   6            ascii   .text
4     0x0000020f 0x0000020f 7   8            ascii   `.rdata
5     0x00000237 0x00000237 6   7            ascii   @.data
6     0x00000260 0x00000260 5   6            ascii   .rsrc
7     0x00000287 0x00000287 7   8            ascii   @.reloc
8     0x0000042b 0x1000102b 5   6    .text   ascii   D$\bSU
9     0x00000434 0x10001034 5   6    .text   ascii   VWUPh
10    0x000004c5 0x100010c5 4   6    .text   utf8    ][Yã blocks=Basic Latin,Latin-1 Supplement
11    0x0000057f 0x1000117f 4   6    .text   utf8    ][Yã blocks=Basic Latin,Latin-1 Supplement
12    0x000005a7 0x100011a7 6   8    .text   utf8    ][YËT$ blocks=Basic Latin,Latin-1 Supplement
13    0x00000920 0x10001520 4   5    .text   ascii   hT5\f
14    0x00000925 0x10001525 5   6    .text   ascii   jAjej
15    0x00000953 0x10001553 4   7    .text   utf8    WVR赉 blocks=Basic Latin,CJK Unified Ideographs
16    0x000009b2 0x100015b2 4   5    .text   ascii   hT5\f
17    0x00000a12 0x10001612 4   5    .text   ascii   hT5\f
18    0x00000a2f 0x1000162f 4   5    .text   ascii   hT5\f
19    0x00000a4c 0x1000164c 4   5    .text   ascii   hT5\f
20    0x00000a63 0x10001663 4   5    .text   ascii   |$\f3
21    0x00000a78 0x10001678 4   5    .text   ascii   hT5\f
22    0x00000abc 0x100016bc 4   5    .text   ascii   hT5\f
23    0x00000c0f 0x1000180f 4   6    .text   utf8    ̋L$\b blocks=Combining Diacritical Marks,Basic Latin
24    0x00000c21 0x10001821 4   5    .text   ascii   2;1u
25    0x00000c6f 0x1000186f 4   6    .text   utf8    ̋D$\b blocks=Combining Diacritical Marks,Basic Latin
26    0x00000d3f 0x1000193f 4   6    .text   utf8    ̋D$\b blocks=Combining Diacritical Marks,Basic Latin
27    0x00000d5b 0x1000195b 4   6    .text   utf8    A8PE
28    0x00000e38 0x10001a38 4   5    .text   ascii   QVWj
29    0x00000e56 0x10001a56 4   5    .text   ascii   hx5\f
30    0x00000f21 0x10001b21 5   6    .text   ascii   L$\bQP
31    0x00000f9f 0x10001b9f 5   6    .text   ascii   L$\bQj
32    0x00000fb0 0x10001bb0 4   5    .text   ascii   D$(V
33    0x0000100f 0x10001c0f 4   6    .text   utf8    ̋D$\f blocks=Combining Diacritical Marks,Basic Latin
34    0x0000101c 0x10001c1c 4   5    .text   ascii   PQRh
35    0x0000105c 0x10001c5c 5   6    .text   ascii   D$\bSV
36    0x000010ca 0x10001cca 4   5    .text   ascii   hT5\f
37    0x000010e7 0x10001ce7 6   7    .text   ascii   L$\fRVQ
38    0x00001118 0x10001d18 8   9    .text   ascii   |$$WSUj\t
39    0x0000112c 0x10001d2c 8   9    .text   ascii   t$(WSUj\n
40    0x0000115e 0x10001d5e 4   5    .text   ascii   hT5\f
41    0x00001163 0x10001d63 5   6    .text   ascii   jdjgj
42    0x00001182 0x10001d82 4   5    .text   ascii   hT5\f
43    0x000011ba 0x10001dba 4   5    .text   ascii   hT5\f
44    0x000011cd 0x10001dcd 4   5    .text   ascii   hT5\f
45    0x000011d2 0x10001dd2 5   6    .text   ascii   jAjgj
46    0x000011ec 0x10001dec 4   5    .text   ascii   hT5\f
47    0x00001200 0x10001e00 4   5    .text   ascii   hT5\f
