[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0     0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1     0x00000200 0x00000200 5   6            ascii   .text
2     0x00000227 0x00000227 7   8            ascii   `.rdata
3     0x0000024f 0x0000024f 6   7            ascii   @.data
4     0x00000278 0x00000278 5   6            ascii   .upx1
5     0x0000029f 0x0000029f 6   7            ascii   `.rsrc
6     0x000002c7 0x000002c7 7   8            ascii   @.reloc
7     0x0000041d 0x1000101d 4   6    .text   utf8    vôa\b blocks=Basic Latin,Latin-1 Supplement
8     0x00000430 0x10001030 4   5    .text   ascii   1333
9     0x00000475 0x10001075 5   6    .text   ascii   >3333
10    0x00000490 0x10001090 4   5    .text   ascii   33[5
11    0x0000049e 0x1000109e 8   9    .text   ascii   Y2Y3[`J\b
12    0x000004af 0x100010af 4   5    .text   ascii   33[?
13    0x000004bd 0x100010bd 4   5    .text   ascii   edY2
14    0x000004c2 0x100010c2 5   6    .text   ascii   On23j
15    0x000004d3 0x100010d3 5   6    .text   ascii   33Y3e
16    0x000004db 0x100010db 4   5    .text   ascii   6`J\b
17    0x000004e7 0x100010e7 4   5    .text   ascii   33[I
18    0x000004f1 0x100010f1 5   6    .text   ascii   33jlm
19    0x00000509 0x10001109 4   5    .text   ascii   33[S
20    0x0000052f 0x1000112f 8   9    .text   ascii   Y2Y3[XK\b
21    0x00000540 0x10001140 4   5    .text   ascii   33[q
22    0x0000054e 0x1000114e 4   5    .text   ascii   edY1
23    0x00000554 0x10001154 4   5    .text   ascii   o23j
24    0x00000564 0x10001164 5   6    .text   ascii   33Y3e
25    0x0000056c 0x1000116c 4   5    .text   ascii   6XK\b
26    0x00000578 0x10001178 4   5    .text   ascii   33[{
27    0x00000582 0x10001182 5   6    .text   ascii   33jlm
28    0x000005e0 0x100011e0 6   8    .text   utf8    vϸv?\bv blocks=Basic Latin,Greek and Coptic
29    0x000005e8 0x100011e8 4   5    .text   ascii   F:bb
30    0x000005ed 0x100011ed 4   5    .text   ascii   &333
31    0x00000610 0x10001210 5   6    .text   ascii   s?`fe
32    0x00000643 0x10001243 4   7    .text   utf8    0ݾ^ϊ blocks=Basic Latin,Arabic Supplement,Greek and Coptic
33    0x0000064e 0x1000124e 4   5    .text   ascii   n3|0
