Metadata Signature: 0x1d510 0x10001424a5342 12
.NET Version: v4.0.30319
Number of Metadata Streams: 5
DirectoryAddress: 6c Size: b54
Stream name: #~ 4
DirectoryAddress: bc0 Size: 228c
Stream name: #Strings 12
DirectoryAddress: 2e4c Size: 34b5c
Stream name: #US 4
DirectoryAddress: 379a8 Size: 10
Stream name: #GUID 8
DirectoryAddress: 379b8 Size: 524
Stream name: #Blob 8
[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x00000178 0x00000178 5   6            ascii   .text
2    0x0000019f 0x0000019f 6   7            ascii   `.rsrc
3    0x000001c7 0x000001c7 7   8            ascii   @.reloc
4    0x00000271 0x00402071 4   5    .text   ascii   *.s7
5    0x000002a2 0x004020a2 5   6    .text   ascii   \n*.s\
6    0x000002f8 0x004020f8 4   5    .text   ascii   \n*Vs
7    0x00000c4a 0x00402a4a 4   6    .text   utf8    \naҜ  blocks=Basic Latin,Cyrillic
8    0x00000df9 0x00402bf9 4   5    .text   ascii   \n +\a
9    0x00000fa5 0x00402da5 4   5    .text   ascii   \n >\t
10   0x00001274 0x00403074 4   5    .text   ascii   \n \f\b
11   0x00001488 0x00403288 4   5    .text   ascii   \n G\t
12   0x0000187f 0x0040367f 4   5    .text   ascii   \n P\t
13   0x00002214 0x00404014 4   5    .text   ascii   \n T\b
14   0x0000245e 0x0040425e 4   5    .text   ascii   \n /\t
15   0x0000251c 0x0040431c 4   5    .text   ascii   \n m\a
16   0x00002b53 0x00404953 4   5    .text   ascii   \n =\n
17   0x00002d09 0x00404b09 4   5    .text   ascii   \n K\b
18   0x00002ea6 0x00404ca6 4   5    .text   ascii   \n \r\n
19   0x00003d14 0x00405b14 4   5    .text   ascii   \n (\a
20   0x00004433 0x00406233 4   5    .text   ascii   \n \e\b
21   0x00004632 0x00406432 4   5    .text   ascii   \n \n\n
22   0x00004776 0x00406576 4   5    .text   ascii   \n |\a
23   0x00004a0a 0x0040680a 4   5    .text   ascii   \n ^\a
24   0x00004c32 0x00406a32 4   5    .text   ascii   \n b\t
25   0x00004e11 0x00406c11 4   5    .text   ascii   \n ]\b
26   0x00004f6f 0x00406d6f 4   5    .text   ascii   \n @\a
27   0x000054c3 0x004072c3 4   5    .text   ascii   \n 8\t
28   0x0000573a 0x0040753a 4   5    .text   ascii   \n O\a
29   0x00005f74 0x00407d74 4   5    .text   ascii   \n (\n
30   0x00006b85 0x00408985 4   5    .text   ascii   \n :\a
31   0x00006c44 0x00408a44 4   5    .text   ascii   \n y\a
32   0x00006d5d 0x00408b5d 4   5    .text   ascii   \n +\n
33   0x00006fea 0x00408dea 4   5    .text   ascii   \n 5\t
34   0x00007201 0x00409001 4   5    .text   ascii   \n \n\a
35   0x0000730b 0x0040910b 4   5    .text   ascii   \n 1\n
36   0x00007434 0x00409234 4   5    .text   ascii   \n j\a
37   0x00007711 0x00409511 4   5    .text   ascii   \n L\n
38   0x00008045 0x00409e45 4   5    .text   ascii   \n x\b
39   0x000082e5 0x0040a0e5 4   5    .text   ascii   \n J\t
40   0x00008b39 0x0040a939 4   5    .text   ascii   \n ~\b
41   0x00008f64 0x0040ad64 4   5    .text   ascii   \n &\t
42   0x000093d2 0x0040b1d2 4   5    .text   ascii   \n v\a
43   0x00009aa3 0x0040b8a3 4   5    .text   ascii   \n t\t
44   0x00009b26 0x0040b926 4   5    .text   ascii   \n %\n
45   0x0000a134 0x0040bf34 4   5    .text   ascii   \n E\b
46   0x0000a51f 0x0040c31f 4   5    .text   ascii   \n Z\b
47   0x0000b292 0x0040d092 4   5    .text   ascii   \n `\b
48   0x0000b3d1 0x0040d1d1 4   5    .text   ascii   \n \b\t
49   0x0000b5dd 0x0040d3dd 4   5    .text   ascii   \n I\n
50   0x0000b6ba 0x0040d4ba 4   5    .text   ascii   \n 1\a
51   0x0000b8b4 0x0040d6b4 4   5    .text   ascii   \n F\a
52   0x0000bb7c 0x0040d97c 4   5    .text   ascii   \n %\a
53   0x0000bf8c 0x0040dd8c 4   5    .text   ascii   \n )\t
54   0x0000c261 0x0040e061 4   5    .text   ascii   \n Q\b
55   0x0000c7d5 0x0040e5d5 4   5    .text   ascii   \n \r\a
56   0x0000d13e 0x0040ef3e 4   5    .text   ascii   \n U\a
57   0x0000d6b5 0x0040f4b5 4   5    .text   ascii   \n A\t
58   0x0000d7fe 0x0040f5fe 4   5    .text   ascii   \n I\a
59   0x0000d937 0x0040f737 4   5    .text   ascii   \n C\n
60   0x0000dd20 0x0040fb20 4   5    .text   ascii   \n }\t
61   0x0000e58e 0x0041038e 4   5    .text   ascii   \n -\b
62   0x0000e8bb 0x004106bb 4   5    .text   ascii   \n V\t
63   0x0000eab9 0x004108b9 4   5    .text   ascii   \n =\a
64   0x0000ecae 0x00410aae 4   5    .text   ascii   \n [\n
65   0x0000f156 0x00410f56 4   5    .text   ascii   \n \v\t
66   0x0000f6ff 0x004114ff 4   5    .text   ascii   \n L\a
67   0x0000f921 0x00411721 4   5    .text   ascii   \n 6\b
68   0x0000fdb9 0x00411bb9 4   5    .text   ascii   \n "\n
69   0x0001022f 0x0041202f 4   5    .text   ascii   \n 4\n
70   0x00010f2d 0x00412d2d 4   5    .text   ascii   \n p\a
71   0x000112d1 0x004130d1 4   5    .text   ascii   \n a\a
72   0x000114a3 0x004132a3 4   5    .text   ascii   \n M\t
73   0x000114fb 0x004132fb 4   5    .text   ascii   \n .\a
74   0x00011868 0x00413668 4   5    .text   ascii   \n 7\n
75   0x00011aea 0x004138ea 4   5    .text   ascii   \n Y\t
76   0x00011b48 0x00413948 4   5    .text   ascii   \n <\b
77   0x000124ea 0x004142ea 4   5    .text   ascii   \n  \t
78   0x00012567 0x00414367 4   5    .text   ascii   \n \\t
79   0x000127d3 0x004145d3 4   5    .text   ascii   \n \t\b
80   0x0001297e 0x0041477e 4   5    .text   ascii   \n g\n
81   0x00012e25 0x00414c25 4   5    .text   ascii   \n W\b
82   0x000138fb 0x004156fb 4   5    .text   ascii   \n R\n
83   0x00013928 0x00415728 4   5    .text   ascii   \n N\b
84   0x00013dc1 0x00415bc1 4   5    .text   ascii   \n q\t
85   0x00014267 0x00416067 4   5    .text   ascii   \n e\t
86   0x00014569 0x00416369 4   5    .text   ascii   \n :\n
87   0x00014ecb 0x00416ccb 4   5    .text   ascii   \n H\b
88   0x00015050 0x00416e50 4   5    .text   ascii   \n '\b
89   0x000150a8 0x00416ea8 4   5    .text   ascii   \n w\t
90   0x00015910 0x00417710 4   5    .text   ascii   \n [\a
91   0x00015aa9 0x004178a9 4   5    .text   ascii   \n S\t
92   0x00015e04 0x00417c04 4   5    .text   ascii   \n O\n
93   0x00015fc6 0x00417dc6 4   5    .text   ascii   \n ,\t
94   0x000163ed 0x004181ed 4   5    .text   ascii   \n ;\t
95   0x000167f1 0x004185f1 4   5    .text   ascii   \n f\b
96   0x000169cb 0x004187cb 4   5    .text   ascii   \n k\t
97   0x00016cec 0x00418aec 4   5    .text   ascii   \n 2\t
98   0x000172d1 0x004190d1 4   5    .text   ascii   \n z\t
99   0x00017527 0x00419327 4   5    .text   ascii   \n {\b
100  0x00017762 0x00419562 4   5    .text   ascii   \n 0\b
101  0x00017d71 0x00419b71 4   5    .text   ascii   \n \a\a
102  0x000182b0 0x0041a0b0 4   5    .text   ascii   \n C\a
103  0x0001856e 0x0041a36e 4   5    .text   ascii   \n X\n
104  0x000186c1 0x0041a4c1 4   5    .text   ascii   \n u\b
105  0x000189b7 0x0041a7b7 4   5    .text   ascii   \n j\n
106  0x00018a96 0x0041a896 4   5    .text   ascii   \n 7\a
107  0x00018fb3 0x0041adb3 4   5    .text   ascii   \n h\t
108  0x0001904f 0x0041ae4f 4   5    .text   ascii   \n m\n
109  0x0001971a 0x0041b51a 4   5    .text   ascii   \n a\n
110  0x000198a4 0x0041b6a4 4   5    .text   ascii   \n D\t
111  0x00019b0f 0x0041b90f 4   5    .text   ascii   \n !\b
112  0x00019bb5 0x0041b9b5 4   5    .text   ascii   \n 4\a
