[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x00000050 0x00000050 40  41           ascii   This program must be run under Win32\r\n$7
1    0x00000208 0x00000208 4   5            ascii   \\e<H
2    0x000002f8 0x000002f8 5   6            ascii   .text
3    0x0000031f 0x0000031f 6   7            ascii   `.data
4    0x00000348 0x00000348 4   5            ascii   .tls
5    0x00000370 0x00000370 6   7            ascii   .rdata
6    0x00000397 0x00000397 7   8            ascii   P.idata
7    0x000003bf 0x000003bf 7   8            ascii   @.edata
8    0x000003e7 0x000003e7 6   7            ascii   @.rsrc
9    0x0000040f 0x0000040f 7   8            ascii   @.reloc
10   0x00000602 0x00401002 10  11   .text   ascii   fb:C++HOOK
11   0x00000665 0x00401065 4   6    .text   utf8    á/1A blocks=Latin-1 Supplement,Basic Latin
12   0x00000683 0x00401083 4   5    .text   ascii   ='1A
13   0x000006b9 0x004010b9 4   5    .text   ascii   5'1A
14   0x000006c4 0x004010c4 4   5    .text   ascii   5'1A
15   0x000006f2 0x004010f2 5   7    .text   utf8    Ã='1A blocks=Latin-1 Supplement,Basic Latin
16   0x000006fd 0x004010fd 4   5    .text   ascii   5'1A
17   0x0000071a 0x0040111a 4   5    .text   ascii   5'1A
18   0x00000725 0x00401125 5   7    .text   utf8    Ã='1A blocks=Latin-1 Supplement,Basic Latin
19   0x00000735 0x00401135 4   5    .text   ascii   5'1A
20   0x0000073f 0x0040113f 4   6    .text   utf8    á'1A blocks=Latin-1 Supplement,Basic Latin
21   0x0000076d 0x0040116d 5   6    .text   ascii   AH~\a3
22   0x00000aa5 0x004014a5 4   5    .text   ascii   u\bj\b
23   0x00000b95 0x00401595 4   5    .text   ascii   SVWV
24   0x00000e06 0x00401806 5   6    .text   ascii   +\bQhq
25   0x00000ef0 0x004018f0 4   5    .text   ascii   Y_^[
26   0x00000f65 0x00401965 4   5    .text   ascii   w\fSh
27   0x00000fc8 0x004019c8 4   5    .text   ascii   W\f;U
28   0x000011c7 0x00401bc7 4   5    .text   ascii   t\fVj
29   0x000011d7 0x00401bd7 5   7    .text   utf8    ^[]ÐU blocks=Basic Latin,Latin-1 Supplement
30   0x000011e8 0x00401be8 4   6    .text   utf8    Y]ÐU blocks=Basic Latin,Latin-1 Supplement
31   0x000011f8 0x00401bf8 6   8    .text   utf8    Y]ÐSVW blocks=Basic Latin,Latin-1 Supplement
32   0x00001262 0x00401c62 4   6    .text   utf8    _^[Ð blocks=Basic Latin,Latin-1 Supplement
33   0x0000128b 0x00401c8b 7   9    .text   utf8    _^[ÐSVW blocks=Basic Latin,Latin-1 Supplement
34   0x000012d7 0x00401cd7 5   7    .text   utf8    _^[Ðh blocks=Basic Latin,Latin-1 Supplement
35   0x000013a7 0x00401da7 4   5    .text   ascii   _^[]
36   0x00001594 0x00401f94 4   6    .text   utf8    \f+ƍP blocks=Basic Latin,Latin Extended-B
37   0x000015de 0x00401fde 6   8    .text   utf8    _^[]ÐU blocks=Basic Latin,Latin-1 Supplement
38   0x0000164b 0x0040204b 4   6    .text   utf8    ;\rܿB blocks=Basic Latin,Syriac
39   0x000016b7 0x004020b7 4   6    .text   utf8    3҉T\b blocks=Basic Latin,Cyrillic
40   0x000016cb 0x004020cb 5   7    .text   utf8    ^[]ÐU blocks=Basic Latin,Latin-1 Supplement
41   0x000018ca 0x004022ca 5   6    .text   ascii   {\b }z
42   0x0000198b 0x0040238b 7   9    .text   utf8    _^[YY]Ð blocks=Basic Latin,Latin-1 Supplement
43   0x00001a3b 0x0040243b 4   6    .text   utf8    \f+ˉK blocks=Basic Latin,Spacing Modifier Letters
44   0x00001a80 0x00402480 5   7    .text   utf8    _^[]Ð blocks=Basic Latin,Latin-1 Supplement
45   0x00001ab0 0x004024b0 4   6    .text   utf8    Y]ÐU blocks=Basic Latin,Latin-1 Supplement
46   0x00001b4b 0x0040254b 4   6    .text   utf8    ;\rܿB blocks=Basic Latin,Syriac
47   0x00001bb7 0x004025b7 5   7    .text   utf8    Y[]ÐU blocks=Basic Latin,Latin-1 Supplement
48   0x00001bc2 0x004025c2 5   7    .text   utf8    ]\b3\tE
49   0x00001bf3 0x004025f3 5   7    .text   utf8    [Y]ÐU blocks=Basic Latin,Latin-1 Supplement
50   0x00001c1c 0x0040261c 4   6    .text   utf8    Y]ÐU blocks=Basic Latin,Latin-1 Supplement
51   0x00001d2f 0x0040272f 4   6    .text   utf8    ;\rܿB blocks=Basic Latin,Syriac
52   0x00001d72 0x00402772 5   7    .text   utf8    \n;\rܿB blocks=Basic Latin,Syriac
53   0x00001df2 0x004027f2 4   6    .text   utf8    ^[]Ð blocks=Basic Latin,Latin-1 Supplement
54   0x00001e10 0x00402810 5   6    .text   ascii   SVWUQ
55   0x00001e61 0x00402861 4   6    .text   utf8    }Ӌ4$ blocks=Basic Latin,Cyrillic
56   0x00001e6a 0x0040286a 5   6    .text   ascii   Z]_^[
57   0x00001e73 0x00402873 4   5    .text   ascii   QSVW
58   0x00001ed6 0x004028d6 4   6    .text   utf8    ;5ܿB blocks=Basic Latin,Syriac
59   0x00001f92 0x00402992 5   6    .text   ascii   _^[Y]
60   0x00002015 0x00402a15 5   6    .text   ascii   E\fPVS
61   0x00002048 0x00402a48 5   7    .text   utf8    _^[]Ð blocks=Basic Latin,Latin-1 Supplement
62   0x00002053 0x00402a53 4   5    .text   ascii   QSVW
63   0x00002085 0x00402a85 4   5    .text   ascii   r\fVS
64   0x000020e0 0x00402ae0 6   8    .text   utf8    _^[Y]Ð blocks=Basic Latin,Latin-1 Supplement
65   0x00002162 0x00402b62 4   5    .text   ascii   r!t-
