Metadata Signature: 0x13ac 0x10001424a5342 12
.NET Version: v4.0.30319
Number of Metadata Streams: 5
DirectoryAddress: 6c Size: 598
Stream name: #~ 4
DirectoryAddress: 604 Size: 8dc
Stream name: #Strings 12
DirectoryAddress: ee0 Size: df8
Stream name: #US 4
DirectoryAddress: 1cd8 Size: 10
Stream name: #GUID 8
DirectoryAddress: 1ce8 Size: 2d0
Stream name: #Blob 8
[Strings]
nth paddr      vaddr      len  size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0   0x0000004d 0x0000004d 44   45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1   0x00000178 0x00000178 5    6            ascii   .text
2   0x0000019f 0x0000019f 6    7            ascii   `.rsrc
3   0x000001c7 0x000001c7 7    8            ascii   @.reloc
4   0x00000282 0x00402082 4    5    .text   ascii   \n\v\a(
5   0x000003b9 0x004021b9 4    5    .text   ascii   \n\bo!
6   0x00000485 0x00402285 5    6    .text   ascii   \n\n*\e0
7   0x0000073e 0x0040253e 4    5    .text   ascii   \a\b\e0
8   0x0000075f 0x0040255f 4    5    .text   ascii   \n\vs1
9   0x000007c9 0x004025c9 4    5    .text   ascii   \b\to<
10  0x00000817 0x00402617 6    7    .text   ascii   \a-\a\to@
11  0x0000082d 0x0040262d 6    7    .text   ascii   \a-\a\bo@
12  0x0000089a 0x0040269a 5    6    .text   ascii   \n\v\a(C
13  0x000009d7 0x004027d7 4    5    .text   ascii   \n\f\a\b
14  0x000009e0 0x004027e0 4    5    .text   ascii   \n\r(P
15  0x000009e6 0x004027e6 4    5    .text   ascii   \n\toT
16  0x00000a0d 0x0040280d 5    6    .text   ascii   -\a\ao@
17  0x00000ca2 0x00402aa2 4    5    .text   ascii   @r!\a
18  0x00000cab 0x00402aab 4    5    .text   ascii   Ar-\a
19  0x00000cb4 0x00402ab4 4    5    .text   ascii   Br7\a
20  0x00000cbd 0x00402abd 4    5    .text   ascii   CrA\a
21  0x00000cc6 0x00402ac6 4    5    .text   ascii   DrK\a
22  0x00000ccf 0x00402acf 4    5    .text   ascii   ErS\a
23  0x00000cd8 0x00402ad8 4    5    .text   ascii   Fr]\a
24  0x00000ce1 0x00402ae1 4    5    .text   ascii   Grg\a
25  0x00000cea 0x00402aea 4    5    .text   ascii   Hrq\a
26  0x00000cf3 0x00402af3 4    5    .text   ascii   Ir{\a
27  0x00000d68 0x00402b68 4    5    .text   ascii   Vr\r\b
28  0x00000d7a 0x00402b7a 4    5    .text   ascii   Xr'\b
29  0x00000d83 0x00402b83 4    5    .text   ascii   Yr/\b
30  0x00000d8c 0x00402b8c 4    5    .text   ascii   Zr7\b
31  0x00000d95 0x00402b95 4    5    .text   ascii   [rA\b
32  0x00000d9e 0x00402b9e 4    5    .text   ascii   \rM\b
33  0x00000da7 0x00402ba7 4    5    .text   ascii   ]rY\b
34  0x00000db0 0x00402bb0 4    5    .text   ascii   ^ra\b
35  0x00000db9 0x00402bb9 4    5    .text   ascii   _rk\b
36  0x00000dc2 0x00402bc2 4    5    .text   ascii   `rw\b
37  0x00000e40 0x00402c40 4    5    .text   ascii   nr\a\t
38  0x00000e5b 0x00402c5b 4    5    .text   ascii   qr-\t
39  0x00000e64 0x00402c64 4    5    .text   ascii   rr;\t
40  0x00000e6d 0x00402c6d 4    5    .text   ascii   srE\t
41  0x00000e76 0x00402c76 4    5    .text   ascii   trQ\t
42  0x00000e7f 0x00402c7f 4    5    .text   ascii   ur[\t
43  0x00000e88 0x00402c88 4    5    .text   ascii   vre\t
44  0x00000e91 0x00402c91 4    5    .text   ascii   wrm\t
45  0x00000e9a 0x00402c9a 4    5    .text   ascii   xr}\t
46  0x000013ac 0x004031ac 4    5    .text   ascii   BSJB
47  0x000013bc 0x004031bc 10   11   .text   ascii   v4.0.30319
48  0x000013e0 0x004031e0 8    9    .text   ascii   #Strings
49  0x00001400 0x00403200 5    6    .text   ascii   #GUID
50  0x00001410 0x00403210 5    6    .text   ascii   #Blob
51  0x000019b1 0x004037b1 8    9    .text   ascii   <Module>
52  0x000019ba 0x004037ba 30   31   .text   ascii   Chaos ransomware decrypter.exe
53  0x000019d9 0x004037d9 7    8    .text   ascii   Program
54  0x000019e1 0x004037e1 20   21   .text   ascii   ConsoleApplication15
55  0x000019f6 0x004037f6 8    9    .text   ascii   mscorlib
56  0x000019ff 0x004037ff 6    7    .text   ascii   System
57  0x00001a06 0x00403806 6    7    .text   ascii   Object
58  0x00001a0d 0x0040380d 8    9    .text   ascii   userName
59  0x00001a16 0x00403816 7    8    .text   ascii   userDir
60  0x00001a1e 0x0040381e 16   17   .text   ascii   privateKeyString
61  0x00001a2f 0x0040382f 14   15   .text   ascii   decryptedFiles
62  0x00001a3e 0x0040383e 15   16   .text   ascii   validExtensions
63  0x00001a4e 0x0040384e 4    5    .text   ascii   Main
64  0x00001a53 0x00403853 10   11   .text   ascii   privateKey
65  0x00001a5e 0x0040385e 16   17   .text   ascii   decryptDirectory
66  0x00001a6f 0x0040386f 18   19   .text   ascii   lookForDirectories
67  0x00001a82 0x00403882 11   12   .text   ascii   AES_Decrypt
68  0x00001a8e 0x0040388e 11   12   .text   ascii   DecryptFile
69  0x00001a9a 0x0040389a 7    8    .text   ascii   Decrypt
70  0x00001aa2 0x004038a2 5    6    .text   ascii   .ctor
71  0x00001aa8 0x004038a8 4    5    .text   ascii   args
72  0x00001aad 0x004038ad 8    9    .text   ascii   location
73  0x00001ab6 0x004038b6 18   19   .text   ascii   bytesToBeDecrypted
74  0x00001ac9 0x004038c9 13   14   .text   ascii   passwordBytes
75  0x00001ad7 0x004038d7 4    5    .text   ascii   file
76  0x00001adc 0x004038dc 13   14   .text   ascii   textToDecrypt
77  0x00001aea 0x004038ea 25   26   .text   ascii   System.Runtime.Versioning
78  0x00001b04 0x00403904 24   25   .text   ascii   TargetFrameworkAttribute
79  0x00001b1d 0x0040391d 17   18   .text   ascii   System.Reflection
80  0x00001b2f 0x0040392f 22   23   .text   ascii   AssemblyTitleAttribute
