Metadata Signature: 0x450 0x10001424a5342 12
.NET Version: v2.0.50727
Number of Metadata Streams: 5
DirectoryAddress: 6c Size: 3e8
Stream name: #~ 4
DirectoryAddress: 454 Size: 538
Stream name: #Strings 12
DirectoryAddress: 98c Size: 66048
Stream name: #US 4
DirectoryAddress: 669d4 Size: 10
Stream name: #GUID 8
DirectoryAddress: 669e4 Size: 220
Stream name: #Blob 8
[Strings]
nth paddr      vaddr      len  size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0   0x0000004d 0x0000004d 44   45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1   0x00000178 0x00000178 5    6            ascii   .text
2   0x0000019f 0x0000019f 6    7            ascii   `.rsrc
3   0x000001c7 0x000001c7 7    8            ascii   @.reloc
4   0x000002a3 0x004020a3 4    5    .text   ascii   pr\n`
5   0x00000310 0x00402110 4    5    .text   ascii   \f\b-"
6   0x00000376 0x00402176 4    5    .text   ascii   *Vs\b
7   0x000003a8 0x004021a8 145  146  .text   ascii   lSystem.Resources.ResourceReader, mscorlib, Version=2.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089#System.Resources.RuntimeResourceSet
8   0x00000445 0x00402245 7    8    .text   ascii   PADPADP
9   0x00000450 0x00402250 4    5    .text   ascii   BSJB
10  0x00000460 0x00402260 10   11   .text   ascii   v2.0.50727
11  0x00000484 0x00402284 8    9    .text   ascii   #Strings
12  0x000004a4 0x004022a4 5    6    .text   ascii   #GUID
13  0x000004b4 0x004022b4 5    6    .text   ascii   #Blob
14  0x0000051c 0x0040231c 5    12   .text   utf16le VO\nr]
15  0x00000718 0x00402518 6    14   .text   utf16le R¡÷X©÷ blocks=Basic Latin,Latin-1 Supplement
16  0x0000085c 0x0040265c 4    10   .text   utf16le A:\t\b
17  0x000008a5 0x004026a5 8    9    .text   ascii   <Module>
18  0x000008ae 0x004026ae 11   12   .text   ascii   syystme.exe
19  0x000008ba 0x004026ba 7    8    .text   ascii   Program
20  0x000008c4 0x004026c4 9    10   .text   ascii   Resources
21  0x000008ce 0x004026ce 18   19   .text   ascii   syystme.Properties
22  0x000008e1 0x004026e1 8    9    .text   ascii   Settings
23  0x000008ea 0x004026ea 8    9    .text   ascii   mscorlib
24  0x000008f3 0x004026f3 6    7    .text   ascii   System
25  0x000008fa 0x004026fa 6    7    .text   ascii   Object
26  0x00000901 0x00402701 20   21   .text   ascii   System.Configuration
27  0x00000916 0x00402716 23   24   .text   ascii   ApplicationSettingsBase
28  0x0000092e 0x0040272e 4    5    .text   ascii   Main
29  0x00000933 0x00402733 9    10   .text   ascii   Hex2Bytes
30  0x0000093d 0x0040273d 16   17   .text   ascii   System.Resources
31  0x0000094e 0x0040274e 15   16   .text   ascii   ResourceManager
32  0x0000095e 0x0040275e 11   12   .text   ascii   resourceMan
33  0x0000096a 0x0040276a 20   21   .text   ascii   System.Globalization
34  0x0000097f 0x0040277f 11   12   .text   ascii   CultureInfo
35  0x0000098b 0x0040278b 15   16   .text   ascii   resourceCulture
36  0x0000099b 0x0040279b 5    6    .text   ascii   .ctor
37  0x000009a1 0x004027a1 19   20   .text   ascii   get_ResourceManager
38  0x000009b5 0x004027b5 11   12   .text   ascii   get_Culture
39  0x000009c1 0x004027c1 11   12   .text   ascii   set_Culture
40  0x000009cd 0x004027cd 7    8    .text   ascii   Culture
41  0x000009d5 0x004027d5 15   16   .text   ascii   defaultInstance
42  0x000009e5 0x004027e5 11   12   .text   ascii   get_Default
43  0x000009f1 0x004027f1 7    8    .text   ascii   Default
44  0x000009fd 0x004027fd 5    6    .text   ascii   value
45  0x00000a03 0x00402803 17   18   .text   ascii   System.Reflection
46  0x00000a15 0x00402815 22   23   .text   ascii   AssemblyTitleAttribute
47  0x00000a2c 0x0040282c 28   29   .text   ascii   AssemblyDescriptionAttribute
48  0x00000a49 0x00402849 30   31   .text   ascii   AssemblyConfigurationAttribute
49  0x00000a68 0x00402868 24   25   .text   ascii   AssemblyCompanyAttribute
50  0x00000a81 0x00402881 24   25   .text   ascii   AssemblyProductAttribute
51  0x00000a9a 0x0040289a 26   27   .text   ascii   AssemblyCopyrightAttribute
52  0x00000ab5 0x004028b5 26   27   .text   ascii   AssemblyTrademarkAttribute
53  0x00000ad0 0x004028d0 24   25   .text   ascii   AssemblyCultureAttribute
54  0x00000ae9 0x004028e9 30   31   .text   ascii   System.Runtime.InteropServices
55  0x00000b08 0x00402908 19   20   .text   ascii   ComVisibleAttribute
56  0x00000b1c 0x0040291c 13   14   .text   ascii   GuidAttribute
57  0x00000b2a 0x0040292a 24   25   .text   ascii   AssemblyVersionAttribute
58  0x00000b43 0x00402943 28   29   .text   ascii   AssemblyFileVersionAttribute
59  0x00000b60 0x00402960 33   34   .text   ascii   NeutralResourcesLanguageAttribute
60  0x00000b82 0x00402982 18   19   .text   ascii   System.Diagnostics
61  0x00000b95 0x00402995 19   20   .text   ascii   DebuggableAttribute
62  0x00000ba9 0x004029a9 14   15   .text   ascii   DebuggingModes
63  0x00000bb8 0x004029b8 31   32   .text   ascii   System.Runtime.CompilerServices
64  0x00000bd8 0x004029d8 31   32   .text   ascii   CompilationRelaxationsAttribute
65  0x00000bf8 0x004029f8 29   30   .text   ascii   RuntimeCompatibilityAttribute
66  0x00000c16 0x00402a16 7    8    .text   ascii   syystme
67  0x00000c1e 0x00402a1e 18   19   .text   ascii   STAThreadAttribute
68  0x00000c31 0x00402a31 8    9    .text   ascii   Assembly
69  0x00000c3a 0x00402a3a 4    5    .text   ascii   Load
70  0x00000c3f 0x00402a3f 10   11   .text   ascii   MethodInfo
71  0x00000c4a 0x00402a4a 14   15   .text   ascii   get_EntryPoint
72  0x00000c59 0x00402a59 10   11   .text   ascii   MethodBase
73  0x00000c64 0x00402a64 6    7    .text   ascii   Invoke
74  0x00000c6b 0x00402a6b 6    7    .text   ascii   String
75  0x00000c72 0x00402a72 13   14   .text   ascii   IsNullOrEmpty
76  0x00000c80 0x00402a80 7    8    .text   ascii   Replace
77  0x00000c88 0x00402a88 10   11   .text   ascii   get_Length
