[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0     0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1     0x000000b7 0x000000b7 6   7            ascii   iRichu
2     0x000001d0 0x000001d0 5   6            ascii   .text
3     0x000001f7 0x000001f7 7   8            ascii   `.rdata
4     0x0000021f 0x0000021f 6   7            ascii   @.data
5     0x00000248 0x00000248 6   7            ascii   .ndata
6     0x00000270 0x00000270 5   6            ascii   .rsrc
7     0x0000053a 0x0040113a 4   5    .text   ascii   5Xp@
8     0x000005f5 0x004011f5 4   5    .text   ascii   U\bSV
9     0x00000617 0x00401217 6   7    .text   ascii   t\v9M\ft
10    0x000006a7 0x004012a7 5   6    .text   ascii    s495
11    0x0000073a 0x0040133a 4   7    .text   utf8    #ȋKM blocks=Basic Latin,Latin Extended-B
12    0x000007c2 0x004013c2 5   7    .text   utf8    +C|$\f
13    0x00000845 0x00401445 6   7    .text   ascii   u\bWj\aY
14    0x00000872 0x00401472 4   6    .text   utf8    M܉\rx blocks=Basic Latin,Syriac
15    0x0000096e 0x0040156e 4   5    .text   ascii   5`r@
16    0x00000975 0x00401575 4   5    .text   ascii   t\aRQ
17    0x0000097c 0x0040157c 4   6    .text   utf8    E܋\rD blocks=Basic Latin,Syriac
18    0x000009c6 0x004015c6 5   6    .text   ascii   tBj\V
19    0x00000a9f 0x0040169f 5   6    .text   ascii   E\bPWh
20    0x00000b02 0x00401702 5   6    .text   ascii   M\bQVh
21    0x00000bb8 0x004017b8 6   7    .text   ascii   E\b9]\bu
22    0x00000be1 0x004017e1 8   9    .text   ascii   uv9]\buSh
23    0x00000c30 0x00401830 5   6    .text   ascii   Ht\eVj
24    0x00000d56 0x00401956 5   6    .text   ascii   t\t9]\b
25    0x00000f11 0x00401b11 4   5    .text   ascii   tDH;
26    0x00000fc3 0x00401bc3 6   7    .text   ascii   E\bt\nj3
27    0x00000fd5 0x00401bd5 4   5    .text   ascii   t\njD
28    0x000010f9 0x00401cf9 4   5    .text   ascii   PShr
29    0x0000111b 0x00401d1b 4   5    .text   ascii   jHjZ
30    0x000011a7 0x00401da7 4   5    .text   ascii   PVu\v
31    0x00001231 0x00401e31 4   6    .text   utf8    ;ÉE\b blocks=Basic Latin,Latin-1 Supplement
32    0x000012a2 0x00401ea2 5   7    .text   utf8    ;ÉE\bt blocks=Basic Latin,Latin-1 Supplement
33    0x000012f8 0x00401ef8 4   6    .text   utf8    ;ÉE\b blocks=Basic Latin,Latin-1 Supplement
34    0x00001377 0x00401f77 5   6    .text   ascii   E\bt\rV
35    0x00001388 0x00401f88 4   5    .text   ascii   j\bSV
36    0x000013a6 0x00401fa6 4   5    .text   ascii   t=9]
37    0x00001459 0x00402059 4   5    .text   ascii   u\aj!
38    0x00001463 0x00402063 4   5    .text   ascii   E\bPh
39    0x0000149d 0x0040209d 4   5    .text   ascii   E\bVP
40    0x000014c8 0x004020c8 4   5    .text   ascii   M\bPQ
41    0x000014fe 0x004020fe 4   6    .text   utf8    uԋ\bP blocks=Basic Latin,Cyrillic Supplement
42    0x00001595 0x00402195 4   5    .text   ascii   u\rSj
43    0x00001646 0x00402246 4   5    .text   ascii   t\tj"
44    0x00001658 0x00402258 4   5    .text   ascii   PSWV
