[Strings]
nth paddr      vaddr      len  size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0   0x0000004d 0x0000004d 44   45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1   0x000000a8 0x000000a8 4    5            ascii   Rich
2   0x000001b8 0x000001b8 5    6            ascii   .text
3   0x000001df 0x000001df 7    8            ascii   `.rdata
4   0x00000207 0x00000207 6    7            ascii   @.data
5   0x00000230 0x00000230 5    6            ascii   .rsrc
6   0x0000059a 0x0040119a 6    7    .text   ascii   ;\\uJS
7   0x000005b4 0x004011b4 4    5    .text   ascii   \*.*
8   0x00000a79 0x00401679 4    5    .text   ascii   t/PQ
9   0x00000aa8 0x004016a8 6    8    .text   utf8    YXI}ÍE blocks=Basic Latin,Latin-1 Supplement
10  0x00000b50 0x00401750 4    5    .text   ascii   \\?\
11  0x00000b5a 0x0040175a 4    5    .text   ascii   :\*.
12  0x00000bd0 0x004017d0 4    5    .text   ascii   NONO
13  0x00000d6f 0x0040196f 4    6    .text   utf8    3\vu\b
14  0x00000dc0 0x004019c0 7    8    .text   ascii   \a<Ar\f,W
15  0x00000e23 0x00401a23 5    8    .text   utf8    3ҋI\ro blocks=Basic Latin,Cyrillic
16  0x00000f0d 0x00401b0d 5    6    .text   ascii   PQRVW
17  0x00000f88 0x00401b88 7    9    .text   utf8    3*_^ZYX
18  0x0000107a 0x00401c7a 12   13   .text   ascii   <Zr\b<av\f<zs\b
19  0x0000113e 0x00401d3e 4    5    .text   ascii   \a','
20  0x00001176 0x00401d76 7    8    .text   ascii   \a|GjdWj
21  0x000011a5 0x00401da5 5    6    .text   ascii   /SPh_
22  0x000011c7 0x00401dc7 4    5    .text   ascii   \r\n\r\n
23  0x000013ac 0x00401fac 6    7    .text   ascii       h=
24  0x000013f1 0x00401ff1 6    7    .text   ascii       h*
25  0x00001415 0x00402015 6    7    .text   ascii       hJ
26  0x0000143a 0x0040203a 4    5    .text   ascii   nu\fj
27  0x0000148c 0x0040208c 4    5    .text   ascii   u\fh3
28  0x0000155d 0x0040215d 4    5    .text   ascii   %00@
29  0x00001563 0x00402163 4    5    .text   ascii   % 0@
30  0x00001569 0x00402169 4    5    .text   ascii   %$0@
31  0x0000156f 0x0040216f 4    5    .text   ascii   %(0@
32  0x00001575 0x00402175 4    5    .text   ascii   %,0@
33  0x0000157b 0x0040217b 4    5    .text   ascii   %D0@
34  0x00001581 0x00402181 4    5    .text   ascii   %40@
35  0x00001587 0x00402187 4    5    .text   ascii   %80@
36  0x0000158d 0x0040218d 4    5    .text   ascii   %<0@
37  0x00001593 0x00402193 4    5    .text   ascii   %@0@
38  0x0000159f 0x0040219f 4    5    .text   ascii   %H0@
39  0x000015a5 0x004021a5 4    5    .text   ascii   %L0@
40  0x000015ab 0x004021ab 4    5    .text   ascii   %P0@
41  0x000015b1 0x004021b1 4    5    .text   ascii   %T0@
42  0x000015b7 0x004021b7 4    5    .text   ascii   %X0@
43  0x000015bd 0x004021bd 4    5    .text   ascii   %\0@
44  0x000015c3 0x004021c3 4    5    .text   ascii   %`0@
45  0x000015c9 0x004021c9 4    5    .text   ascii   %d0@
46  0x000015cf 0x004021cf 4    5    .text   ascii   %h0@
47  0x000015d5 0x004021d5 4    5    .text   ascii   %l0@
48  0x000015db 0x004021db 4    5    .text   ascii   %p0@
49  0x000015e1 0x004021e1 4    5    .text   ascii   %t0@
50  0x000015e7 0x004021e7 4    5    .text   ascii   %x0@
51  0x000015ed 0x004021ed 4    5    .text   ascii   %|0@
52  0x00001647 0x00402247 4    5    .text   ascii   %\b0@
53  0x00001653 0x00402253 4    5    .text   ascii   %\f0@
54  0x00001aba 0x004032ba 15   16   .rdata  ascii   DialogBoxParamA
55  0x00001acc 0x004032cc 9    10   .rdata  ascii   EndDialog
56  0x00001ad8 0x004032d8 10   11   .rdata  ascii   GetDlgItem
57  0x00001ae6 0x004032e6 12   13   .rdata  ascii   SendMessageA
58  0x00001af6 0x004032f6 8    9    .rdata  ascii   SetTimer
59  0x00001b02 0x00403302 10   11   .rdata  ascii   ShowWindow
60  0x00001b0e 0x0040330e 10   11   .rdata  ascii   user32.dll
61  0x00001b1c 0x0040331c 11   12   .rdata  ascii   CloseHandle
62  0x00001b2a 0x0040332a 18   19   .rdata  ascii   CreateFileMappingA
63  0x00001b40 0x00403340 11   12   .rdata  ascii   CreateFileW
64  0x00001b4e 0x0040334e 12   13   .rdata  ascii   CreateThread
65  0x00001b5e 0x0040335e 11   12   .rdata  ascii   ExitProcess
66  0x00001b6c 0x0040336c 9    10   .rdata  ascii   FindClose
67  0x00001b78 0x00403378 14   15   .rdata  ascii   FindFirstFileW
68  0x00001b8a 0x0040338a 13   14   .rdata  ascii   FindNextFileW
69  0x00001b9a 0x0040339a 19   20   .rdata  ascii   GetCurrentProcessId
70  0x00001bb0 0x004033b0 23   24   .rdata  ascii   GetEnvironmentVariableA
71  0x00001bca 0x004033ca 18   19   .rdata  ascii   GetFileAttributesW
72  0x00001be0 0x004033e0 16   17   .rdata  ascii   GetLogicalDrives
73  0x00001bf4 0x004033f4 18   19   .rdata  ascii   GetModuleFileNameA
74  0x00001c0a 0x0040340a 16   17   .rdata  ascii   GetModuleHandleA
75  0x00001c1e 0x0040341e 12   13   .rdata  ascii   GetTickCount
76  0x00001c2e 0x0040342e 11   12   .rdata  ascii   GlobalAlloc
77  0x00001c3c 0x0040343c 10   11   .rdata  ascii   GlobalFree
78  0x00001c4a 0x0040344a 13   14   .rdata  ascii   MapViewOfFile
79  0x00001c5a 0x0040345a 9    10   .rdata  ascii   MoveFileW
80  0x00001c66 0x00403466 19   20   .rdata  ascii   MultiByteToWideChar
81  0x00001c7c 0x0040347c 13   14   .rdata  ascii   RtlMoveMemory
82  0x00001c8c 0x0040348c 12   13   .rdata  ascii   SetErrorMode
83  0x00001c9c 0x0040349c 18   19   .rdata  ascii   SetFileAttributesW
84  0x00001cb2 0x004034b2 17   18   .rdata  ascii   SetThreadPriority
85  0x00001cc6 0x004034c6 5    6    .rdata  ascii   Sleep
