[Imports]
nth vaddr      bind type lib          name
――――――――――――――――――――――――――――――――――――――――――
1   0x0042b008 NONE FUNC KERNEL32.dll LoadLibraryA
2   0x0042b00c NONE FUNC KERNEL32.dll GetProcAddress
3   0x0042b010 NONE FUNC KERNEL32.dll GetWindowsDirectoryA
4   0x0042b014 NONE FUNC KERNEL32.dll GetCurrentProcessId
5   0x0042b018 NONE FUNC KERNEL32.dll GetTempPathA
6   0x0042b01c NONE FUNC KERNEL32.dll GetCurrentProcess
7   0x0042b020 NONE FUNC KERNEL32.dll GetModuleHandleA
8   0x0042b024 NONE FUNC KERNEL32.dll Sleep
9   0x0042b028 NONE FUNC KERNEL32.dll lstrlenA
10  0x0042b02c NONE FUNC KERNEL32.dll lstrcpyA
11  0x0042b030 NONE FUNC KERNEL32.dll lstrcmpA
12  0x0042b034 NONE FUNC KERNEL32.dll DeleteFileA
13  0x0042b038 NONE FUNC KERNEL32.dll SetThreadPriority
14  0x0042b03c NONE FUNC KERNEL32.dll GetCurrentThread
15  0x0042b040 NONE FUNC KERNEL32.dll GetVersionExA
16  0x0042b044 NONE FUNC KERNEL32.dll CreateFileA
17  0x0042b048 NONE FUNC KERNEL32.dll SetFilePointer
18  0x0042b04c NONE FUNC KERNEL32.dll WriteFile
19  0x0042b050 NONE FUNC KERNEL32.dll GetLastError
20  0x0042b054 NONE FUNC KERNEL32.dll CopyFileA
21  0x0042b058 NONE FUNC KERNEL32.dll GetFileAttributesA
22  0x0042b05c NONE FUNC KERNEL32.dll GetFileSize
23  0x0042b060 NONE FUNC KERNEL32.dll ReadFile
24  0x0042b064 NONE FUNC KERNEL32.dll SetCurrentDirectoryA
25  0x0042b068 NONE FUNC KERNEL32.dll CreateProcessA
26  0x0042b06c NONE FUNC KERNEL32.dll GetTickCount
27  0x0042b070 NONE FUNC KERNEL32.dll FindFirstFileA
28  0x0042b074 NONE FUNC KERNEL32.dll FindNextFileA
29  0x0042b078 NONE FUNC KERNEL32.dll FindClose
30  0x0042b07c NONE FUNC KERNEL32.dll SetLastError
31  0x0042b080 NONE FUNC KERNEL32.dll WideCharToMultiByte
