[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000c6 0x000000c6 6   7            ascii   %:Rich
2    0x000001d8 0x000001d8 5   6            ascii   .text
3    0x000001ff 0x000001ff 7   8            ascii   `.rdata
4    0x00000227 0x00000227 6   7            ascii   @.data
5    0x00000250 0x00000250 6   7            ascii   .reloc
6    0x00001094 0x00401c94 4   5    .text   ascii   E\b;H
7    0x0000109d 0x00401c9d 4   5    .text   ascii   ;E\fu
8    0x00001265 0x00401e65 4   9    .text   utf16le jjjh
9    0x000012c9 0x00401ec9 4   5    .text   ascii   Vj+h
10   0x00001302 0x00401f02 4   5    .text   ascii   Vj+h
11   0x000013d4 0x00401fd4 4   6    .text   utf8    ]ËE\b blocks=Basic Latin,Latin-1 Supplement
12   0x000014c6 0x004020c6 4   5    .text   ascii   E\f_^
13   0x000015c8 0x004021c8 5   6    .text   ascii   t\vWSP
14   0x00001625 0x00402225 4   5    .text   ascii   ]\bVW
15   0x00001722 0x00402322 4   5    .text   ascii   hl4A
16   0x0000172c 0x0040232c 4   5    .text   ascii   hl4A
17   0x000017df 0x004023df 4   5    .text   ascii   hl4A
18   0x00001803 0x00402403 4   5    .text   ascii   \fSVW
19   0x000018f3 0x004024f3 5   6    .text   ascii   t\vSQP
20   0x00001933 0x00402533 4   5    .text   ascii   Y_^[
21   0x00001944 0x00402544 4   6    .text   utf8    E\b3Ʌ blocks=Basic Latin,Latin Extended-B
22   0x00001985 0x00402585 6   7    .text   ascii   \SVWjD
23   0x00001a6c 0x0040266c 4   5    .text   ascii   \b_^[
24   0x00001a87 0x00402687 6   7    .text   ascii   EPSVWj
25   0x00001ac8 0x004026c8 4   5    .text   ascii   CM h
26   0x00001af0 0x004026f0 5   6    .text   ascii   CM8Qh
27   0x00001b43 0x00402743 6   7    .text   ascii   CE\bQPj
28   0x00001d83 0x00402983 4   5    .text   ascii   \fSVW
29   0x00001da0 0x004029a0 4   5    .text   ascii   E<PV
30   0x00001e75 0x00402a75 4   5    .text   ascii   Y_^[
31   0x00001eb0 0x00402ab0 4   9    .text   utf16le jjjj
32   0x00001edb 0x00402adb 5   11   .text   utf16le Ajjjj
33   0x00001ef9 0x00402af9 5   11   .text   utf16le Ajjjj
34   0x00001f22 0x00402b22 4   5    .text   ascii   D$Lj
35   0x00001f31 0x00402b31 4   5    .text   ascii   D$(P
36   0x00001f36 0x00402b36 5   6    .text   ascii   D$LPj
37   0x00001f51 0x00402b51 4   5    .text   ascii   D$pD
38   0x00001f95 0x00402b95 6   7    .text   ascii   j\th\b5A
39   0x00002089 0x00402c89 4   5    .text   ascii   h@w\e
40   0x0000209c 0x00402c9c 4   5    .text   ascii   uojD
41   0x000020a1 0x00402ca1 5   6    .text   ascii   D$LSP
42   0x000020af 0x00402caf 4   5    .text   ascii   D$(P
43   0x000020b4 0x00402cb4 7   8    .text   ascii   D$LPSSh
44   0x000020be 0x00402cbe 5   6    .text   ascii   \bSSSh
45   0x000020c9 0x00402cc9 4   5    .text   ascii   D$pD
46   0x00002135 0x00402d35 5   6    .text   ascii   Vh 5A
47   0x00002141 0x00402d41 4   5    .text   ascii   h(5A
48   0x00002185 0x00402d85 5   6    .text   ascii   \fh<5A
49   0x000021a0 0x00402da0 6   7    .text   ascii   j\th\b5A
50   0x000021ca 0x00402dca 6   7    .text   ascii   j\fhH5A
51   0x00002211 0x00402e11 4   5    .text   ascii   D$ h
52   0x00002230 0x00402e30 4   5    .text   ascii   hX5A
53   0x00002272 0x00402e72 4   5    .text   ascii   hX5A
54   0x000022c3 0x00402ec3 5   6    .text   ascii   D$@PV
55   0x000023b3 0x00402fb3 4   5    .text   ascii   t$8h
56   0x000023c3 0x00402fc3 5   6    .text   ascii   \fh|5A
57   0x000023f9 0x00402ff9 4   5    .text   ascii   D$HP
58   0x0000242e 0x0040302e 4   5    .text   ascii   D$Lj
59   0x0000243d 0x0040303d 4   5    .text   ascii   D$(P
60   0x00002442 0x00403042 5   6    .text   ascii   D$LPj
61   0x00002448 0x00403048 5   11   .text   utf16le jjjjj
62   0x00002456 0x00403056 4   5    .text   ascii   D$pD
63   0x000024f2 0x004030f2 6   7    .text   ascii   D$HjDj
64   0x00002503 0x00403103 4   5    .text   ascii   D$(P
65   0x00002508 0x00403108 5   6    .text   ascii   D$LPj
66   0x00002523 0x00403123 4   5    .text   ascii   D$pD
67   0x00002658 0x00403258 5   7    .text   utf8    _^[3̸ blocks=Basic Latin,Combining Diacritical Marks
68   0x00002675 0x00403275 5   6    .text   ascii   tSVWh
69   0x00002828 0x00403428 4   9    .text   utf16le jjjj
70   0x0000283f 0x0040343f 4   6    .text   utf8    uЋ50 blocks=Basic Latin,Cyrillic
71   0x000028b1 0x004034b1 4   5    .text   ascii   SVWP
72   0x0000294e 0x0040354e 4   5    .text   ascii   h@6A
73   0x000029aa 0x004035aa 4   5    .text   ascii   hD6A
74   0x00002a00 0x00403600 4   5    .text   ascii   hD6A
75   0x00002a39 0x00403639 5   6    .text   ascii   ShH6A
76   0x00002a4d 0x0040364d 6   7    .text   ascii   j>h\6A
77   0x00002a5b 0x0040365b 4   5    .text   ascii   h@6A
78   0x00002aba 0x004036ba 4   5    .text   ascii   hD6A
79   0x00002b10 0x00403710 4   5    .text   ascii   hD6A
80   0x00002b43 0x00403743 4   5    .text   ascii   Y_^[
81   0x00002b7a 0x0040377a 4   5    .text   ascii   SVWQ
82   0x00002bd7 0x004037d7 6   7    .text   ascii   9\$(u+
83   0x00002c5a 0x0040385a 4   5    .text   ascii   _^[3
84   0x00002cd1 0x004038d1 4   5    .text   ascii   SVWP
85   0x00002d77 0x00403977 4   5    .text   ascii   @t:P
