[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000d0 0x000000d0 5   7            utf8    Rich۴ blocks=Basic Latin,Arabic
2    0x000001e8 0x000001e8 5   6            ascii   .text
3    0x0000020f 0x0000020f 7   8            ascii   `.rdata
4    0x00000237 0x00000237 6   7            ascii   @.data
5    0x00000260 0x00000260 5   6            ascii   .rsrc
6    0x00001084 0x00401084 5   6    .text   ascii   L$\bQP
7    0x00001099 0x00401099 9   12   .text   utf8    3\r|$03҉D$ blocks=Basic Latin,Cyrillic
8    0x000010b4 0x004010b4 6   7    .text   ascii   T$$PQR
9    0x000010be 0x004010be 4   5    .text   ascii   RRRR
10   0x000010c3 0x004010c3 4   5    .text   ascii   T$Df
11   0x000010c8 0x004010c8 4   5    .text   ascii   T$xR
12   0x000010d7 0x004010d7 4   5    .text   ascii   D$XD
13   0x00001104 0x00401104 4   5    .text   ascii   T$ R
14   0x0000112b 0x0040112b 4   5    .text   ascii   D$\bP
15   0x0000113c 0x0040113c 5   6    .text   ascii   \bVX^[
16   0x000011a5 0x004011a5 4   5    .text   ascii   D$\fS
17   0x000011ec 0x004011ec 4   5    .text   ascii   ^t\t3
18   0x000011f7 0x004011f7 4   5    .text   ascii   |9t$
19   0x0000120f 0x0040120f 6   7    .text   ascii   ^u\a^]3
20   0x00001216 0x00401216 5   7    .text   utf8    [YËD$ blocks=Basic Latin,Latin-1 Supplement
21   0x00001249 0x00401249 4   5    .text   ascii   Xj\S
22   0x00001275 0x00401275 4   5    .text   ascii   ^u\nV
23   0x000012a4 0x004012a4 4   5    .text   ascii   \f9|$
24   0x000012c5 0x004012c5 4   5    .text   ascii   USVW
25   0x00001342 0x00401342 6   7    .text   ascii   _t\e9|$
26   0x00001354 0x00401354 4   5    .text   ascii   _t\t3
27   0x00001384 0x00401384 8   10   .text   utf8    _UX^][YÐ blocks=Basic Latin,Latin-1 Supplement
28   0x000013a6 0x004013a6 6   7    .text   ascii   SUVWh\b
29   0x000013bc 0x004013bc 4   5    .text   ascii   j@P_
30   0x000014cd 0x004014cd 7   8    .text   ascii   \bSX_^][
31   0x00001565 0x00401565 6   8    .text   utf8    3\r|$\nf
32   0x0000158e 0x0040158e 6   7    .text   ascii   T$\bj\R
33   0x000015d8 0x004015d8 4   6    .text   utf8    3\r|$
34   0x000015f1 0x004015f1 4   5    .text   ascii   D$\f?
35   0x000015f6 0x004015f6 4   6    .text   utf8    ܵQhT blocks=Syriac,Basic Latin
36   0x00001635 0x00401635 6   7    .text   ascii   D$\bu\nP
37   0x00001693 0x00401693 6   7    .text   ascii   L$\bP^Q
38   0x000016a1 0x004016a1 4   5    .text   ascii   VX_^
39   0x000016b3 0x004016b3 4   5    .text   ascii   D$\b=
40   0x000016d1 0x004016d1 8   10   .text   utf8    _SX^[ËL$ blocks=Basic Latin,Latin-1 Supplement
41   0x000016e6 0x004016e6 4   5    .text   ascii   PQVW
42   0x00001712 0x00401712 5   6    .text   ascii   _SX^[
43   0x00001723 0x00401723 10  12   .text   utf8    _SP[XP[^[Ð blocks=Basic Latin,Latin-1 Supplement
44   0x0000178b 0x0040178b 4   5    .text   ascii   j@P]
45   0x0000182d 0x0040182d 4   5    .text   ascii   j\Wf
46   0x0000184c 0x0040184c 7   8    .text   ascii   XP__P_3
47   0x00001927 0x00401927 4   5    .text   ascii   j\bWQ
48   0x00001967 0x00401967 6   7    .text   ascii   \fVX_^]
49   0x000019a0 0x004019a0 4   6    .text   utf8    3\r|$
50   0x00001a76 0x00401a76 4   5    .text   ascii   SUVW
51   0x00001aa0 0x00401aa0 4   5    .text   ascii   P[h\b
52   0x00001abc 0x00401abc 5   7    .text   utf8    3\r|$ 
53   0x00001b24 0x00401b24 5   6    .text   ascii   D$HhL
54   0x00001b3c 0x00401b3c 5   6    .text   ascii   L$Hh(
55   0x00001b5f 0x00401b5f 6   7    .text   ascii   T$HRWh
56   0x00001b80 0x00401b80 9   10   .text   ascii   ;F\bt\t;F\bt
57   0x00001b9d 0x00401b9d 4   5    .text   ascii   D$8j
58   0x00001bb2 0x00401bb2 6   8    .text   utf8    L$<3ۍD blocks=Basic Latin,Arabic
59   0x00001c12 0x00401c12 7   8    .text   ascii   \fVX_^][
60   0x00001c41 0x00401c41 4   5    .text   ascii   T$\aV
61   0x00001c90 0x00401c90 4   5    .text   ascii   \bPQj
62   0x00001cc4 0x00401cc4 4   6    .text   utf8    3\r|$
63   0x00001d00 0x00401d00 4   5    .text   ascii   uGVh
64   0x00001d14 0x00401d14 5   6    .text   ascii   T$,RV
65   0x00001d37 0x00401d37 4   5    .text   ascii   D$ j
66   0x00001d5d 0x00401d5d 5   6    .text   ascii   T$\fRV
67   0x00001da2 0x00401da2 6   7    .text   ascii   L$\bP^Q
68   0x00001db0 0x00401db0 4   5    .text   ascii   VX_^
69   0x00001e23 0x00401e23 4   5    .text   ascii   D$$s
70   0x00001e33 0x00401e33 7   11   .text   utf8    D$<㢍\t\r\b blocks=Basic Latin,CJK Unified Ideographs Extension A
71   0x00001e80 0x00401e80 4   5    .text   ascii   6Pj@
72   0x00001edc 0x00401edc 5   6    .text   ascii   D$$w*
73   0x00001ee3 0x00401ee3 7   8    .text   ascii   VZUXt"+
74   0x00001f10 0x00401f10 5   6    .text   ascii   L$,QR
75   0x00001f38 0x00401f38 5   6    .text   ascii   +D$$=
76   0x00001f79 0x00401f79 5   7    .text   utf8    3ɍL\vH blocks=Basic Latin,Latin Extended-B
77   0x00001f92 0x00401f92 4   5    .text   ascii   T$(j
