[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000d8 0x000000d8 5   6            ascii   Rich.
2    0x000001f0 0x000001f0 5   6            ascii   .text
3    0x00000217 0x00000217 7   8            ascii   `.rdata
4    0x0000023f 0x0000023f 6   7            ascii   @.data
5    0x00000268 0x00000268 5   6            ascii   .rsrc
6    0x0000028f 0x0000028f 7   8            ascii   @.reloc
7    0x0000041c 0x1000101c 5   7    .text   utf8    ϡt\vJN blocks=Greek and Coptic,Basic Latin
8    0x00000427 0x10001027 4   6    .text   utf8    ^[]Ã blocks=Basic Latin,Latin-1 Supplement
9    0x00000440 0x10001040 5   6    .text   ascii   M\bRVP
10   0x000004a1 0x100010a1 5   6    .text   ascii   tpVWj
11   0x000004c7 0x100010c7 4   5    .text   ascii   PVWS
12   0x000004e9 0x100010e9 4   6    .text   utf8    ]ËM\b blocks=Basic Latin,Latin-1 Supplement
13   0x0000050a 0x1000110a 5   6    .text   ascii   E\v_^[
14   0x00000539 0x10001139 4   5    .text   ascii   ;]\bv
15   0x000006a3 0x100012a3 5   6    .text   ascii   1f;2u
16   0x000006d8 0x100012d8 4   5    .text   ascii   E\b_^
17   0x000006e7 0x100012e7 5   6    .text   ascii   8_^[]
18   0x0000070f 0x1000130f 6   7    .text   ascii   98t\b_2
19   0x0000078d 0x1000138d 5   6    .text   ascii   ;F\bu\a
20   0x000007b2 0x100013b2 5   6    .text   ascii   ;F\bu\a
21   0x00000823 0x10001423 4   6    .text   utf8    u\b3\v
22   0x000008c4 0x100014c4 4   5    .text   ascii   M\b;J
23   0x00000941 0x10001541 4   5    .text   ascii   ?v\nh
24   0x0000098b 0x1000158b 4   5    .text   ascii   ?v\nh
25   0x000009a2 0x100015a2 4   5    .text   ascii   sOSW
26   0x00000a74 0x10001674 4   5    .text   ascii   E\bVP
27   0x00000b54 0x10001754 5   6    .text   ascii   E\bSVW
28   0x00000be8 0x100017e8 5   6    .text   ascii   9M\fvq
29   0x00000c58 0x10001858 5   6    .text   ascii   A;M\fr
30   0x00000fe2 0x10001be2 4   5    .text   ascii   y\aH\r
31   0x0000106f 0x10001c6f 5   6    .text   ascii   RPj@h
32   0x00001365 0x10001f65 4   6    .text   utf8    _^3Ͱ blocks=Basic Latin,Greek and Coptic
33   0x00001390 0x10001f90 5   6    .text   ascii   PQSVW
34   0x000013e4 0x10001fe4 4   5    .text   ascii   Y_^[
35   0x00001431 0x10002031 4   5    .text   ascii   Y_^[
36   0x00001521 0x10002121 4   5    .text   ascii   RWPQ
37   0x00001560 0x10002160 5   6    .text   ascii   PQSVW
38   0x000015e2 0x100021e2 4   5    .text   ascii   Y_^[
39   0x00001637 0x10002237 4   5    .text   ascii   Y_^[
40   0x00001710 0x10002310 4   6    .text   utf8    v\nhȴ blocks=Basic Latin,Latin Extended-B
41   0x000017ec 0x100023ec 4   5    .text   ascii   M\fQ+
42   0x0000181e 0x1000241e 4   6    .text   utf8    v\nhȴ blocks=Basic Latin,Latin Extended-B
43   0x00001873 0x10002473 4   7    .text   utf8    WSP襂 blocks=Basic Latin,CJK Unified Ideographs
44   0x000018ba 0x100024ba 4   5    .text   ascii   M\bW;
45   0x00001909 0x10002509 4   6    .text   utf8    \f+ǃ~ blocks=Basic Latin,Latin Extended-B
46   0x0000194d 0x1000254d 4   6    .text   utf8    v\nhȴ blocks=Basic Latin,Latin Extended-B
47   0x00001996 0x10002596 6   9    .text   utf8    t\vWSV老 blocks=Basic Latin,CJK Unified Ideographs
48   0x00001b31 0x10002731 4   5    .text   ascii   Y_^[
49   0x00001be9 0x100027e9 4   5    .text   ascii   SVWP
50   0x00001ca0 0x100028a0 5   7    .text   utf8    {\f3\t\a
51   0x00001d46 0x10002946 6   7    .text   ascii   RVVVh\b
52   0x00001de1 0x100029e1 4   5    .text   ascii   Y_^[
53   0x00001f7b 0x10002b7b 4   5    .text   ascii   tGSj
54   0x00001fdd 0x10002bdd 4   5    .text   ascii   Y_^[
55   0x00001ff4 0x10002bf4 4   5    .text   ascii   Y_^[
56   0x0000201f 0x10002c1f 5   6    .text   ascii   F\bWRP
57   0x00002066 0x10002c66 4   5    .text   ascii   SVWP
58   0x0000210b 0x10002d0b 4   5    .text   ascii   8K\fu
59   0x00002110 0x10002d10 4   5    .text   ascii   8K\ru
60   0x00002118 0x10002d18 4   5    .text   ascii   u\t8K
61   0x0000217d 0x10002d7d 4   7    .text   utf8    ƉE̋S blocks=Latin Extended-B,Basic Latin,Combining Diacritical Marks
62   0x00002203 0x10002e03 4   5    .text   ascii   Y_^[
63   0x00002213 0x10002e13 6   10   .text   utf8    ]Ë]ȋEЅ blocks=Basic Latin,Latin-1 Supplement,Latin Extended-B,Cyrillic
64   0x00002229 0x10002e29 4   5    .text   ascii   K\bQj
65   0x00002254 0x10002e54 5   6    .text   ascii   E\fHu\b
66   0x0000228c 0x10002e8c 8   10   .text   utf8    3ĉD$ SVW blocks=Basic Latin,Latin Extended-A
67   0x0000229e 0x10002e9e 4   5    .text   ascii   D$8d
68   0x0000234a 0x10002f4a 4   5    .text   ascii   RPVW
69   0x000023a8 0x10002fa8 4   5    .text   ascii   t$@;
70   0x0000246a 0x1000306a 5   6    .text   ascii   O\bj!h
71   0x00002528 0x10003128 5   7    .text   utf8    +Ƌ5\; blocks=Basic Latin,Latin Extended-B
72   0x00002545 0x10003145 7   8    .text   ascii   \f9\$(r\r
73   0x000025dd 0x100031dd 4   5    .text   ascii   L$8d
74   0x000025e7 0x100031e7 4   5    .text   ascii   Y_^[
75   0x000025ec 0x100031ec 4   5    .text   ascii   L$ 3
76   0x000027a2 0x100033a2 4   5    .text   ascii   9=\;
77   0x00002864 0x10003464 4   5    .text   ascii   Y_^[
78   0x00002888 0x10003488 4   5    .text   ascii   \bSVW
79   0x00002996 0x10003596 4   5    .text   ascii   Y_^[
80   0x00002aa7 0x100036a7 4   5    .text   ascii   Y_^[
81   0x00002ad9 0x100036d9 4   5    .text   ascii   SVWP
82   0x00002c5c 0x1000385c 4   5    .text   ascii   Y_^[
