Metadata Signature: 0x215b0 0x10001424a5342 12
.NET Version: v2.0.50727
Number of Metadata Streams: 5
DirectoryAddress: 6c Size: 9608
Stream name: #~ 4
DirectoryAddress: 9674 Size: 319c
Stream name: #Strings 12
DirectoryAddress: c810 Size: 24d4
Stream name: #US 4
DirectoryAddress: ece4 Size: 10
Stream name: #GUID 8
DirectoryAddress: ecf4 Size: 31dc
Stream name: #Blob 8
[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x00000178 0x00000178 5   6            ascii   .text
2    0x0000019f 0x0000019f 6   7            ascii   `.rsrc
3    0x000001c7 0x000001c7 7   8            ascii   @.reloc
4    0x00000261 0x00402061 5   8    .text   utf8    \n\n 뛴X blocks=Basic Latin,Hangul Syllables
5    0x0000026e 0x0040206e 4   5    .text   ascii   23%\f
6    0x0000029c 0x0040209c 4   6    .text   utf8    b\t`ѝ blocks=Basic Latin,Cyrillic
7    0x00000a3a 0x0040283a 4   10   .text   utf16le +,+*
8    0x00000d47 0x00402b47 4   5    .text   ascii   Y2\r 
9    0x00000e13 0x00402c13 4   5    .text   ascii   M3> 
10   0x000012b6 0x004030b6 4   10   .text   utf16le +,+*
11   0x00001592 0x00403392 4   10   .text   utf16le +,+*
12   0x0000181e 0x0040361e 4   5    .text   ascii   \n,` 
13   0x00001b0f 0x0040390f 4   5    .text   ascii   \n,> 
14   0x00001ca8 0x00403aa8 4   5    .text   ascii   \n-' 
15   0x00001daa 0x00403baa 4   5    .text   ascii   &*\e0
16   0x00001f5e 0x00403d5e 4   5    .text   ascii   \n,j 
17   0x0000218a 0x00403f8a 4   10   .text   utf16le +,+*
18   0x000022f0 0x004040f0 6   28   .text   utf32le 5aq!\rJ
19   0x0000231b 0x0040411b 4   5    .text   ascii   \n-! 
20   0x0000265c 0x0040445c 4   5    .text   ascii   \b\a(\a
21   0x000026d8 0x004044d8 4   5    .text   ascii   \b\a(\a
22   0x000026fe 0x004044fe 4   10   .text   utf16le +,+*
23   0x00002754 0x00404554 4   5    .text   ascii   \b\a(\b
24   0x000027d8 0x004045d8 4   5    .text   ascii   \b\a(\b
25   0x00002865 0x00404665 7   8    .text   ascii   +X\a-^+'
26   0x00002878 0x00404678 4   5    .text   ascii   \f\boC
27   0x00002891 0x00404691 4   5    .text   ascii   +(r)
28   0x000028b9 0x004046b9 5   6    .text   ascii   \nz\b\v+
29   0x00002af2 0x004048f2 5   6    .text   ascii   \n\f\boL
30   0x00002b5a 0x0040495a 5   6    .text   ascii   \n\v\aoL
31   0x0000342b 0x0040522b 4   5    .text   ascii   \n,D 
32   0x00003634 0x00405434 5   6    .text   ascii   \n\v\aon
33   0x0000382e 0x0040562e 4   5    .text   ascii   \n\f+\n
34   0x00003881 0x00405681 4   5    .text   ascii   \n-\r 
35   0x00003cef 0x00405aef 4   5    .text   ascii   \n& !
36   0x00003f4b 0x00405d4b 4   5    .text   ascii   j\r \b
37   0x0000417b 0x00405f7b 4   5    .text   ascii   \n& +
38   0x0000426e 0x0040606e 4   5    .text   ascii   \n\r .
39   0x0000442a 0x0040622a 4   5    .text   ascii   \n,\r 
40   0x00004560 0x00406360 4   5    .text   ascii   \n-s 
41   0x0000478d 0x0040658d 5   6    .text   ascii   \n,@ \r
42   0x000048b1 0x004066b1 4   5    .text   ascii   \n-\r 
43   0x00004ab9 0x004068b9 4   5    .text   ascii   \n,T 
44   0x00004adc 0x004068dc 4   5    .text   ascii   \n& \n
45   0x00004bff 0x004069ff 4   5    .text   ascii   \n\f \a
46   0x00004c76 0x00406a76 4   5    .text   ascii   &*\e0
47   0x00004cd0 0x00406ad0 4   5    .text   ascii   \n,8 
48   0x00004d33 0x00406b33 4   5    .text   ascii   \n,3 
49   0x00004d63 0x00406b63 5   8    .text   utf8    \nޥ&ޢ* blocks=Basic Latin,Thaana
50   0x00004eb1 0x00406cb1 4   5    .text   ascii   \n\v+/
51   0x00004fa0 0x00406da0 4   20   .text   utf32le v+AÚ blocks=Basic Latin,Latin-1 Supplement
52   0x00004fce 0x00406dce 4   5    .text   ascii   \n\v \n
53   0x0000502b 0x00406e2b 4   5    .text   ascii   \nr6\a
54   0x00005079 0x00406e79 5   6    .text   ascii   \n-X \f
55   0x0000508a 0x00406e8a 4   5    .text   ascii   +^ \a
56   0x00005162 0x00406f62 5   6    .text   ascii   +5r@\a
57   0x000051e6 0x00406fe6 4   5    .text   ascii   \n-> 
58   0x000052f8 0x004070f8 4   5    .text   ascii   \n-\r 
59   0x00005318 0x00407118 4   5    .text   ascii   \nr|\a
60   0x00005642 0x00407442 4   5    .text   ascii   \n,\r 
61   0x00005740 0x00407540 4   20   .text   utf32le g)7D
62   0x000057db 0x004075db 4   5    .text   ascii   \n\v\a(
63   0x00005858 0x00407658 4   20   .text   utf32le c´y4 blocks=Basic Latin,Latin-1 Supplement
64   0x00005b28 0x00407928 4   20   .text   utf32le vU@¬ blocks=Basic Latin,Latin-1 Supplement
65   0x00005d04 0x00407b04 4   5    .text   ascii   \b\a(\t
66   0x00005d80 0x00407b80 4   5    .text   ascii   \b\a(\t
67   0x00005e85 0x00407c85 5   6    .text   ascii   \b\e2- 
68   0x00005f4b 0x00407d4b 4   5    .text   ascii   \a\a}l
69   0x00005f53 0x00407d53 4   5    .text   ascii   \a\b}m
70   0x00005f5b 0x00407d5b 4   5    .text   ascii   \a\t}n
71   0x00005fc7 0x00407dc7 7   8    .text   ascii   +H\a\bX\v 
72   0x0000623e 0x0040803e 4   5    .text   ascii   \r\r\to
73   0x000062d2 0x004080d2 4   5    .text   ascii   \n\f \a
74   0x000063f6 0x004081f6 4   5    .text   ascii   \t,  
75   0x00006441 0x00408241 4   5    .text   ascii   \b,  
76   0x000066be 0x004084be 5   6    .text   ascii   ++\v \n
77   0x0000678b 0x0040858b 5   6    .text   ascii   \b,y \r
78   0x000067be 0x004085be 4   5    .text   ascii   +G \f
79   0x00006a6b 0x0040886b 4   5    .text   ascii   \t,  
80   0x00006ab3 0x004088b3 4   5    .text   ascii   \b,  
81   0x00006ec0 0x00408cc0 5   24   .text   utf32le Mß4dľ blocks=Basic Latin,Latin-1 Supplement,Latin Extended-A
82   0x00006fe6 0x00408de6 4   5    .text   ascii   \n\f\bs
83   0x00006fed 0x00408ded 4   5    .text   ascii   \n\r\to
84   0x00006fff 0x00408dff 4   5    .text   ascii   \n\bou
85   0x000071a4 0x00408fa4 5   6    .text   ascii   +(rz\n
86   0x0000725a 0x0040905a 4   5    .text   ascii   \n\v\ao
87   0x00007267 0x00409067 4   5    .text   ascii   \f\a\bo
88   0x00007ae2 0x004098e2 4   5    .text   ascii   \n,4 
89   0x00007b62 0x00409962 4   5    .text   ascii   \n,5 
90   0x00008066 0x00409e66 4   5    .text   ascii   \n\a(9
91   0x0000806c 0x00409e6c 7   10   .text   utf8    \n\nޫ&ި(7 blocks=Basic Latin,Thaana
92   0x0000813e 0x00409f3e 5   8    .text   utf8    \n\nޭ&ު blocks=Basic Latin,Thaana
93   0x000082ae 0x0040a0ae 4   5    .text   ascii   \n,4 
94   0x00008484 0x0040a284 4   5    .text   ascii   ijX}
95   0x0000869a 0x0040a49a 4   5    .text   ascii   \n,w 
96   0x000087ad 0x0040a5ad 4   5    .text   ascii   jZoF
97   0x000087b3 0x0040a5b3 4   5    .text   ascii   \nr0\v
98   0x000087df 0x0040a5df 4   5    .text   ascii   \n\r \f
99   0x00008973 0x0040a773 6   7    .text   ascii   \n[\nrd\v
100  0x00008c26 0x0040aa26 4   5    .text   ascii   \n,\r 
101  0x00008d25 0x0040ab25 4   5    .text   ascii   \n\v\a(
102  0x00009240 0x0040b040 4   5    .text   ascii   \n,# 
103  0x000093ae 0x0040b1ae 4   5    .text   ascii   +?\ar
104  0x000093c3 0x0040b1c3 4   5    .text   ascii   \n&\ao
105  0x000093f3 0x0040b1f3 4   5    .text   ascii   \n\v\ar
106  0x000094a3 0x0040b2a3 4   5    .text   ascii   \n&\ar
107  0x000094c6 0x0040b2c6 4   5    .text   ascii   \n&\ar
108  0x00009501 0x0040b301 4   5    .text   ascii   \n-, 
109  0x000097b9 0x0040b5b9 4   5    .text   ascii   -V 9
110  0x0000982b 0x0040b62b 5   6    .text   ascii   \n&* 4
111  0x00009abb 0x0040b8bb 5   6    .text   ascii   \n&* -
112  0x00009c1b 0x0040ba1b 5   6    .text   ascii   \n&* 1
113  0x0000a06e 0x0040be6e 4   5    .text   ascii   +Q\bo
114  0x0000a120 0x0040bf20 4   5    .text   ascii   \t,  
115  0x0000a222 0x0040c022 4   5    .text   ascii   \v\aou
116  0x0000a5b8 0x0040c3b8 4   5    .text   ascii   +'\bo
117  0x0000a5df 0x0040c3df 4   5    .text   ascii   +# \a
118  0x0000a66d 0x0040c46d 4   5    .text   ascii   \t,  
119  0x0000a7d0 0x0040c5d0 4   5    .text   ascii   \n& \a
120  0x0000a886 0x0040c686 5   6    .text   ascii   \n-* \a
121  0x0000a93f 0x0040c73f 4   5    .text   ascii   \a,! 
122  0x0000a9cd 0x0040c7cd 4   5    .text   ascii   \b,! 
